Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, PAN, GSTIN, Tender Paper Cost, EMD, Affidavits and Joint Venture etc. as per DTCN","9,935",Yes,percentage,1.0%,Nil,Nil,15-Apr-2025 11:00 AM,23-Apr-2025 11:00 AM,15-Apr-2025 11:00 AM,22-Apr-2025 05:00 PM,15-Apr-2025 11:00 AM ,21-Apr-2025 05:00 PM ,15-Apr-2025 11:00 AM,22-Apr-2025 05:00 PM,"4,720",0.0,Nil,Nil,No,"Executive Engineer, L.I. Division, Subarnapur","O/o the Executive Engineer, L.I. Division, Subarnapur",Revival of defunct PANIMURA-III L.I. Project under TARAVA Block in SUBARNAPUR District (Sate Plan Fund),Revival of defunct PANIMURA-III L.I. Project under TARAVA Block in SUBARNAPUR District (Sate Plan Fund),Please refer Tender documents. ,NA ,"9,93,525",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,Sonepur,767017.0,NA ,NA ,NA ,"O/O. the E.E., L.I. Division, Subarnapur",No ,No,Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Subarnapur,OLIC-SNP-02/2025-26,2025_OLIC_112442_29,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,AOC,1,2887917,BARCELONA KHUNTIA,18-Apr-2025 01:24 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Rejection due to Section-II 2.2.(V) as per DTCN,16-Oct-2025 09:16 AM,25-Nov-2025,"INR 993,525.1",90.0,CHANDRAMA PING,25-Nov-2025 06:40 AM,AOC.pdf (6685.00 KB),Success on lottery system,EE,Internal,EE and others,CHANDRAMA PING,24-Nov-2025 07:41 AM,techsummary_536321.pdf (6684.91 KB),EE,Internal,EE and others,CHANDRAMA PING,25-Nov-2025 06:35 AM,finsummary_536321.pdf (6684.91 KB),Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Subarnapur,2025_OLIC_112442_29,OLIC-SNP-02/2025-26,Revival of defunct PANIMURA-III L.I. Project under TARAVA Block in SUBARNAPUR District (Sate Plan Fund),1.0,2891504.0,SANJEEB KUMAR SAHU,INR,"844,596",Finance,8 Nos. out of 10,CHANDRAMA PING,16-Oct-2025 09:16 AM,finance_536321.pdf,BOQ Comparative Chart,AOC
,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2,2887262,GHANASHYAM BAGH,21-Apr-2025 08:02 PM,Rejected-Finance,Unsuccess on Lottery System,25-Nov-2025 06:35 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2889348,KALYANI NANDA,20-Apr-2025 06:50 PM,Rejected-Finance,Unsuccess on Lottery System,25-Nov-2025 06:35 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2889323,MITA NAYAK,20-Apr-2025 12:52 PM,Rejected-Finance,Unsuccess on Lottery System,25-Nov-2025 06:35 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2886605,M/S PRADHAN CONSTRUCTION PROP SASMITA PRADHAN,19-Apr-2025 07:44 PM,Rejected-Finance,Unsuccess on Lottery System,25-Nov-2025 06:35 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2887801,MS Shree Shyam and Co,19-Apr-2025 01:59 PM,Rejected-Finance,Unsuccess on Lottery System,25-Nov-2025 06:35 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2887022,Namita Sahu,21-Apr-2025 02:01 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Rejection due to Section-II 2.2.(V) as per DTCN,16-Oct-2025 09:16 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2891056,NANDI KISHOR BARIK,22-Apr-2025 01:21 AM,Rejected-Finance,Unsuccess on Lottery System,25-Nov-2025 06:35 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2891504,SANJEEB KUMAR SAHU,22-Apr-2025 01:23 PM,Accepted-AOC,Success on Lottery System,25-Nov-2025 06:40 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2891799,TAPAS KUMAR KHATUA,22-Apr-2025 04:19 PM,Rejected-Finance,Unsuccess on Lottery System,25-Nov-2025 06:35 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
