Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GST, PAN, AFFIDAVIT AND ALL OTHER DOCUMENTS AS PER DTCN.",12-Jun-2025 10:00 AM,21-Jun-2025 12:00 PM,12-Jun-2025 10:00 AM,20-Jun-2025 05:30 PM,12-Jun-2025 10:00 AM ,20-Jun-2025 05:30 PM ,12-Jun-2025 10:00 AM,20-Jun-2025 05:30 PM,"11,800",No,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,"Rubber Seal changing, replacement of steel wire rope with socket and turn buckle assembly and maintenance painting of Gate and Hoist of Size (7600 mm X 4600 mm) at Rd 23045 m under Subarnarekha Irr. Division No-I Jharpokharia for the year 2025-26.","Rubber Seal changing, replacement of steel wire rope with socket and turn buckle assembly and maintenance painting of Gate and Hoist of Size (7600 mm X 4600 mm) at Rd 23045 m under Subarnarekha Irr. Division No-I Jharpokharia for the year 2025-26.",Please refer Tender documents. ,NA ,"11,78,173",Mechanical Works,NA ,Tender,90.0,30.0,"RD 23045M, JHARPOKHARIA",757086.0,NA ,NA ,NA ,BHUBANESWAR,No ,No,Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Berhampur,ACEM/MDL-20/2025-26,2025_CEMWR_114382_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"ADDL. CHIEF ENGINEER, MECHANICAL CIRCLE, BBSR","O/O THE ADDL. CHIEF ENGINEER, MECHANICAL CIRCLE, BHUBANESWAR, DELTA SQUARE",AOC,1,2969252,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",16-Jun-2025 03:04 PM,Rejected-Finance,LOOSER OF THE LOTTERY,10-Jul-2025 05:37 PM,15-Jul-2025,"INR 1,001,565",30.0,KISHORE KUMAR BEHERA,20-Nov-2025 12:34 PM,aocmdl20.pdf (614.00 KB),"ADDL.CHIEF ENGINEER, MECHANICAL CIRCLE,BHUBANESWAR",Internal,,KISHORE KUMAR BEHERA,10-Jul-2025 01:26 PM,techsummary_542833.pdf (390.94 KB),Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Berhampur,2025_CEMWR_114382_1,ACEM/MDL-20/2025-26,"Rubber Seal changing, replacement of steel wire rope with socket and turn buckle assembly and maintenance painting of Gate and Hoist of Size (7600 mm X 4600 mm) at Rd 23045 m under Subarnarekha Irr. Division No-I Jharpokharia for the year 2025-26.","ADDL.CHIEF ENGINEER, MECHANICAL CIRCLE,BHUBANESWAR",Internal,,KISHORE KUMAR BEHERA,10-Jul-2025 05:37 PM,finsummary_542833.pdf (406.64 KB),Finance,ALL BID DOCUMENTS ARE DOWNLOADED,KISHORE KUMAR BEHERA,21-Jun-2025 12:44 PM,,BOQ Comparative Chart,1.0,2965778.0,LAXMIDHRA BHUYAN,INR,"1,001,565",AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC,2,2973626,DASH ENTERPRISERS PROP.RAJEEB LOCHAN DASH,19-Jun-2025 03:15 PM,Rejected-Finance,LOOSER OF THE LOTTERY,10-Jul-2025 05:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2965778,LAXMIDHRA BHUYAN,20-Jun-2025 08:53 AM,Accepted-AOC,WINNER OF THE LOTTERY,20-Nov-2025 12:35 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2970257,M/S Abirvab Steel Product,20-Jun-2025 12:26 PM,Rejected-Finance,LOOSER OF THE LOTTERY,10-Jul-2025 05:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2966504,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,19-Jun-2025 08:45 PM,Rejected-Finance,LOOSER OF THE LOTTERY,10-Jul-2025 05:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2970314,M/S Ashreebad Fabricators,20-Jun-2025 01:41 PM,Rejected-Finance,LOOSER OF THE LOTTERY,10-Jul-2025 05:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2967704,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,19-Jun-2025 08:35 PM,Rejected-Finance,LOOSER OF THE LOTTERY,10-Jul-2025 05:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2975026,M/S JAGANNATH AGRICULTURAL IMPLEMENTS WORKSHOP,20-Jun-2025 01:09 PM,Rejected-Finance,LOOSER OF THE LOTTERY,10-Jul-2025 05:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2974630,RENUBALA DASH,20-Jun-2025 03:40 PM,Rejected-Finance,LOOSER OF THE LOTTERY,10-Jul-2025 05:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2971684,Sarkar Engineering Works,19-Jun-2025 05:19 PM,Rejected-Finance,LOOSER OF THE LOTTERY,10-Jul-2025 05:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
