Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"Chief Construction Engineer,RWC,Angul",At-Hkimpada Po-Hakimpada District- Angul,Construction of Residential Quarters for 7nos E type Judiciary Staff Quarters Building at Chhendipada for the year 2022-23,Construction of Residential Quarters for 7nos E type Judiciary Staff Quarters Building at Chhendipada for the year 2022-23,NA ,NA ,"1,94,25,538",Civil Works - Buildings,NA ,Tender,90.0,450.0,Angul,759122.0,NA ,NA ,NA ,"Office of the Chief Construction Engineer,RWC,Angu",No ,No,02-Aug-2025 03:00 PM,12-Aug-2025 11:00 AM,02-Aug-2025 03:00 PM,11-Aug-2025 05:00 PM,02-Aug-2025 03:00 PM ,08-Aug-2025 01:00 PM ,02-Aug-2025 03:00 PM,11-Aug-2025 05:00 PM,19-Sep-2025 09:00 AM,"1,94,255",Yes,percentage,1.0%,Nil,Nil,CE RW I||RWCIRCLE-ANGUL,Building Online-AGL-07/2025-26,2025_CERWI_116363_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, EMD 1 percent of the estimated cost,GSTPANRCAffidavit regarding correctness,Joint Ventu",AOC,Chief Construction Engineer,Internal,E.E DAO ESTIMATOR,Anup Kumar Behera,11-Nov-2025 05:24 PM,finsummary_548104.pdf (193.33 KB),Technical,Sixteen Bidders found,Anup Kumar Behera,12-Aug-2025 12:49 PM,technical_548104.pdf,CE RW I||RWCIRCLE-ANGUL,2025_CERWI_116363_1,Building Online-AGL-07/2025-26,Construction of Residential Quarters for 7nos E type Judiciary Staff Quarters Building at Chhendipada for the year 2022-23,1.0,3030486.0,SUSANTA NAYAK,INR,"16,513,650",11-Nov-2025,"INR 16,513,650",450.0,Anup Kumar Behera,11-Nov-2025 05:29 PM,7NosJudiciary.pdf (193.00 KB),REFUND OF E.M.D,1,3029610,ANIL BEHERA,09-Aug-2025 08:06 PM,Rejected-AOC,0,11-Nov-2025 05:29 PM,Finance,Fifteen Bidders found,Mamatamayee Biswal,19-Sep-2025 04:22 PM,finance_548104.pdf,BOQ Comparative Chart,Chief Construction Engineer,Internal,E.E DAO ESTIMATOR,Anup Kumar Behera,15-Sep-2025 05:03 PM,19-Sep-2025 09:00 AM,techsummary_548104.pdf (2960.72 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,.pdf,"Labour licence,Similar nature of work,Annual Turn Over,Work in hand,No relation, No Litigation certi",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3031269,BAIJAYANTI JAGADALA,11-Aug-2025 01:51 PM,Rejected-AOC,0,11-Nov-2025 05:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machinery own obtained on hire,Balance sheet Bidder Contact address and other documents as per DTCN",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3031467,BANAMBAR MAJHI,11-Aug-2025 02:39 PM,Rejected-AOC,0,11-Nov-2025 05:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantities in xls sheet,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3031244,BASANTA KUMAR SETHI,11-Aug-2025 01:51 PM,Rejected-AOC,0,11-Nov-2025 05:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3031404,brajesh kumar biswal,11-Aug-2025 03:05 PM,Rejected-AOC,0,11-Nov-2025 05:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3031579,CHITTA RANJAN GARNAYAK,11-Aug-2025 03:27 PM,Rejected-Technical,GST of Electrical Constractor not furnished as per DTCN clause 1(e) of eligibility criteria,15-Sep-2025 05:03 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3029753,KALYAN KUMAR SAHOO,09-Aug-2025 11:45 PM,Rejected-AOC,0,11-Nov-2025 05:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3031563,KEDARA KUMAR PRADHAN,11-Aug-2025 04:26 PM,Rejected-AOC,0,11-Nov-2025 05:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3031930,Laxmikant Rout,11-Aug-2025 04:48 PM,Rejected-AOC,0,11-Nov-2025 05:29 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3030653,M/S SIDHESWAR ENTERPRISES PROP.MANOJ KUMAR MOHAPATRA,11-Aug-2025 09:45 AM,Rejected-AOC,0,11-Nov-2025 05:29 PM,,,,,,,,,,,,,,AOC
