Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Chief Engineer Mechanical,Internal,Chief Engineer Mechanical Addl Chief Engineer Mechanical Circle Bhubaneswar Asst to Chief Engineer Mechanical Asst executive engineer mechanical,JITENDRA KUMAR ORAM,20-Aug-2025 05:24 PM,techsummary_543803.pdf (1800.16 KB),03-Nov-2025,"INR 2,204,674",30.0,JITENDRA KUMAR ORAM,04-Nov-2025 12:45 PM,MDL02WORKORDER.pdf (1040.00 KB),1,2993390,BAANI CONSTRUCTION,08-Jul-2025 03:41 PM,Rejected-Technical,Technically rejected,20-Aug-2025 05:24 PM,1.0,2993140.0,POOJARINI ENTERPRISERS,INR,"2,204,674",Finance,all documents downloaded successfully.,JITENDRA KUMAR ORAM,09-Jul-2025 12:37 PM,,BOQ Comparative Chart,CE MECHANICAL,Internal,,JITENDRA KUMAR ORAM,31-Oct-2025 12:38 PM,finsummary_543803.pdf (1800.16 KB),Chief Engineer Mech - WR Bhubaneswar,2025_CEMWR_114689_1,CEM/MDL- 02/2025-26,Repair Maintenance and Painting of 12 Nos Gate and Hoist of Khaljori Sluice at RD 420Mtr Khaljori OAE Under Balasore Irrigation Division Balasore for the year 2025 26,AOC,25-Jun-2025 10:00 AM,09-Jul-2025 12:00 PM,25-Jun-2025 10:00 AM,08-Jul-2025 05:30 PM,25-Jun-2025 10:00 AM ,05-Jul-2025 05:30 PM ,25-Jun-2025 10:00 AM,08-Jul-2025 05:30 PM,1.0,ICICI BANK,Chief Engineer Mechanical,OFFICE OF THE EIC WR ODISHA BHUBANESWAR,Chief Engineer Mech - WR Bhubaneswar,CEM/MDL- 02/2025-26,2025_CEMWR_114689_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Repair Maintenance and Painting of 12 Nos Gate and Hoist of Khaljori Sluice at RD 420Mtr Khaljori OAE Under Balasore Irrigation Division Balasore for the year 2025 26,Repair Maintenance and Painting of 12 Nos Gate and Hoist of Khaljori Sluice at RD 420Mtr Khaljori OAE Under Balasore Irrigation Division Balasore for the year 2025 26,As per DTCN ,NA ,"25,93,429",Mechanical Works,NA ,Tender,90.0,30.0,Khaljori OAE Under Balasore Irrigation Division Ba,756001.0,NA ,NA ,NA ,BHUBANESWAR,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Bid Documents,"25,934",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,2,2980106,M/S Abirvab Steel Product,08-Jul-2025 04:46 PM,Rejected-AOC,Not a winner,04-Nov-2025 12:45 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,AOC
,,,,,,,,,,,,3,2985013,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,06-Jul-2025 01:01 PM,Rejected-AOC,Not a winner,04-Nov-2025 12:45 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,2980072,M/S Ashreebad Fabricators,08-Jul-2025 03:26 PM,Rejected-AOC,Not a winner,04-Nov-2025 12:45 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,2985032,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,06-Jul-2025 01:32 PM,Rejected-AOC,Not a winner,04-Nov-2025 12:45 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,2989549,M/S KALINGA METAL PRODUCT (PROP. SMT BASANTILATA MOHANTY,05-Jul-2025 08:22 AM,Rejected-AOC,Not a winner,04-Nov-2025 12:45 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,2989509,"M/S MOHANTY INDUSTRIAL ENTERPRISERS -PROPRIETOR ,MALAYA KUMAR MOHANTY",05-Jul-2025 07:32 AM,Rejected-AOC,Not a winner,04-Nov-2025 12:45 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,2988669,M/S SHREE INDUSTRIES,05-Jul-2025 12:00 PM,Rejected-AOC,Not a winner,04-Nov-2025 12:45 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,2993140,POOJARINI ENTERPRISERS,08-Jul-2025 01:11 PM,Accepted-AOC,Winner of lottery process,04-Nov-2025 12:45 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,2985110,SPS INDUSTRY,07-Jul-2025 10:54 AM,Rejected-AOC,Not a winner,04-Nov-2025 12:45 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,11,2985087,SUSHIL KUMAR DAS,07-Jul-2025 11:09 AM,Rejected-AOC,Not a winner,04-Nov-2025 12:45 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
