S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor R.C, Affidavit, NRC, undertakings, GSTIN, PAN and any other documents as per SBD/DTCN",Block Development Officer,"Panchayat Samiti, Kujanga",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jagatsinghpur||KUJANG Block,NOTICE NO.BDO-KPS-01 OF 2025-26,2025_PRBKJ_113148_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",Nil,Nil,No,06-May-2025 10:30 AM,20-May-2025 11:00 AM,06-May-2025 10:30 AM,19-May-2025 05:30 PM,NA ,NA ,06-May-2025 10:30 AM,19-May-2025 05:30 PM,"15,300",Yes,fixed,,Nil,Nil,Construction of Additional Class Room at Tentulia Khamar UPS at Zillanashi G.P. of Kujanga Block,Civil Building Work,Please refer Tender documents. ,NA ,"15,23,722",Civil Works - Buildings,NA ,Tender,90.0,180.0,Kujanga,754141.0,NA ,NA ,NA ,"O/o the Panchayat Samiti, Kujanga",No ,No,AOC,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jagatsinghpur||KUJANG Block,2025_PRBKJ_113148_4,NOTICE NO.BDO-KPS-01 OF 2025-26,Construction of Additional Class Room at Tentulia Khamar UPS at Zillanashi G.P. of Kujanga Block,Block Development Officer,Internal,,DEEPAK PRASAD SWAIN,09-Jul-2025 06:58 PM,finsummary_538607.pdf (379.13 KB),Finance,"On opening of the Technical and Financial Bid, it is found that all the 3 bidders have been participated in the tender",DEEPAK PRASAD SWAIN,22-May-2025 11:42 AM,,BOQ Comparative Chart,1.0,2920002.0,ANASUYA MUDULI,INR,"1,295,316",06-Nov-2025,"INR 1,295,316",180.0,DEEPAK PRASAD SWAIN,06-Nov-2025 10:12 AM,Zillanasi.pdf (129.00 KB),1,2920002,ANASUYA MUDULI,16-May-2025 08:48 AM,Accepted-AOC,Work order issued,06-Nov-2025 10:12 AM,Block Development Officer,Internal,,DEEPAK PRASAD SWAIN,09-Jul-2025 06:47 PM,techsummary_538607.pdf (379.13 KB),AOC
2.0,ICICI NEFT/RTGS,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2917701,KUMUDINI KUNDA,19-May-2025 11:39 AM,Rejected-Finance,Due to unsuccessful tender on lottery system,09-Jul-2025 06:58 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2922450,TUSAR MALIK,17-May-2025 01:20 PM,Rejected-Finance,Due to unsuccessful tender on lottery system,09-Jul-2025 06:58 PM,,,,,,,AOC
