Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"2,000",Odisha University of Technology and Research,Bhubaneswar,No,"34,000",Yes,fixed,,Odisha University of Technology and Research,Bhubaneswar,1.0,Fee/PreQual/Technical,.pdf,Tender Document,Maintenance of IT Infrastructure,Maintenance of IT Infrastructure of Wi-Fi and Wired Network facility of the OUTR,Please refer Tender documents. ,NA ,,Miscellaneous Services,NA ,Tender,120.0,NA ,Bhubaneswar,751029.0,NA ,NA ,NA ,"OUTR, Bhubaneswar",No ,No,1.0,DD - Demand Draft,Odisha University of Technology and Research,OUTR/SCS-FMS/2025-26/ 25,2025_OUTR_119007_1,Yes,Open Tender,Item Rate,Services,2.0,No,No,Offline,No,No,No,09-Oct-2025 10:30 AM,31-Oct-2025 11:00 AM,09-Oct-2025 11:00 AM,30-Oct-2025 06:00 PM,NA ,NA ,09-Oct-2025 12:00 PM,30-Oct-2025 06:00 PM,14-Nov-2025 09:00 AM,Registrar,"The Registrar, Odisha University of Technology and Research, Techno campus, Mahalaxmi Vihar, Bhubaneswar, PIN- 751 029",AOC,1.0,3163947.0,Sonatech Infosolutions Pvt Ltd,INR,"1,585,920",Odisha University of Technology and Research,2025_OUTR_119007_1,OUTR/SCS-FMS/2025-26/ 25,Maintenance of IT Infrastructure,Prof. R K Dash,Internal,"Dr. M C Tripathy, Dr. D Gountia, Dr. M K Nayak",Anjan Kumar Sahoo,12-Nov-2025 10:50 AM,14-Nov-2025 09:00 AM,techsummary_554822.pdf (2226.50 KB),26-Nov-2025,"INR 1,585,920",365.0,Ashish Kumar Jena,26-Nov-2025 05:18 PM,WorkOrderrWiFi.pdf (5900.00 KB),Prof. R. K. Dash,Internal,"Dr. M. C. Tripathy, Dr. D. Gountia, Dr. M. K. Nayak",Anjan Kumar Sahoo,26-Nov-2025 04:53 PM,finsummary_554822.pdf (799.73 KB),Technical,The tender is opened in due time and 4 bids are received.,Anjan Kumar Sahoo,01-Nov-2025 09:55 AM,technical_554822.pdf,1,3150432,AS Technologies,27-Oct-2025 01:43 PM,Rejected-Finance,L2 Bidder,26-Nov-2025 04:53 PM,Finance,The financial bid is opened in due time.,Anjan Kumar Sahoo,15-Nov-2025 10:47 AM,finance_554822.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3143577,MANOR COMPUTERS AND COMMUNICATION PVT LTD,30-Oct-2025 11:28 AM,Rejected-Technical,Not Qualified as fail to comply as per sl. no 14 of Annexure 1,12-Nov-2025 10:50 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3144841,PORTAL INFOTECH,23-Oct-2025 11:44 AM,Rejected-Technical,"Not Qualified as fail to comply as per sl. no 6,8, and 14 of Annexure 1",12-Nov-2025 10:50 AM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3163947,Sonatech Infosolutions Pvt Ltd,28-Oct-2025 04:16 PM,Accepted-AOC,L1 Bidder,26-Nov-2025 05:18 PM,,,,,,,AOC
