EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"8,900",No,fixed,,Nil,Nil,03-Jun-2025 10:00 AM,13-Jun-2025 11:00 AM,03-Jun-2025 10:00 AM,12-Jun-2025 05:30 PM,03-Jun-2025 10:00 AM ,12-Jun-2025 05:30 PM ,03-Jun-2025 10:00 AM,12-Jun-2025 05:30 PM,"Chief Engineer Mech - WR Bhubaneswar||SE, Mechanical, MIP, Hirakud||EE, Stores and Mech Divn, Hirakud",SE/MDH/05/2025-26,2025_CEMWR_114051_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Superintending Engineer,"O/o The Superintending Engineer Mechanical Division,Hirakud","Fabrication, Supply and Erection of 3Nos. Scouring Sluice Gates and its accessories of Jamugaon Check Dam in Ullunda Block in Jaloi GP under Minor Irrigation Division, Sonepur for the Year 2024-25","Fabrication, Supply and Erection of 3Nos. Scouring Sluice Gates and its accessories of Jamugaon Check Dam in Ullunda Block in Jaloi GP under Minor Irrigation Division, Sonepur for the Year 2024-25",Please refer Tender documents. ,NA ,,Mechanical Works,NA ,Tender,90.0,30.0,Ullunda,767062.0,NA ,NA ,NA ,"O/o SE,Mechanical Division,Hirakud",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,GST,PAN,EPF,ESI AND ALL OTHER DOCUMENTS AS PER DTCN","4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,AOC,"Chief Engineer Mech - WR Bhubaneswar||SE, Mechanical, MIP, Hirakud||EE, Stores and Mech Divn, Hirakud",2025_CEMWR_114051_1,SE/MDH/05/2025-26,"Fabrication, Supply and Erection of 3Nos. Scouring Sluice Gates and its accessories of Jamugaon Check Dam in Ullunda Block in Jaloi GP under Minor Irrigation Division, Sonepur for the Year 2024-25",Dasaratha Hembram,Internal,"Dasaratha Hembram,SEM, Abhaya Panigrahi, AEEM, Ravi Singh, DA, S Kerketta, JEM",DASARATHA HEMBRAM,01-Sep-2025 01:05 PM,finsummary_541871.pdf (559.99 KB),Finance,Admitted for further evaluation process.,DASARATHA HEMBRAM,01-Sep-2025 12:46 PM,finance_541871.pdf,BOQ Comparative Chart,1.0,2954076.0,LAXMIDHRA BHUYAN,INR,"754,101",1,2954649,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",07-Jun-2025 01:11 PM,Rejected-AOC,Not qualify in lottery process,10-Nov-2025 01:48 PM,11-Sep-2025,"INR 754,101",30.0,DASARATHA HEMBRAM,10-Nov-2025 01:48 PM,Document75.pdf (877.00 KB),Dasaratha Hembram,Internal,,DASARATHA HEMBRAM,01-Sep-2025 12:56 PM,techsummary_541871.pdf (559.99 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,2,2958890,BASUDEV PANIGRAHI,10-Jun-2025 10:26 AM,Rejected-AOC,Not qualify in lottery process,10-Nov-2025 01:48 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2954076,LAXMIDHRA BHUYAN,12-Jun-2025 03:16 PM,Accepted-AOC,1st Lowest Bidder,10-Nov-2025 01:48 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2953064,M/S Abirvab Steel Product,10-Jun-2025 09:27 AM,Rejected-AOC,Not qualify in lottery process,10-Nov-2025 01:48 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2954094,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,10-Jun-2025 09:03 PM,Rejected-AOC,Not qualify in lottery process,10-Nov-2025 01:48 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2953908,M/S Ashreebad Fabricators,11-Jun-2025 11:44 AM,Rejected-AOC,Not qualify in lottery process,10-Nov-2025 01:48 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2954101,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,10-Jun-2025 09:00 PM,Rejected-AOC,Not qualify in lottery process,10-Nov-2025 01:48 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2961963,M/S JAGANNATH AGRICULTURAL IMPLEMENTS WORKSHOP,11-Jun-2025 05:06 PM,Rejected-AOC,Not qualify in lottery process,10-Nov-2025 01:48 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2958354,M/S KALINGA METAL PRODUCT (PROP. SMT BASANTILATA MOHANTY,09-Jun-2025 09:13 PM,Rejected-AOC,Not qualify in lottery process,10-Nov-2025 01:48 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2955068,"M/S MOHANTY INDUSTRIAL ENTERPRISERS -PROPRIETOR ,MALAYA KUMAR MOHANTY",09-Jun-2025 09:29 PM,Rejected-AOC,Not qualify in lottery process,10-Nov-2025 01:48 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,2952012,M/S SAIKRUPA ENTERPRISERS (PROP.UMESH CHANDRA SWAIN),07-Jun-2025 07:57 PM,Rejected-AOC,Not qualify in lottery process,10-Nov-2025 01:48 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,12,2955693,M/S SHREE INDUSTRIES,11-Jun-2025 12:37 PM,Rejected-AOC,Not qualify in lottery process,10-Nov-2025 01:48 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,13,2954252,POOJARINI ENTERPRISERS,09-Jun-2025 03:04 PM,Rejected-AOC,Not qualify in lottery process,10-Nov-2025 01:48 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,14,2954073,SPS INDUSTRY,10-Jun-2025 08:08 PM,Rejected-AOC,Not qualify in lottery process,10-Nov-2025 01:48 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,15,2954065,SUSHIL KUMAR DAS,10-Jun-2025 08:01 PM,Rejected-AOC,Not qualify in lottery process,10-Nov-2025 01:48 PM,,,,,,,,,,,,,AOC
