Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"2,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,16-Aug-2025 10:00 AM,04-Sep-2025 11:00 AM,16-Aug-2025 10:00 AM,03-Sep-2025 05:00 PM,NA ,NA ,16-Aug-2025 10:00 AM,03-Sep-2025 05:00 PM,REPAIRING OF OM NAGAR ROAD IN WARD NO 06,REPAIRING OF OM NAGAR ROAD IN WARD NO 06,Please refer Tender documents. ,NA ,"3,36,134",Civil Works - Roads,NA ,Rate Contract,90.0,60.0,KESINGA NAC,766012.0,NA ,NA ,NA ,"OFFICE OF THE NOTIFIED AREA COUNCIL,KESINGA",No ,No,1.0,ICICI BANK,Municipal Bodies||Kesinga NAC,KSNG-NAC-1/2025-26,2025_ORULB_115144_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"3,370",Yes,fixed,,Nil,Nil,1.0,Modification of Date,Date,,"EXECUTIVE OFFICER,NAC,KESINGA","NAC,Kesinga,Dist-Kalahandi",AOC,1,3048914,BIKASH BAG,25-Aug-2025 08:31 PM,Rejected-Finance,As per tender committee,07-Nov-2025 05:52 PM,07-Nov-2025,"INR 285,747",60.0,Narayan Maharana,07-Nov-2025 05:55 PM,WO.pdf (1297.00 KB),As per tender committee,Nruparaj yadav,Internal,"Chairperson,NAC,Keisnga,STO,Keisnga,Additional Tahasildar,kesinga,ME,Bhawanipatna Municipality,EO,NAC,Kesinga",Narayan Maharana,07-Nov-2025 05:43 PM,techsummary_549166.pdf (2944.29 KB),Nruparaj yadav,Internal,"Chairperson,NAC,Keisnga,STO,Keisnga,Additional Tahasildar,kesinga,ME,Bhawanipatna Municipality,EO,NAC,Kesinga",Narayan Maharana,07-Nov-2025 05:52 PM,finsummary_549166.pdf (2944.30 KB),Municipal Bodies||Kesinga NAC,2025_ORULB_115144_3,KSNG-NAC-1/2025-26,REPAIRING OF OM NAGAR ROAD IN WARD NO 06,1.0,3050712.0,SUDHANSU SEKHAR DAS,INR,"285,747",Finance,As per tender committee,Narayan Maharana,07-Nov-2025 05:38 PM,finance_549166.pdf,BOQ Comparative Chart,AOC
,,,,,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3049864,BIKRAM SAGAR,26-Aug-2025 06:33 PM,Rejected-Finance,As per tender committee,07-Nov-2025 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3050527,BIMAL BAG,26-Aug-2025 07:52 PM,Rejected-Finance,As per tender committee,07-Nov-2025 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3061963,JYOTI RANJAN NANDA,03-Sep-2025 08:08 AM,Rejected-Finance,As per tender committee,07-Nov-2025 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3062335,KAMAL LOCHAN BHUYAN,03-Sep-2025 03:22 PM,Rejected-Finance,As per tender committee,07-Nov-2025 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3062196,NARASINGH NIAL,03-Sep-2025 11:42 AM,Rejected-Finance,As per tender committee,07-Nov-2025 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3062596,POOJA MITTAL,03-Sep-2025 03:35 PM,Rejected-Finance,As per tender committee,07-Nov-2025 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3056148,PRIYANKA SAHU,30-Aug-2025 01:40 PM,Rejected-Finance,As per tender committee,07-Nov-2025 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3061560,RAJU DEEP,02-Sep-2025 06:13 PM,Rejected-Finance,As per tender committee,07-Nov-2025 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3059159,RAMESH CHANDRA PATTNAIK,01-Sep-2025 07:08 PM,Rejected-Finance,As per tender committee,07-Nov-2025 05:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
