Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,2893555,Ashish Kumar Kar,27-Apr-2025 01:54 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,2900308,ASIT KUMAR ROUT,30-Apr-2025 12:22 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,2891446,ASWINI AMITAV SAHOO,22-Apr-2025 09:50 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,2893005,BHARAT BHUSAN JENA,23-Apr-2025 08:16 PM,Accepted-AOC,Won the lottery,18-Nov-2025 03:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,15,2901799,BHARAT KUMAR SAHOO,30-Apr-2025 12:36 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,16,2897893,BIKRAM KESHARI NANDA,28-Apr-2025 12:53 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,17,2896385,BIMAL KUMAR MOHAPATRA,28-Apr-2025 11:06 AM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,18,2898965,BISWAJIT DAS,28-Apr-2025 08:38 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,19,2901089,BISWAJIT PANDA,29-Apr-2025 08:01 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,20,2900949,BISWAKETAN SAMAL,29-Apr-2025 06:20 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,21,2901080,BRUSHABHANU SAHU,29-Apr-2025 07:52 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,22,2900360,CHINMAY NAYAK,29-Apr-2025 02:37 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,23,2901670,Chiranjib Nayak,30-Apr-2025 12:05 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,24,2902221,DEBANANDA DAS,30-Apr-2025 03:10 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,25,2901432,DEBASHISH KUND,30-Apr-2025 06:54 AM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,26,2894205,DEBASHIS SAHOO,27-Apr-2025 02:12 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,27,2896228,DEBASIS BAL,28-Apr-2025 06:31 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,28,2901641,DEEPANKAR RAYSAMANT,30-Apr-2025 11:19 AM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,29,2902117,DHIRENDRA KUMAR NAYAK,30-Apr-2025 02:40 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,30,2902352,Dibyasingha Majhi,30-Apr-2025 03:43 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,31,2901258,DILIP KUMAR SAMAL,29-Apr-2025 09:52 PM,Rejected-Technical,Does not satisfy as per DTCN,19-Jul-2025 06:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,32,2902057,DINESH KUMAR PANY,30-Apr-2025 02:58 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,33,2901722,DINESH KUMAR SAHOO,30-Apr-2025 01:15 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,34,2890649,Gourahari Sahoo,21-Apr-2025 05:51 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,35,2902306,JAGANNATH ROUL,30-Apr-2025 03:57 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,36,2901194,JAJATI KESHARI RAY,29-Apr-2025 09:02 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,37,2889828,JAYAPRAKASH NARAYAN PANI,25-Apr-2025 11:34 AM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,38,2899977,JYOTI PRAKASH SAHOO,29-Apr-2025 12:55 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,39,2902335,JYOTI RANJAN DAS,30-Apr-2025 03:44 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,40,2902243,JYOTIRANJAN PANDA,30-Apr-2025 03:17 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,41,2901596,JYOTIRMAYEE BEHERA,30-Apr-2025 11:02 AM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,42,2890959,KALINGA CONSTRUCTION,27-Apr-2025 10:11 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,43,2894158,KISHAN NAYAK,24-Apr-2025 09:00 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,44,2902257,KUMAR GOURAB MAHARANA,30-Apr-2025 03:39 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,45,2901898,KUNAL DAS,30-Apr-2025 01:16 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,46,2900704,Laxmikanta Sahoo,30-Apr-2025 12:00 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,47,2892149,LUCKY RANJAN PATRA,23-Apr-2025 12:41 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,48,2901123,MAHAMAD PAJ RIZWAN SEIKH,29-Apr-2025 08:37 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,49,2899413,MANAS RANJAN BISWAL,29-Apr-2025 10:18 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,50,2901902,MANAS RANJAN MOHANTY,30-Apr-2025 01:19 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,51,2902024,MANAS RANJAN SAMAL,30-Apr-2025 01:57 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,52,2901543,MANAS RANJAN SWAIN,30-Apr-2025 10:34 AM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,53,2902326,Milan Das,30-Apr-2025 03:53 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,54,2899635,MITESH MOHANTY,29-Apr-2025 11:15 AM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,55,2902137,MONALISHA RAY,30-Apr-2025 02:43 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,56,2896085,MOUSUM MADHUMALAYA BEHERA,26-Apr-2025 08:39 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,57,2897753,M/S GIRIDHARI SAHOO,28-Apr-2025 07:23 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,58,2901664,Ms. MANORANJAN THATOI,30-Apr-2025 11:40 AM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,59,2890191,M/S RUPAK KUMAR RAY,30-Apr-2025 01:22 PM,Rejected-Finance,Does not satisfy as per DTCN,16-Sep-2025 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
