Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"S.E., Mayurbhanj Irrigation Division, Baripada","O/o the S.E., Mayurbhanj Irrn. Divn. Baripada.",1.0,ICICI BANK,"17,000",Yes,fixed,,Nil,Nil,"CE-BM,BSB Basin,Laxmiposi||SE,Baripada Irr.Circle,Takatpur||EE, Mayurbhanj Irr.Divn,Baripada",01MBJ/2025-26(17),2025_CEBML_113005_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"Improvement to Bhimtali Shasan minor (Renovation fall at RD. 90m, Construction of trough wall and embankment strengthening from RD. 2100 to 2275m) of Kalo Irrn. Project.",critical work,Please refer Tender documents. ,NA ,"16,80,758",Civil Works - Others,NA ,Tender,90.0,180.0,Baripada,757002.0,NA ,NA ,NA ,"O/o the S.E., Mayurbhanj Irrn. Divn. Baripada.",No ,No,02-May-2025 10:00 AM,17-May-2025 11:00 AM,02-May-2025 10:00 AM,16-May-2025 05:00 PM,02-May-2025 10:00 AM ,13-May-2025 05:00 PM ,02-May-2025 10:00 AM,16-May-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,ONLINETENDER COST EMD RC GST AFFIDAVIT NO RELATION PAYMENT REPORT OTHER DOCUMENTS AS DTCN,AOC,"CE-BM,BSB Basin,Laxmiposi||SE,Baripada Irr.Circle,Takatpur||EE, Mayurbhanj Irr.Divn,Baripada",2025_CEBML_113005_1,01MBJ/2025-26(17),"Improvement to Bhimtali Shasan minor (Renovation fall at RD. 90m, Construction of trough wall and embankment strengthening from RD. 2100 to 2275m) of Kalo Irrn. Project.",ER. Parameswar Patra,Internal,,Ramlal Tiu,26-Nov-2025 08:04 PM,finsummary_538131.pdf (165.48 KB),Finance,summary,Ramlal Tiu,01-Jul-2025 12:49 PM,finance_538131.pdf,BOQ Comparative Chart,1.0,2921035.0,KRUTIBASH NANDA,INR,"1,685,999",1,2920391,ARPIT ROUT,16-May-2025 12:00 PM,Rejected-Technical,Does not elected in lottery,01-Jul-2025 01:01 PM,26-Nov-2025,"INR 1,685,999",180.0,Ramlal Tiu,26-Nov-2025 08:07 PM,17.pdf (165.00 KB),P Patra,Internal,,Ramlal Tiu,01-Jul-2025 01:01 PM,techsummary_538131.pdf (110.60 KB),AOC
,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,2,2919665,BASANTI BEHERA,15-May-2025 09:07 PM,Rejected-Technical,Does not elected in lottery,01-Jul-2025 01:01 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2920333,BISHESWAR ROUT,16-May-2025 11:42 AM,Rejected-Technical,Does not elected in lottery,01-Jul-2025 01:01 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2919582,BIVASH KUMAR ROUT,16-May-2025 12:36 PM,Rejected-Technical,Does not elected in lottery,01-Jul-2025 01:01 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2920516,Debendra sial,16-May-2025 12:41 PM,Rejected-Technical,Does not elected in lottery,01-Jul-2025 01:01 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2916120,HEMANTA KUMAR TAREI,15-May-2025 07:56 AM,Rejected-Technical,Does not elected in lottery,01-Jul-2025 01:01 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2921035,KRUTIBASH NANDA,16-May-2025 03:27 PM,Accepted-AOC,Agreement executed,26-Nov-2025 08:08 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2917352,MAA JAGADHATRI LCCS LTD,14-May-2025 04:24 PM,Rejected-Technical,Does not elected in lottery,01-Jul-2025 01:01 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2916913,"M/S SAI SHREE CONSTRUCTIONS, PROP. SANGYASENI ROUT",14-May-2025 12:28 PM,Rejected-Technical,Does not elected in lottery,01-Jul-2025 01:01 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2918998,PINTU BAITHA(S.C),15-May-2025 11:08 PM,Rejected-Technical,Does not elected in lottery,01-Jul-2025 01:01 PM,,,,,,,,,,,,,AOC
