Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
05-Aug-2025 11:00 AM,19-Aug-2025 11:00 AM,05-Aug-2025 11:00 AM,18-Aug-2025 05:00 PM,05-Aug-2025 11:00 AM ,18-Aug-2025 05:00 PM ,05-Aug-2025 11:00 AM,18-Aug-2025 05:00 PM,"2,000",0.0,Nil,Nil,No,Construction of WBM Road (Grade-1) From harish Chandra House to ShrikaraKumbharhlouse Gokaneswarpada W. No-2,Construction of WBM Road,Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,45.0,NA ,Sonepur Municipality,767017.0,NA ,NA ,NA ,Sonepur Municipality,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,As Per DTCN,Municipal Bodies||Sonepur Municipal Council,SNP-MUN-30/2025-26,2025_ORULB_116406_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Executive Officer,Sonepur Municipality,1.0,ICICI BANK,"3,252",Yes,fixed,,Nil,Nil,AOC,Tamasi Tamasmita Nayak,Internal,Executive Officer Municipal Engineer APD Finance Accountant,RUSI MAJHI,05-Nov-2025 11:28 AM,techsummary_548235.pdf (1489.53 KB),Tamasi Tamasmita Nayak,Internal,Executive Officer Municipal Engineer APD Finance Accountant,RUSI MAJHI,05-Nov-2025 11:37 AM,finsummary_548235.pdf (825.41 KB),Finance,As Per Tender Commitee,RUSI MAJHI,05-Nov-2025 11:23 AM,finance_548235.pdf,BOQ Comparative Chart,1,3039117,ASHOK KUMAR PATRA,17-Aug-2025 02:02 PM,Rejected-Finance,Lost the Lottery,05-Nov-2025 11:37 AM,1.0,3030725.0,BENU NAIK,INR,"276,453.58",Municipal Bodies||Sonepur Municipal Council,2025_ORULB_116406_11,SNP-MUN-30/2025-26,Construction of WBM Road (Grade-1) From harish Chandra House to ShrikaraKumbharhlouse Gokaneswarpada W. No-2,05-Nov-2025,"INR 276,453.58",45.0,RUSI MAJHI,05-Nov-2025 11:42 AM,11WorkOrder.pdf (715.00 KB),As Per Tender Committee,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,As Per BoQ,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,3030725,BENU NAIK,13-Aug-2025 07:33 PM,Accepted-AOC,Won the Lottery,05-Nov-2025 11:42 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3029060,DHARMARAJ MAHALIK,08-Aug-2025 07:35 PM,Rejected-Finance,Lost the Lottery,05-Nov-2025 11:37 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3039906,NARADA DANDASENA,18-Aug-2025 12:36 PM,Rejected-Finance,Lost the Lottery,05-Nov-2025 11:37 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3037990,Ramshankar Satpathy,17-Aug-2025 06:35 PM,Rejected-Finance,Lost the Lottery,05-Nov-2025 11:37 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3038321,SARTHAK BEDBAK,16-Aug-2025 02:20 PM,Rejected-Finance,Lost the Lottery,05-Nov-2025 11:37 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3032255,SHASHI BHUSAN PRAHARAJ,13-Aug-2025 06:29 PM,Rejected-Finance,Lost the Lottery,05-Nov-2025 11:37 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3038270,SOURAV KUMAR BEDBAK,16-Aug-2025 01:59 PM,Rejected-Finance,Lost the Lottery,05-Nov-2025 11:37 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3035850,SUMAN KUMAR MOHAPATRA,14-Aug-2025 01:30 PM,Rejected-Finance,Lost the Lottery,05-Nov-2025 11:37 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3039696,Uma Bhoi,18-Aug-2025 02:38 PM,Rejected-Finance,Lost the Lottery,05-Nov-2025 11:37 AM,,,,,,,,,,,,,,,,,AOC
