S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,2995251.0,"LAXMI CONSTRUCTION,PROP.-PRADIPTA RANJAN DALAI",INR,"1,129,161",Technical,3 nos. bids received and admitted for technical evaluation.,Nalinikanta Mohapatra,14-Jul-2025 03:59 PM,technical_541795.pdf,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Cuttack||NISCHINTAKOILI Block,2025_PRBNC_114072_2,Nkoili/E-bid/01/ 2025-26,"Construction of Additional Class Room at Chandrasekhar High School, Demando, Tilakana.","Dibyendu Kumar Das, BDO",Internal,,SATYA RANJAN MISHRA,06-Nov-2025 12:51 PM,finsummary_541795.pdf (406.94 KB),"Dibyendu Kumar Das, BDO",Internal,,Nalinikanta Mohapatra,18-Jul-2025 05:12 PM,18-Jul-2025 05:30 PM,techsummary_541795.pdf (277.82 KB),Finance,After scrutiny the following bidders found eligible for financial evaluation.,Nalinikanta Mohapatra,06-Aug-2025 06:09 PM,finance_541795.pdf,BOQ Comparative Chart,1,2995251,"LAXMI CONSTRUCTION,PROP.-PRADIPTA RANJAN DALAI",10-Jul-2025 03:52 PM,Accepted-AOC,L1 Bidder,07-Nov-2025 12:01 PM,07-Nov-2025,"INR 1,129,161",365.0,DIBYENDU KUMAR DAS,07-Nov-2025 12:00 PM,Tilakana.pdf (447.00 KB),AOC,"6,000",Nil,Nil,No,1.0,ICICI BANK,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Cuttack||NISCHINTAKOILI Block,Nkoili/E-bid/01/ 2025-26,2025_PRBNC_114072_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Construction of Additional Class Room at Chandrasekhar High School, Demando, Tilakana.","Construction of Additional Class Room at Chandrasekhar High School, Demando, Tilakana.",Please refer Tender documents. ,NA ,"12,61,632",Civil Works - Buildings,NA ,Tender,60.0,NA ,Tilakana,754207.0,NA ,NA ,NA ,Nischintakoili,No ,No,1.0,Fee/PreQual/Technical,.pdf,Technical bid,"BDO, Nischintakoili Block, Cuttack","Office of the Panchayat Samiti, Nischintakoili, Cuttack",02-Jun-2025 11:00 AM,11-Jul-2025 11:30 AM,04-Jun-2025 10:00 AM,10-Jul-2025 05:00 PM,04-Jun-2025 10:00 AM ,13-Jun-2025 05:00 PM ,04-Jun-2025 10:00 AM,10-Jul-2025 05:00 PM,18-Jul-2025 05:30 PM,1.0,DATE EXTENSION,Date,,"12,616",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2978352,LIPU KUMAR MALL,23-Jun-2025 02:54 PM,Rejected-AOC,L2 Bidder,07-Nov-2025 12:01 PM,,,,,,,AOC,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,,,,,,,,,,,,2.0,EMD EXEMPTION,Fee,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2977962,SUKADEV SETHI,23-Jun-2025 12:38 PM,Rejected-AOC,L3 Bidder,07-Nov-2025 12:01 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
