Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"Selection of Agency for Providing Comprehensive Facility Management Services (Sanitation Works) at Balijatra-2025, Cuttack for Cuttack Municipal Corporation","Selection of Agency for Providing Comprehensive Facility Management Services (Sanitation Works) at Balijatra-2025, Cuttack for Cuttack Municipal Corporation",Please refer Tender documents. ,NA ,0.0,Miscellaneous Services,NA ,Tender,90.0,25.0,CMC,753001.0,NA ,NA ,NA ,"At Biju Bhawan, Choudhury Bazar, Cuttack",No ,No,"11,800",0.0,Nil,Nil,No,"1,00,000",No,fixed,,Nil,Nil,17-Oct-2025 06:20 PM,24-Oct-2025 04:00 PM,17-Oct-2025 06:20 PM,23-Oct-2025 05:00 PM,NA ,NA ,17-Oct-2025 06:20 PM,23-Oct-2025 05:00 PM,27-Oct-2025 01:30 PM,Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-I/2025-26,2025_ORULB_119722_1,Yes,Open Tender,EOI,Services,2.0,No,No,Online,No,No,No,"Commissioner, CMC, Cuttack","At Biju Bhawan, Choudhury Bazar, Cuttack",1.0,Fee/PreQual/Technical,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online",1.0,ICICI BANK,AOC,Municipal Bodies||Cuttack Municipal Corporation,2025_ORULB_119722_1,MC(CMC)CTC_Div-I/2025-26,"Selection of Agency for Providing Comprehensive Facility Management Services (Sanitation Works) at Balijatra-2025, Cuttack for Cuttack Municipal Corporation",Technical,Three bidders participated The Original documents of bidders to be verified.,Subas Chandra Sahoo,24-Oct-2025 04:44 PM,technical_556860.pdf,Executive Engineer,Internal,Asst. Executive Engineer,Subas Chandra Sahoo,17-Nov-2025 11:41 AM,finsummary_556860.pdf (243.82 KB),1.0,3145453.0,M/S CHANDAN SECURITY SERVICE,INR,"3,852,783",17-Nov-2025,"INR 3,852,783",25.0,Subas Chandra Sahoo,26-Nov-2025 07:39 PM,LOACHANDAN.pdf (304.00 KB),Work Order,1,3140810,JAGRUTI WELFARE ORGANISATION,23-Oct-2025 04:46 PM,Rejected-AOC,Rejected,26-Nov-2025 07:39 PM,D.C. Sanitation,Internal,Executive Engineer,Subas Chandra Sahoo,27-Oct-2025 12:43 PM,27-Oct-2025 01:30 PM,techsummary_556860.pdf (747.34 KB),Finance,Two bidders qualified BOQ Comparative Chart is enclosed for reference.,Subas Chandra Sahoo,27-Oct-2025 01:49 PM,finance_556860.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3145453,M/S CHANDAN SECURITY SERVICE,23-Oct-2025 01:36 PM,Accepted-AOC,Accepted,26-Nov-2025 07:39 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3145904,THE SANSKAR,23-Oct-2025 03:55 PM,Rejected-Technical,Rejected,27-Oct-2025 12:43 PM,,,,,,,,,,,,,,AOC
