Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Divisional Officer,"RURAL WORKS DIVISION NO.II, BHADRAK","2,000",0.0,Nil,Nil,No,Repair to F type quarter 6 nos building at Bhandaripokhari Police Station for the year 2025-26 in the District of Bhadrak,Repair to F type quarter 6 nos building at Bhandaripokhari Police Station for the year 2025-26 in the District of Bhadrak,NA ,NA ,"4,20,121",Civil Works - Buildings,NA ,Tender,90.0,30.0,Bhadrak,756100.0,NA ,NA ,NA ,"RURAL WORKS DIVISION NO.II, BHADRAK",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST, EMD, CONTRACTOR REGISTRATION CERTIFICATE, PAN, GSTIN, AFFIDAVIT, ETC","4,200",Yes,fixed,,Nil,Nil,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK-II,"TCN-06 RWD-II,BHADRAK",2025_CERWI_116468_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,05-Aug-2025 12:30 PM,14-Aug-2025 11:00 AM,05-Aug-2025 12:30 PM,13-Aug-2025 05:00 PM,05-Aug-2025 12:30 PM ,13-Aug-2025 03:00 PM ,05-Aug-2025 12:30 PM,13-Aug-2025 05:00 PM,1.0,ICICI BANK,AOC,Executive Engineer,Internal,,Lambodar Naik,03-Nov-2025 01:01 PM,finsummary_548302.pdf (422.92 KB),CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK-II,2025_CERWI_116468_1,"TCN-06 RWD-II,BHADRAK",Repair to F type quarter 6 nos building at Bhandaripokhari Police Station for the year 2025-26 in the District of Bhadrak,1.0,3028757.0,PRADEEP KUMAR PATRA,INR,"357,145",Finance,Total 22 bidders accepted,Saraseebala Behera,18-Aug-2025 05:50 PM,,BOQ Comparative Chart,1,3033668,Amaresh Kumar Biswal,12-Aug-2025 05:10 PM,Rejected-AOC,rejected,03-Nov-2025 01:05 PM,03-Nov-2025,"INR 357,145",30.0,Lambodar Naik,03-Nov-2025 01:04 PM,4835.pdf (627.00 KB),Executive Engineer,Internal,,Lambodar Naik,03-Nov-2025 12:58 PM,techsummary_548302.pdf (286.82 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,2,3033583,ARJUN CHANDRA SAHU,12-Aug-2025 08:52 PM,Rejected-AOC,rejected,03-Nov-2025 01:05 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3034127,BHARAT KUMAR DAS,13-Aug-2025 07:01 AM,Rejected-AOC,rejected,03-Nov-2025 01:05 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3033074,Bidyadhar Sahoo,12-Aug-2025 01:21 PM,Rejected-AOC,rejected,03-Nov-2025 01:05 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,3029987,DIPENDRA KUMAR JENA,10-Aug-2025 01:41 PM,Rejected-AOC,rejected,03-Nov-2025 01:05 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,3034500,GOBINDA CHANDRA JENA,13-Aug-2025 02:10 PM,Rejected-AOC,rejected,03-Nov-2025 01:05 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,3029233,KAILASH CHANDRA SAHOO,08-Aug-2025 11:39 PM,Rejected-AOC,rejected,03-Nov-2025 01:05 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,3034107,KRUPASINDHU MAJHI,13-Aug-2025 03:20 PM,Rejected-AOC,rejected,03-Nov-2025 01:05 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,3034337,LILIMA SAHOO,13-Aug-2025 01:22 PM,Rejected-AOC,rejected,03-Nov-2025 01:05 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,3032108,MINATILATA PAHI,11-Aug-2025 07:41 PM,Rejected-AOC,rejected,03-Nov-2025 01:05 PM,,,,,,,,,,,,,AOC
