S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,23-Jul-2025 10:00 AM,07-Aug-2025 11:00 AM,23-Jul-2025 10:00 AM,06-Aug-2025 05:00 PM,NA ,NA ,23-Jul-2025 10:00 AM,06-Aug-2025 05:00 PM,ST and SC Development Deptt||ITDA Panposh,ITDAPAN-01/2025-26,2025_STSCD_115923_4,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"27,136",Yes,fixed,,Nil,Nil,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,PAN GST VALIED REGISTRATION CERTIFICATE NO RELATION AFFIDAVIT,Construction of Addl class room at Dalki High school under Kuarmunda Block.,Construction of Addl class room at Dalki High school under Kuarmunda Block.,Please refer Tender documents. ,NA ,"27,13,646",Civil Works - Others,NA ,Tender,90.0,180.0,ITDA PANPOSH,769012.0,NA ,NA ,NA ,ITDA PANPOSH,No ,No,PA ITDA PANPOSH,pa itda panposh uditnagar rourkela 12,AOC,1,3024502,BISWANATH SAHOO,05-Aug-2025 02:06 PM,Rejected-AOC,Rejected,06-Nov-2025 11:38 AM,06-Nov-2025,"INR 2,306,870",180.0,Hruda Nanda Pati,06-Nov-2025 11:37 AM,WONo4.pdf (770.00 KB),"Prakash Ku. Nayak, The lottery winner","Collector, Sundargarh",Internal,"COLLECTOR, SNG, PA, ITDA, PANPOSH, SE. ROURKELA IRRIGATION DIVN., PANPOSH , AEE ITDA PANPOSH",Bikrani Kispatta,13-Oct-2025 01:22 PM,techsummary_546982.pdf (27537.52 KB),ST and SC Development Deptt||ITDA Panposh,2025_STSCD_115923_4,ITDAPAN-01/2025-26,Construction of Addl class room at Dalki High school under Kuarmunda Block.,"Collector, Sundargarh",Internal,"Collector, Sundargarh, SE, Rourkela Irrigation Divn, PA, ITDA, Panposh, AEEs of all ITDA",Hruda Nanda Pati,04-Nov-2025 04:34 PM,finsummary_546982.pdf (30569.39 KB),Finance,Submission of Proceedings,Bikrani Kispatta,23-Sep-2025 06:25 PM,finance_546982.pdf,BOQ Comparative Chart,1.0,3025974.0,PRAKASH KUMAR NAYAK,INR,"2,306,870",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC,2,3025776,DAYANAND SAHOO,06-Aug-2025 02:10 PM,Rejected-AOC,Rejected,06-Nov-2025 11:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3023118,DEEPAK KUMAR SAHU,04-Aug-2025 02:34 PM,Rejected-AOC,Rejected,06-Nov-2025 11:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3023727,DHANESWAR MAJHI,04-Aug-2025 07:42 PM,Rejected-AOC,Rejected,06-Nov-2025 11:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3025948,GANESH THAKUR,06-Aug-2025 04:25 PM,Rejected-AOC,Rejected,06-Nov-2025 11:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3024890,GOPAL SAHOO,05-Aug-2025 05:07 PM,Rejected-AOC,Rejected,06-Nov-2025 11:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3021221,KUNDAN JAISWAL,02-Aug-2025 11:48 AM,Rejected-AOC,Rejected,06-Nov-2025 11:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3015990,NIBHA MISHRA,28-Jul-2025 10:01 PM,Rejected-AOC,Rejected,06-Nov-2025 11:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3025898,PRAHALAD GANDHA,06-Aug-2025 03:57 PM,Rejected-AOC,Rejected,06-Nov-2025 11:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3025974,PRAKASH KUMAR NAYAK,06-Aug-2025 04:41 PM,Accepted-AOC,Accepted,06-Nov-2025 11:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
