Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
Finance,16 NOS BIDDER PRATICIPATION,GATIKRISHNA MALLICK,09-Apr-2025 01:27 PM,,BOQ Comparative Chart,EE LI NAYAGARH,Internal,EE LI NAYAGARH AND OTHERS,GATIKRISHNA MALLICK,09-Jun-2025 11:31 AM,finsummary_534389.pdf (431.54 KB),17-Nov-2025,"INR 2,699,080",90.0,GATIKRISHNA MALLICK,17-Nov-2025 04:01 PM,Kalatangi1and2.pdf (1228.00 KB),Work Completed,1,2874856,AGRAWALLA POWER INFRASTRUCTURE,07-Apr-2025 12:54 PM,Rejected-Technical,OK,04-Jun-2025 10:45 AM,1.0,2876294.0,Dillip Ranjan Das,INR,"2,699,080","Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Nayagarh",2025_OLIC_111933_3,TC NO. 01/24-25Dt. 24.03.25,REVIVAL AND REENERGISATION OF KALATANGI-I AND II LIP,EE LI NAYAGARH,Internal,EE LI NAYAGARH AND OTHERS,GATIKRISHNA MALLICK,04-Jun-2025 10:45 AM,techsummary_534389.pdf (431.54 KB),AOC,"7,080",0.0,Nil,Nil,Yes,28-Mar-2025 10:00 AM,08-Apr-2025 11:00 AM,28-Mar-2025 10:00 AM,07-Apr-2025 05:00 PM,28-Mar-2025 10:00 AM ,05-Apr-2025 05:00 PM ,28-Mar-2025 10:00 AM,07-Apr-2025 05:00 PM,"EE LI DIVISION, NAYAGARH","O/O EE LI DIVISION, NAYAGARH",REVIVAL AND REENERGISATION OF KALATANGI-I AND II LIP,REVIVAL AND REENERGISATION OF KALATANGI-I AND II LIP,Please refer Tender documents. ,NA ,"31,75,013",Civil Works - Lift Irrigation Schemes,NA ,Rate Contract,90.0,365.0,BHAPUR,752069.0,NA ,NA ,NA ,"EE LI DIVISION, NAYAGARH",No ,No,"31,750",Yes,fixed,,Nil,Nil,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Nayagarh",TC NO. 01/24-25Dt. 24.03.25,2025_OLIC_111933_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER CALL NOTICE, EMD AND ALL OTHER CONDITIONS AS PER DTCN",AOC
,,,,,,,,,,,,,,,,,,,2,2878008,CHANDAN ELECTRICAL WORKS,07-Apr-2025 02:31 PM,Rejected-Technical,OK,04-Jun-2025 10:45 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,,,,3,2876294,Dillip Ranjan Das,04-Apr-2025 09:34 PM,Accepted-AOC,OK,17-Nov-2025 04:01 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,2875929,MADAN MOHAN BASTIA,07-Apr-2025 12:22 PM,Rejected-Technical,OK,04-Jun-2025 10:45 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,2875383,MODERN WINDING AND ELECTRICALS,07-Apr-2025 02:51 PM,Rejected-Technical,OK,04-Jun-2025 10:45 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,2878234,M/S. BALIYARSINGH ELECTRICAL ENGINEERING & CONSTRUCTION,07-Apr-2025 04:46 PM,Rejected-Technical,OK,04-Jun-2025 10:45 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,2876592,M/S DILIP KUMAR SAHOO,07-Apr-2025 12:37 PM,Rejected-Technical,OK,04-Jun-2025 10:45 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,2875849,M/S. M.C.C. ASSOCIATES,07-Apr-2025 12:29 PM,Rejected-Technical,OK,04-Jun-2025 10:45 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,2877112,M/s SHIVOM ELECTRICALS AND ENGINEERING,06-Apr-2025 07:38 AM,Rejected-Technical,OK,04-Jun-2025 10:45 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,2878026,M/S TARINI ELECTRICALS AND ENGINEERING,07-Apr-2025 02:11 PM,Rejected-Technical,OK,04-Jun-2025 10:45 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,11,2874923,PRADEEP KUMAR AGRAWALLA,07-Apr-2025 02:17 PM,Rejected-Technical,OK,04-Jun-2025 10:45 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,12,2872967,PRAFULLA KUMAR PRADHAN,07-Apr-2025 04:37 PM,Rejected-Technical,OK,04-Jun-2025 10:45 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,13,2877615,Sambit Kumar Dash,07-Apr-2025 09:06 AM,Rejected-Technical,OK,04-Jun-2025 10:45 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,14,2877948,SHAIKH AMUSUDIN MAHAMMAD,07-Apr-2025 01:31 PM,Rejected-Technical,OK,04-Jun-2025 10:45 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,15,2876980,S.R CONSTRUCTIONS PROP-SUJATA RAY,07-Apr-2025 03:34 PM,Rejected-Technical,OK,04-Jun-2025 10:45 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,16,2877810,SUBHASHREE SWAIN,07-Apr-2025 11:56 AM,Rejected-Technical,OK,04-Jun-2025 10:45 AM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
