Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
"SUPERINTENDING ENGINEER, MECHANICAL DIVISION, JAGATPUR, CUTTACK",Internal,,BISHNU NARAYAN MOHAPATRA,01-Nov-2025 11:43 AM,techsummary_539079.pdf (938.87 KB),01-Nov-2025,"INR 328,804",30.0,BISHNU NARAYAN MOHAPATRA,01-Nov-2025 04:12 PM,63A.pdf (682.00 KB),1,2926522,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",21-May-2025 04:06 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 11:43 AM,1.0,2926642.0,BANASHREE BHUYAN,INR,"328,804",Finance,All bid documents are downloaded successfully,BISHNU NARAYAN MOHAPATRA,28-May-2025 04:47 PM,,BOQ Comparative Chart,"SUPERINTENDING ENGINEER, MECHANICAL DIVISION, JAGATPUR, CUTTACK",Internal,,BISHNU NARAYAN MOHAPATRA,01-Nov-2025 01:05 PM,finsummary_539079.pdf (659.48 KB),Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Cuttack,2025_CEMWR_113305_1,SE/MDC-6(3)/W/2025-26,"Periodic maint. to Birupa Brg Gate replcmnt of Gear oil grease to movable part of Gate like drive shaft bearing coupling pinion replace of oil seal Appl. of Cardium compd. to the Wire rope asmly.,HLCGates, GantryCrane ,MonorailCrane for the yr 25-26",AOC,"Periodic maint. to Birupa Brg Gate replcmnt of Gear oil grease to movable part of Gate like drive shaft bearing coupling pinion replace of oil seal Appl. of Cardium compd. to the Wire rope asmly.,HLCGates, GantryCrane ,MonorailCrane for the yr 25-26","Periodic maint. to Birupa Brg Gate replcmnt of Gear oil grease to movable part of Gate like drive shaft bearing coupling pinion replace of oil seal Appl. of Cardium compd. to the Wire rope asmly.,HLCGates, GantryCrane ,MonorailCrane for the yr 25-26",Please refer Tender documents. ,NA ,"3,86,783",Mechanical Works,NA ,Tender,90.0,30.0,"jagatpur,CUTTACK",754021.0,NA ,NA ,NA ,CUTTACK,No ,No,1.0,ICICI BANK,"2,000",0.0,Nil,Nil,No,13-May-2025 11:00 AM,28-May-2025 11:00 AM,13-May-2025 11:00 AM,26-May-2025 05:00 PM,13-May-2025 11:00 AM ,26-May-2025 05:00 PM ,13-May-2025 11:00 AM,26-May-2025 05:00 PM,"Superintending EngineerMechanicalDivision,Cuttack","O/O The Superintending Engineer Mechanical Division, Cuttack",Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Cuttack,SE/MDC-6(3)/W/2025-26,2025_CEMWR_113305_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GST, PAN, AFFIDAVIT AND ALL OTHER DOCUMENTS AS PER DTCN","3,900",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,2,2926642,BANASHREE BHUYAN,25-May-2025 03:20 PM,Accepted-AOC,SUCESSFUL BIDDER AND WINNER OF LOTTERY,01-Nov-2025 04:12 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,AOC
,,,,,,,,,,,,3,2929441,MAMATA SAHOO,26-May-2025 12:19 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 11:43 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,2932506,M/S A.B.INDUSTRIES(PROP.MINATI PARIDA),26-May-2025 10:33 AM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 11:43 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,2920379,M/S Abirvab Steel Product,24-May-2025 12:59 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 11:43 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,2920498,M/S Ashreebad Fabricators,24-May-2025 01:36 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 11:43 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,2918143,M/S SAIKRUPA ENTERPRISERS (PROP.UMESH CHANDRA SWAIN),23-May-2025 12:31 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 11:43 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,2933500,PRAGATI ENGINEERING,26-May-2025 04:57 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 11:43 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,2929432,Ranjan Kumar Sahoo,26-May-2025 12:08 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 11:43 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,2926698,SPS INDUSTRY,25-May-2025 03:13 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 11:43 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
