Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
Finance,Financial opening,CHINMAYEE MALLICK,23-Nov-2024 12:08 PM,finance_509917.pdf,BOQ Comparative Chart,Superintending Engineer,Internal,"Superintending Engineer,DAO,AEE(Estr),JE(Estr)",CHINMAYEE MALLICK,09-Nov-2024 06:01 PM,13-Nov-2024 11:00 AM,techsummary_509917.pdf (138.79 KB),23-Nov-2024,"INR 5,307,026.09",120.0,CHINMAYEE MALLICK,14-Nov-2025 11:45 AM,Chitrangi.pdf (309.00 KB),AOC,1,2599705,BASUDEV SETHI,31-Oct-2024 12:10 PM,Rejected-Finance,Unsuccessful in lottery,23-Nov-2024 01:42 PM,1.0,2602127.0,GITANJALI PADHAN,INR,"5,307,026.09",Superintending Engineer,Internal,"Superintending Engineer,DAO,AEE(Estr),JE(Estr)",CHINMAYEE MALLICK,23-Nov-2024 01:42 PM,finsummary_509917.pdf (138.79 KB),"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE,MI Divn, Nabarangapur",2024_CEMIB_105738_1,SEMIDNGPUR No.01/2024-25,Improvement to Left main canal of Chitrangi MIP in Jharigaon Block of Nabarangpur District under CAPEX scheme 2024-25.,Technical,Bid Opening Summary,CHINMAYEE MALLICK,09-Nov-2024 05:57 PM,technical_509917.pdf,AOC,"10,000",0.0,Nil,Nil,No,"53,000",Yes,fixed,,Nil,Nil,Superintending Engineer,"O/O Superintending Engineer M.I. Division,Nabarangpur",1.0,ICICI BANK,"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE,MI Divn, Nabarangapur",SEMIDNGPUR No.01/2024-25,2024_CEMIB_105738_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,18-Oct-2024 10:00 AM,01-Nov-2024 11:00 AM,18-Oct-2024 10:00 AM,31-Oct-2024 05:00 PM,NA ,NA ,18-Oct-2024 10:00 AM,31-Oct-2024 05:00 PM,13-Nov-2024 11:00 AM,Improvement to Left main canal of Chitrangi MIP in Jharigaon Block of Nabarangpur District under CAPEX scheme 2024-25.,Improvement to Left main canal of Chitrangi MIP in Jharigaon Block of Nabarangpur District under CAPEX scheme 2024-25.,AS per DTCN ,NA ,"52,90,530",Civil Works - Canal,NA ,Tender,90.0,120.0,Jharigaon,764076.0,NA ,NA ,NA ,"M.I. Division,Nabarangpur",No ,No,1.0,Fee/PreQual/Technical,.pdf,DTCN,AOC
,,,,,,,,,,,,,,,,,,,,2,2602181,BISHNU PRASAD MOHAPATRA,31-Oct-2024 03:13 PM,Rejected-Finance,Unsuccessful in lottery,23-Nov-2024 01:42 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,,,,,3,2601967,Chanchal Mahapatra,31-Oct-2024 02:19 PM,Rejected-Finance,Unsuccessful in lottery,23-Nov-2024 01:42 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,4,2601841,CHITTARANJAN PARIDA,31-Oct-2024 11:00 AM,Rejected-Finance,Unsuccessful in lottery,23-Nov-2024 01:42 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,2599856,Ganesh Patra,30-Oct-2024 12:40 AM,Rejected-Finance,Unsuccessful in lottery,23-Nov-2024 01:42 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,2592795,Geeta Rani Patro,24-Oct-2024 07:14 PM,Rejected-Finance,Unsuccessful in lottery,23-Nov-2024 01:42 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,2602127,GITANJALI PADHAN,31-Oct-2024 01:58 PM,Accepted-AOC,winner of lottery,14-Nov-2025 11:45 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,2599845,J. Raja,30-Oct-2024 12:28 AM,Rejected-Finance,Unsuccessful in lottery,23-Nov-2024 01:42 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,2594632,JYOTIRMAYA MANDAL,31-Oct-2024 12:57 PM,Rejected-Finance,Unsuccessful in lottery,23-Nov-2024 01:42 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,2599174,JYOTSNA KUMARI PRADHAN,29-Oct-2024 06:14 PM,Rejected-Finance,Unsuccessful in lottery,23-Nov-2024 01:42 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,11,2599366,LITUNA SAHU,29-Oct-2024 10:48 PM,Rejected-Finance,Unsuccessful in lottery,23-Nov-2024 01:42 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
