EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"8,280",No,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,Document as per DTCN,1.0,ICICI BANK,"4,000",0.0,Nil,Nil,No,04-Oct-2025 12:00 PM,14-Oct-2025 01:00 PM,04-Oct-2025 12:00 PM,13-Oct-2025 05:00 PM,NA ,NA ,04-Oct-2025 12:00 PM,13-Oct-2025 05:00 PM,"E.I. to Construction of New PHC Day Care Building at Tudigadia under Khaira Block under R.W. Electrical Section, Balasore","E.I. to Construction of New PHC Day Care Building at Tudigadia under Khaira Block under R.W. Electrical Section, Balasore",Please refer Tender documents. ,NA ,"8,28,013",Electrical Works,NA ,Tender,90.0,180.0,"Tudigadia under Khaira Block,Balasore",756047.0,NA ,NA ,NA ,"Executive Engineer, R.W EL.DIVN.BBSR At- 1st floo",No ,No,E. E. R.W EL.DIVN.BBSR At- Divn. Complex Rasulgarh,"Executive Engineer, R.W EL.DIVN.BBSR At- 1st floor of Divn. Complex, Rasulgarh Behind Explanade Mall. Dist. Khurda Odisha. Pincode-751010",CE RW I||RW Electrical Circle Bhubaneswar||RW Electrical Division Bhubaneswar,EERWELBBSR- 15/2025-26,2025_CERWI_118695_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,25-Nov-2025,"INR 703,894",180.0,Chudamani Sethi,28-Nov-2025 10:10 AM,TUDUGA.pdf (562.00 KB),1,3125831,AKSHAYA KUMAR DAS,13-Oct-2025 02:11 PM,Rejected-Finance,looser on lottery,24-Nov-2025 05:27 PM,"Executive Engineer, D.A.O-II, and Estimator of R.W EL.DIVN.BBSR",Internal,,Chudamani Sethi,12-Nov-2025 04:03 PM,techsummary_554226.pdf (640.15 KB),CE RW I||RW Electrical Circle Bhubaneswar||RW Electrical Division Bhubaneswar,2025_CERWI_118695_2,EERWELBBSR- 15/2025-26,"E.I. to Construction of New PHC Day Care Building at Tudigadia under Khaira Block under R.W. Electrical Section, Balasore","Executive Engineer, D.A.O-II, and Estimator of R.W EL.DIVN.BBSR",Internal,,Chudamani Sethi,24-Nov-2025 05:27 PM,finsummary_554226.pdf (1923.88 KB),Finance,20 nos of bidder participated in the tender.,Chudamani Sethi,16-Oct-2025 01:33 PM,finance_554226.pdf,BOQ Comparative Chart,1.0,3112112.0,T.RABIN KUMAR PATRO,INR,"703,894",AOC
,,,,,,,,.xls,boq,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,3125436,JAYANTA KUMAR JENA,13-Oct-2025 12:48 PM,Rejected-Finance,looser on lottery,24-Nov-2025 05:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,3,3125811,MANOJ KUMAR BEHERA,13-Oct-2025 02:08 PM,Rejected-Finance,looser on lottery,24-Nov-2025 05:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,4,3123062,MS AYUSH ENGINEERING AND COMPANY,13-Oct-2025 03:00 PM,Rejected-Finance,looser on lottery,24-Nov-2025 05:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,5,3124019,M/S GOURISHANKAR ENTERPRISES.RAMAKANTA MAHANI,12-Oct-2025 02:02 PM,Rejected-Finance,looser on lottery,24-Nov-2025 05:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,6,3124802,M/S. MAA SANTOSHI ENTERPRISERS,13-Oct-2025 12:33 PM,Rejected-Finance,looser on lottery,24-Nov-2025 05:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,7,3126109,M/s Maa Subarnmukhi Engineering,13-Oct-2025 03:50 PM,Rejected-Finance,looser on lottery,24-Nov-2025 05:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,8,3126215,MS RAGHUNATH ENTERPRISES,13-Oct-2025 04:15 PM,Rejected-Finance,looser on lottery,24-Nov-2025 05:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,9,3125542,MS SARASWOTI ENTERPRISES,13-Oct-2025 01:22 PM,Rejected-Finance,looser on lottery,24-Nov-2025 05:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,10,3126398,M/S SRI JAGANNATH ELECTRICAL AND CONSTRUCTION,13-Oct-2025 04:53 PM,Rejected-Finance,looser on lottery,24-Nov-2025 05:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
