Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Finance,5 Nos. of bidders have been participated.,Biswambhar Mishra,29-Apr-2025 11:35 AM,,BOQ Comparative Chart,1.0,2873110.0,SAGAR SANGAM SATPATHY,INR,"864,315.55",Municipal Bodies||Balangir Municipality,2025_ORULB_111838_3,BLGRMPTY/09(01-03)/2024-25,"Construction of Paver Road and 2 Nos. of Culvert Near Laxman Meher res,Palaceline,W.No.21","SMT LIKA SAHU,CHAIRPERSON",Internal,"Chairperson,Executive Officer,Municipal Engineer, Asst.Engineer,Junior Engineer,Balangir Municipality",Rojalisa Rout,20-Aug-2025 05:43 PM,finsummary_534223.pdf (194.39 KB),"SMT LIKA SAHU,CHAIRPERSON",Internal,"Chairperson,Executive Officer,Municipal Engineer, Asst.Engineer,Junior Engineer,Balangir Municipality",Rojalisa Rout,20-Aug-2025 05:37 PM,techsummary_534223.pdf (444.05 KB),10-Oct-2025,"INR 864,315.55",90.0,Sanjay Kumar Mohanty,14-Nov-2025 01:36 PM,WO0920242503.pdf (91.00 KB),After approval of the tender Committee contractor Sri Sagar Sangam Satpathy is awarded the work. vide W/O No.3484 Dt.25.07.2025,1,2875754,BABITA AGRAWAL,04-Apr-2025 12:24 PM,Rejected-Finance,other then L1 Bidder,20-Aug-2025 05:43 PM,AOC,Municipal Bodies||Balangir Municipality,BLGRMPTY/09(01-03)/2024-25,2025_ORULB_111838_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Executive Officer, Balangir Municipality","Office of the Municipal Council, Balangir","Construction of Paver Road and 2 Nos. of Culvert Near Laxman Meher res,Palaceline,W.No.21",Road and Culvert Work,Please refer tender Documents ,NA ,"12,05,000",Civil Works - Others,NA ,Tender,180.0,90.0,Balangir Municipality,767001.0,NA ,NA ,NA ,"Office of the Municipal Council, Balangir",No ,No,"12,050",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Online proof of tender paper cost, EMD,GSTIN,PAN,RC,Affidavit and any others documents as per DTCN",24-Mar-2025 02:00 PM,05-Apr-2025 11:00 AM,24-Mar-2025 02:00 PM,04-Apr-2025 05:00 PM,NA ,NA ,24-Mar-2025 02:00 PM,04-Apr-2025 05:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2873809,RAM KUMAR JATI,31-Mar-2025 12:58 PM,Rejected-Finance,other then L1 Bidder,20-Aug-2025 05:43 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Bill of Quantity,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2873110,SAGAR SANGAM SATPATHY,29-Mar-2025 12:48 PM,Accepted-AOC,L1,14-Nov-2025 01:36 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2875865,SHIBA PRASAD BEHERA,04-Apr-2025 01:57 PM,Rejected-Finance,(SC Bidders) Now declare as L1 due to Price preference other then L1 Bidder,20-Aug-2025 05:43 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2875652,SUJIT KUMAR KHUAS,04-Apr-2025 09:11 AM,Rejected-Finance,other then L1 Bidder,20-Aug-2025 05:43 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
