Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"7,080",0.0,Nil,Nil,Yes,"18,556",Yes,percentage,1.0%,Nil,Nil,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI,Division, Bhubaneswar",BID NO-1280/2025-26 DT.09.05.2025,2025_OLIC_113371_23,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,PAPER COST EMD AND ALL OTHER DOCUMENTS AS PER DTCN,15-May-2025 10:00 AM,23-May-2025 11:00 AM,15-May-2025 10:00 AM,22-May-2025 05:00 PM,15-May-2025 10:00 AM ,21-May-2025 05:00 PM ,15-May-2025 10:00 AM,22-May-2025 05:00 PM,EE LI DIVISION BHUBANESWAR,EE LI DIVISION BHUBANESWAR,REVIVAL AND RE-ENERGISATION OF BHATAPADA-II LIP UNDER KANAS BLOCK OF PURI DISTRICT UNDER PLAN FUND 2024-25,REVIVAL AND RE-ENERGISATION OF BHATAPADA-II LIP UNDER KANAS BLOCK OF PURI DISTRICT UNDER PLAN FUND 2024-25,PLEASE REFER TENDER DOCUMENTS ,NA ,"18,55,560",Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,KANAS,752001.0,NA ,NA ,NA ,EE LI DIVISION BHUBANESWAR,No ,No,1,ICICI BANK,AOC,1,2926477,PRAKASH CHANDRA BARIK,20-May-2025 04:59 PM,Accepted-AOC,Work order and agreement completed,21-Nov-2025 05:58 PM,21-Nov-2025,"INR 1,762,967",90.0,SUJIT KUMAR MOHANTY,21-Nov-2025 05:58 PM,bhatapada.pdf (872.00 KB),Work order and agreement completed,Sujit Kumar Mohanty,Internal,"EE,ESTR,DA",SUJIT KUMAR MOHANTY,21-Nov-2025 05:54 PM,techsummary_539353.pdf (871.99 KB),Sujit Kumar Mohanty,Internal,"EE,ESTR,DA",SUJIT KUMAR MOHANTY,21-Nov-2025 05:56 PM,finsummary_539353.pdf (871.99 KB),"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI,Division, Bhubaneswar",2025_OLIC_113371_23,BID NO-1280/2025-26 DT.09.05.2025,REVIVAL AND RE-ENERGISATION OF BHATAPADA-II LIP UNDER KANAS BLOCK OF PURI DISTRICT UNDER PLAN FUND 2024-25,1.0,2926477.0,PRAKASH CHANDRA BARIK,INR,"1,762,967",Finance,TENDER OPENED,SUJIT KUMAR MOHANTY,23-May-2025 03:49 PM,finance_539353.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,AOC,2,2927581,SUKANTA KUMAR SAHOO,21-May-2025 04:38 PM,Rejected-Technical,Rejected,21-Nov-2025 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
