S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No.1,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,3043760.0,SATYAJIT BARAL,INR,"14,007,478",Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_116602_31,09/OPHWC/2025-26,Constn. of 8 nos. F type Staff Qtrs. at Tangi-Choudwar Fire Station in Cuttack District,1,3044598,BANKA BIHARI MALLICK,22-Aug-2025 02:41 PM,Rejected-Technical,Absent in the Point of Presentation as per DTCN Cl.110(m).,03-Oct-2025 01:45 PM,17-Nov-2025,"INR 14,007,478",300.0,Bikram Keshari Malla,17-Nov-2025 04:04 PM,TANGI_CHOUDWAR.pdf (79.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 13.11.2025,AS PER AS ACCEPTANCE,Internal,AS PER AS ACCEPTANCE,Bikram Keshari Malla,17-Nov-2025 03:59 PM,finsummary_548825.pdf (387.36 KB),Technical,6 Nos. of bidders have been participated,LAXMIPRIYA NAYAK,03-Sep-2025 01:47 PM,,AS PER TC MINUTES,Internal,AS PER TC MINUTES,ANANDA CHANDRA PANDA,03-Oct-2025 01:45 PM,04-Oct-2025 10:30 AM,techsummary_548825.pdf (72.36 KB),Finance,FINANCIAL BID OPENED AND COMPARATIVE GENERATED,LAXMIPRIYA NAYAK,04-Oct-2025 11:48 AM,,BOQ Comparative Chart,AOC,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit",Orissa State Police Housing and Welfare Corporation Ltd,09/OPHWC/2025-26,2025_OSPHW_116602_31,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"11,800",0.0,Nil,Nil,No,Constn. of 8 nos. F type Staff Qtrs. at Tangi-Choudwar Fire Station in Cuttack District,Building Work,Please refer Tender documents. ,NA ,"1,64,77,448",Civil Works - Buildings,NA ,Tender,90.0,300.0,Cuttack,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,1.0,CHANGE OF PROJECT NAME,Other,,08-Aug-2025 06:55 PM,25-Aug-2025 10:30 AM,08-Aug-2025 06:55 PM,22-Aug-2025 05:00 PM,NA ,NA ,08-Aug-2025 06:55 PM,22-Aug-2025 05:00 PM,04-Oct-2025 10:30 AM,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,1.0,ICICI BANK,"1,64,800",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,2,3043836,NARAYAN PRADHAN,22-Aug-2025 01:44 PM,Rejected-Technical,Absent in the Point of Presentation as per DTCN Cl.110(m).,03-Oct-2025 01:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC
,,,,,,,,,3,3044618,RANJAN KUMAR MOHANTY,22-Aug-2025 03:00 PM,Rejected-Finance,DUE TO L1 BIDDER BUT UNSUCCESSFUL IN TRANSPARENT LOTTERY SYSTEM,17-Nov-2025 03:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,3043760,SATYAJIT BARAL,21-Aug-2025 06:05 PM,Accepted-AOC,QUALIFIED BIDDER,17-Nov-2025 04:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,3044170,SISIR KUMAR NAYAK,22-Aug-2025 02:35 PM,Rejected-Finance,DUE TO L1 BIDDER BUT UNSUCCESSFUL IN TRANSPARENT LOTTERY SYSTEM,17-Nov-2025 03:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,3043614,SNBS PROJECTS PRIVATE LIMITED,22-Aug-2025 03:44 PM,Rejected-Finance,DUE TO L1 BIDDER BUT UNSUCCESSFUL IN TRANSPARENT LOTTERY SYSTEM,17-Nov-2025 03:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
