Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Outside Painting to Office Building of OMC Campus-II with Repair and Renovation to Periphery Compound Wall with provision of Concertina Coil at Bhubaneswar in the district of Khordha.,Outside Painting to Office Building of OMC Campus-II with Repair and Renovation to Periphery Compound Wall with provision of Concertina Coil at Bhubaneswar in the district of Khordha.,"RC, EPF Regd., GSTN, PAN, Registration in CDMS portal, Affidavits, experience, etc. as per DTCN requirements.  ",NA ,"14,27,000",Civil Works - Others,NA ,Tender,180.0,90.0,BHUBANESWAR,751001.0,NA ,NA ,NA ,"OMC Ltd., OMC House, Bhubaneswar",No ,No,"7,080",0.0,Nil,Nil,No,15-Jul-2025 12:05 PM,25-Jul-2025 11:00 AM,15-Jul-2025 12:05 PM,24-Jul-2025 05:00 PM,NA ,NA ,15-Jul-2025 12:05 PM,24-Jul-2025 05:00 PM,01-Sep-2025 04:20 PM,"14,300",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"RC, EPF Regd., GSTN, PAN, Registration in CDMS portal, Affidavits, experience, etc. as per DTCN requ",Orissa Mining Corporation,NIT No.11/OMC/CIVIL/2025,2025_OMC_115558_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"GM(C), OMC Ltd.","Office of the GM(C), OMC Ltd., Bhubaneswar",1.0,ICICI BANK,AOC,1.0,3006900.0,SATYAJIT SAMANTARAY,INR,"1,212,360.98",13-Oct-2025,"INR 1,212,360.98",90.0,Sidharth Pattnaik,27-Nov-2025 11:40 AM,2025_OMC_115558_1.pdf (374.00 KB),Outside Painting to Office Building of OMC Campus-II with Repair and Renovation to Periphery Compound Wall with provision of Concertina Coil at Bhubaneswar in the district of Khordha.,Finance,Financial bid of 17 (Seventeen) qualified bidders had been open,MINAKETAN DAS,01-Sep-2025 04:50 PM,,BOQ Comparative Chart,Orissa Mining Corporation,2025_OMC_115558_1,NIT No.11/OMC/CIVIL/2025,Outside Painting to Office Building of OMC Campus-II with Repair and Renovation to Periphery Compound Wall with provision of Concertina Coil at Bhubaneswar in the district of Khordha.,R K PANDA,Internal,S PADHI BANITA PATRA J K MEKAP,Sidharth Pattnaik,13-Oct-2025 01:30 PM,finsummary_546011.pdf (57.73 KB),Technical,17 (Seventeen) bids has been received subjected to evaluation by committee,MINAKETAN DAS,25-Jul-2025 04:11 PM,,R K PANDA,Internal,S PADHI BANITA PATRA J K MEKAP,Sidharth Pattnaik,01-Sep-2025 04:16 PM,01-Sep-2025 04:20 PM,techsummary_546011.pdf (393.76 KB),1,3001965,ASHI ENGINEERING PROP. SASANKA SEKHAR SENAPATI,21-Jul-2025 01:28 PM,Rejected-Finance,NOT BEING L1,13-Oct-2025 01:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3010310,BIPIN BIHARI JENA,24-Jul-2025 01:25 PM,Rejected-Finance,NOT BEING L1,13-Oct-2025 01:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3010774,Debendra kumar Biswal,24-Jul-2025 01:17 PM,Rejected-Finance,NOT BEING L1,13-Oct-2025 01:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3010003,DIPTI RANJAN GURU,23-Jul-2025 02:36 PM,Rejected-Finance,NOT BEING L1,13-Oct-2025 01:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3010800,GEETANJALI MOHARANA,24-Jul-2025 01:30 PM,Rejected-Finance,NOT BEING L1,13-Oct-2025 01:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3009668,HARAPRIYA MOHAPATRA,23-Jul-2025 05:49 PM,Rejected-Finance,NOT BEING L1,13-Oct-2025 01:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3011104,III ENTERPRISERS,24-Jul-2025 04:43 PM,Rejected-Finance,NOT BEING L1,13-Oct-2025 01:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3010908,Jhunilata Biswal,24-Jul-2025 03:51 PM,Rejected-Finance,NOT BEING L1,13-Oct-2025 01:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3002278,JINIA BEHERA,18-Jul-2025 04:36 PM,Rejected-Finance,NOT BEING L1,13-Oct-2025 01:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3011089,LIPA SAMAL,24-Jul-2025 04:40 PM,Rejected-Finance,NOT BEING L1,13-Oct-2025 01:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3010131,Mahapatra Constructions,23-Jul-2025 04:14 PM,Rejected-Finance,NOT BEING L1,13-Oct-2025 01:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3011002,MANJIT KUMAR SWAIN,24-Jul-2025 03:45 PM,Rejected-Finance,NOT BEING L1,13-Oct-2025 01:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3010381,RANJIT BHOI,23-Jul-2025 08:07 PM,Rejected-Finance,NOT BEING L1,13-Oct-2025 01:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3010745,SANGHAMITRA MOHANTY,24-Jul-2025 12:58 PM,Rejected-Finance,NOT BEING L1,13-Oct-2025 01:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3006900,SATYAJIT SAMANTARAY,22-Jul-2025 12:46 PM,Accepted-AOC,L1,27-Nov-2025 11:41 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3010328,SURYA NARAYAN MOHANTY,23-Jul-2025 06:45 PM,Rejected-Finance,NOT BEING L1,13-Oct-2025 01:30 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3010973,SWARAJ SWAIN,24-Jul-2025 04:22 PM,Rejected-Finance,NOT BEING L1,13-Oct-2025 01:30 PM,AOC
