Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"REGISTRATION CERTIFICATE, GST, PAN, EPF OR UNDERTAKING FOR EPF And AFFIDAVIT any other as per DTCN","7,080",0.0,Nil,Nil,No,"EXECUTIVE OFFICER, PURI MUNICIPALITY",VIP ROAD,31-May-2025 03:00 PM,21-Jun-2025 11:00 AM,31-May-2025 03:00 PM,20-Jun-2025 05:00 PM,NA ,NA ,31-May-2025 03:00 PM,20-Jun-2025 05:00 PM,Improvement of Gopal Ballav Road in W No 12,CIVIL,Please refer Tender documents. ,NA ,"25,42,493",Civil Works - Others,NA ,Tender,120.0,60.0,PURI MUNICIPALITY,752001.0,NA ,NA ,NA ,OFFICE CHAMBER OF THE EXECUTIVE OFFICER,No ,No,1.0,ICICI BANK,"25,425",Yes,fixed,,Nil,Nil,Municipal Bodies||Puri Municipality,P.M. 01/2025-26,2025_ORULB_113908_23,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,ADMINISTRATOR,Internal,,Jayanta Kumar Maitra,25-Nov-2025 04:17 PM,finsummary_541539.pdf (4629.61 KB),ADMINISTRATOR,Internal,,Jayanta Kumar Maitra,25-Nov-2025 04:13 PM,techsummary_541539.pdf (4629.61 KB),1.0,2970607.0,KESHAB CHANDRA SETHI,INR,"2,161,373.15",Municipal Bodies||Puri Municipality,2025_ORULB_113908_23,P.M. 01/2025-26,Improvement of Gopal Ballav Road in W No 12,1,2971268,ASWINI KUMAR PRADHAN,19-Jun-2025 08:53 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,25-Nov-2025 04:17 PM,30-Nov-2025,"INR 2,161,373.15",60.0,Jayanta Kumar Maitra,25-Nov-2025 04:20 PM,ProceddingPM012526.pdf (4630.00 KB),Finance,"15 nos of Bidders participated for the project and submitted Documents, Hence accepted for evaluation.",Jayanta Kumar Maitra,23-Jun-2025 05:41 PM,finance_541539.pdf,BOQ Comparative Chart,AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2974438,GADADHAR PRADHAN,19-Jun-2025 09:35 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,25-Nov-2025 04:17 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2974846,GEETANJALI ENTERPRISER,20-Jun-2025 11:28 AM,Rejected-Finance,DECIDED THROUGH LOTTERY,25-Nov-2025 04:17 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2970607,KESHAB CHANDRA SETHI,18-Jun-2025 09:38 PM,Accepted-AOC,WON BY LOTTERY PROCESS,25-Nov-2025 04:20 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2969171,LAXMIDHARA BEHERA,18-Jun-2025 08:53 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,25-Nov-2025 04:17 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2975581,MADHUSMITA MISHRA,20-Jun-2025 04:45 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,25-Nov-2025 04:17 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2975184,PRAMOD SAHOO,20-Jun-2025 01:35 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,25-Nov-2025 04:17 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2969979,PURNA CHANDRA PATTNAIK,19-Jun-2025 01:17 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,25-Nov-2025 04:17 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2971550,RABINDRA KUMAR BISOI,19-Jun-2025 05:54 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,25-Nov-2025 04:17 PM,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2970675,SABITA SETHI,18-Jun-2025 10:51 PM,Rejected-Finance,DECIDED THROUGH LOTTERY,25-Nov-2025 04:17 PM,,,,,,,,,,,,,AOC
