Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
MANAGING DIRECTOR OF OCC LTD.,Internal,,Pratap Chandra Chaudhury,18-Nov-2025 03:49 PM,finsummary_533684.pdf (687.34 KB),18-Nov-2025,"INR 9,244,992.66",180.0,Pratap Chandra Chaudhury,18-Nov-2025 03:53 PM,AOC_CGP_25.pdf (687.00 KB),AOC,Finance,Opened Successfully.,Pratap Chandra Chaudhury,23-Apr-2025 03:43 PM,,BOQ Comparative Chart,1,2874259,BALABHADRA ROUT,01-Apr-2025 07:17 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,18-Nov-2025 03:49 PM,Technical,Opened Successfully.,Pratap Chandra Chaudhury,03-Apr-2025 12:09 PM,,ODISHA CONSTRUCTION CORPORATION LTD,2025_OCCL_111773_1,E-procurement Notice No.57/OCCL/2024-25(on-line),Bid identification No. OCCL-CGP/25/2024-25,1.0,2874483.0,SITAKANTA SUR,INR,"7,859,168",MANAGING DIRECTOR OF OCC LTD.,Internal,,Pratap Chandra Chaudhury,22-Apr-2025 06:04 PM,23-Apr-2025 03:30 PM,techsummary_533684.pdf (3967.85 KB),AOC,Bid identification No. OCCL-CGP/25/2024-25,Improvement to service road on right bank of Machhagaon Main Canal from Alaka College Gada to Dhanipur.,Please refer Tender documents. ,NA ,"92,44,993",Civil Works - Others,NA ,Tender,90.0,180.0,Dhanipur in Jagatsinghpur district.,754102.0,NA ,NA ,NA ,HEAD OFFICE OCCL,No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"GST,PAN,EPF registration certificate,Valid OCC Ltd enlistment certificate and EMD (Mandatory) etc.","92,000",Yes,fixed,,Nil,Nil,19-Mar-2025 03:30 PM,03-Apr-2025 12:00 PM,19-Mar-2025 03:30 PM,02-Apr-2025 05:30 PM,19-Mar-2025 03:30 PM ,25-Mar-2025 03:30 PM ,19-Mar-2025 03:30 PM,02-Apr-2025 05:30 PM,23-Apr-2025 03:30 PM,ODISHA CONSTRUCTION CORPORATION LTD,E-procurement Notice No.57/OCCL/2024-25(on-line),2025_OCCL_111773_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,MANAGING DIRECTOR OF OCC LTD.,"ODISHA CONSTRUCTION CORPORATION Ltd.,UNIT - VIII, GOPABANDHUNAGAR,BBSR-751012","11,800",Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,2,2868023,Bijaya Kumar Jena,02-Apr-2025 01:12 PM,Rejected-Technical,Non-Responsive.,22-Apr-2025 06:04 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,"Other documents as per DTCN. EMD is in BG Shape, Provide Original BG during technical bid opening.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,2874839,DIPTIREKHA BEHERA,02-Apr-2025 04:28 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,18-Nov-2025 03:49 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,2873721,HARA PRASAD NAYAK,31-Mar-2025 02:25 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,18-Nov-2025 03:49 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,2874804,Leaptree Engineers Pvt. Ltd.,02-Apr-2025 03:51 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,18-Nov-2025 03:49 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,2874721,M/S. DEBI PRASAD TRIPATHY,02-Apr-2025 02:01 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,18-Nov-2025 03:49 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,2874226,M/S. RAGHUNATH KANDI,02-Apr-2025 11:49 AM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,18-Nov-2025 03:49 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,2874336,PRABHUPADA CONSTRUCTIONS PVT LTD,02-Apr-2025 03:28 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,18-Nov-2025 03:49 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,2874387,RAJESH KUMAR SAHANI,01-Apr-2025 08:22 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,18-Nov-2025 03:49 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,2874825,SATIKANTA BEHERA,02-Apr-2025 04:19 PM,Rejected-Finance,UN-SUCCESSFUL BIDDER IN TRANSPARENT LOTTERY.,18-Nov-2025 03:49 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
