Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Executive Engineer (Central Tender Cell),"Central Tender Cell, BMC,",1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Scanned copy of all documents,"Regular repair and maintenance of roads in Ward 7, 8, 11, 13 and 14 of Bhubaneswar Municipal Corporation (BMC) Area.","Regular repair and maintenance of roads in Ward 7, 8, 11, 13 and 14 of Bhubaneswar Municipal Corporation (BMC) Area.",Please refer Tender documents. ,NA ,"59,21,416",Civil Works - Roads,NA ,Tender,120.0,180.0,BMC AREA,751022.0,"City engineer chamber, BMC ","City engineer chamber, BMC ",21-Oct-2024 04:30 PM ,"Central Tender cell,BMC",No ,No,"59,300",Yes,fixed,,Nil,Nil,"10,000",0.0,Nil,Nil,No,15-Oct-2024 04:00 PM,30-Oct-2024 11:30 AM,15-Oct-2024 04:00 PM,29-Oct-2024 04:00 PM,15-Oct-2024 04:00 PM ,21-Oct-2024 10:00 AM ,15-Oct-2024 04:00 PM,29-Oct-2024 04:00 PM,09-Jun-2025 12:30 PM,Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-27/2024-25 Dt. 09.10.2024,2024_ORULB_105689_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,City engineer,Internal,"EECENTRALTENDERCELL,EEDRAINAGEDIVISION,EEDIVISIONI,DYASSTCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,12-Nov-2025 11:53 AM,finsummary_509826.pdf (1889.30 KB),Technical,6 bids opened successfully,Taras Marandi,30-Oct-2024 11:42 AM,technical_509826.pdf,Municipal Bodies||Bhubaneswar Municipal Corporation,2024_ORULB_105689_1,BMC-EE-Tender Cell-27/2024-25 Dt. 09.10.2024,"Regular repair and maintenance of roads in Ward 7, 8, 11, 13 and 14 of Bhubaneswar Municipal Corporation (BMC) Area.",1.0,2597279.0,SAPAN KUMAR CHAND,INR,"5,939,879",1,2594861,AMBUJA BHUSAN SETHY,27-Oct-2024 02:58 PM,Rejected-Technical,Technically Disqualified,09-Jun-2025 10:44 AM,12-Nov-2025,"INR 5,939,879",180.0,Lipsa Parida,12-Nov-2025 11:58 AM,Workorder_27_1.pdf (191.00 KB),Finance,5 bids opened successfully,Lipsa Parida,09-Jun-2025 12:48 PM,finance_509826.pdf,BOQ Comparative Chart,City Engineer,Internal,"EECENTRALTENDERCELL,EEDIVISIONI,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,09-Jun-2025 10:44 AM,09-Jun-2025 12:30 PM,techsummary_509826.pdf (408.35 KB),AOC
,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,2596818,BRAJA RAJA NAYAK,29-Oct-2024 01:41 PM,Rejected-Finance,Rejected,12-Nov-2025 11:53 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,2598787,JAYANTA PARIDA,29-Oct-2024 03:28 PM,Rejected-Finance,Rejected,12-Nov-2025 11:53 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,2591598,M/S OMM SAI ASSOCIATES,23-Oct-2024 07:43 PM,Rejected-Finance,Rejected,12-Nov-2025 11:53 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,2596883,PRADIPTA KUMAR SETHI,28-Oct-2024 06:48 PM,Rejected-Finance,Rejected,12-Nov-2025 11:53 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,2597279,SAPAN KUMAR CHAND,28-Oct-2024 08:11 PM,Accepted-AOC,L1 bidder,12-Nov-2025 11:58 AM,,,,,,,,,,,,,,,,,,,,AOC
