Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
02-Apr-2025 10:00 AM,15-Apr-2025 11:00 AM,02-Apr-2025 10:00 AM,11-Apr-2025 05:00 PM,NA ,NA ,02-Apr-2025 10:00 AM,11-Apr-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,"14,609",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"DTCN,Regd Certificates,GSTIN,PAN etc...",Municipal Bodies||Umerkote Municipality,UKTM-MUN- 01/2025-26(33),2025_ORULB_112058_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Improvement of B.T Road from BT Road Kondagaon main road to Mohan Nayak house via Girls High School in Ward No 08,Civil Work,Please refer to Tender Documents ,NA ,,Civil Works - Roads,NA ,Tender,180.0,60.0,Umerkote Municipality,764073.0,NA ,NA ,NA ,Umerkote Municipality,No ,No,Executive Officer,Umerkote Municipality,AOC,1,2882560,DEBANAND NAG,11-Apr-2025 04:37 PM,Rejected-Technical,not submitted no relation certificate,26-Jul-2025 05:36 PM,29-Oct-2025,"INR 1,241,872",60.0,Aswini Kumar Patnaik,20-Nov-2025 11:35 AM,AOC.pdf (425.00 KB),LOA issued in favour of SUBHASHRI SAMAL as she is qualified as L1 bidder......,Smt. Radha Bhatra,Internal,Chairperson Umerkote Municipality BDO Umerkote E.O Umerkote Municipality M.E Umerkote Municipality J.E Umerkote Municipality Accountant Umerkote Municipality,ALAK KUMAR ANUGULIA,26-Jul-2025 05:36 PM,techsummary_534800.pdf (14371.10 KB),Municipal Bodies||Umerkote Municipality,2025_ORULB_112058_1,UKTM-MUN- 01/2025-26(33),Improvement of B.T Road from BT Road Kondagaon main road to Mohan Nayak house via Girls High School in Ward No 08,Smt. RADHA BHATRA,Internal,Chairperson Umerkote Municipality BDO Umerkote E.O Umerkote Municipality M.E Umerkote Municipality A.E Umerkote Municipality Accountant Umerkote Municipality,Aswini Kumar Patnaik,16-Oct-2025 11:03 AM,finsummary_534800.pdf (1713.72 KB),Finance,total eleven nos of bidders found in bidding...........,ALAK KUMAR ANUGULIA,25-Jul-2025 11:24 PM,,BOQ Comparative Chart,1.0,2879406.0,SUBHASRI SAMAL,INR,"1,241,872",AOC
,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2881035,HATIA ROUT,10-Apr-2025 05:23 PM,Rejected-Finance,L2 bidder,16-Oct-2025 11:03 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2881695,JITENDRA KUMAR JENA,11-Apr-2025 08:56 AM,Rejected-Finance,L2 bidder,16-Oct-2025 11:03 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2881566,MAHAMMAD SARUK,11-Apr-2025 03:58 AM,Rejected-Finance,L2 bidder,16-Oct-2025 11:03 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2881641,MOHAMMAD WASHIQ LATHIYA,11-Apr-2025 02:22 PM,Rejected-Finance,L2 bidder,16-Oct-2025 11:03 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2881708,NARENDRA NAYAK,11-Apr-2025 09:42 AM,Rejected-Finance,L2 bidder,16-Oct-2025 11:03 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2882191,Niranjan Mahapatra,11-Apr-2025 01:45 PM,Rejected-Finance,L2 bidder,16-Oct-2025 11:03 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2879816,PRASANTA KUMAR PARIDA,09-Apr-2025 05:45 PM,Rejected-Finance,L2 bidder,16-Oct-2025 11:03 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2881683,PRATAP KUMAR MALLICK,11-Apr-2025 11:41 AM,Rejected-Finance,L2 bidder,16-Oct-2025 11:03 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2879406,SUBHASRI SAMAL,09-Apr-2025 11:56 AM,Accepted-AOC,qualified as L1 bidder......,20-Nov-2025 11:35 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
