Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"Fabrication, supply, transportation and erection by dismantling old structure of sluice gate at RD 6.2 Km on Bati to Khandatari D/C near village Khandatari Under Drainage Divisoin, Jagatsinghpur for the year 2025-26","Fabrication, supply, transportation and erection by dismantling old structure of sluice gate at RD 6.2 Km on Bati to Khandatari D/C near village Khandatari Under Drainage Divisoin, Jagatsinghpur for the year 2025-26",Please refer Tender documents. ,NA ,"6,10,747",Mechanical Works,NA ,Tender,90.0,30.0,Raghunathpur,754132.0,NA ,NA ,NA ,CUTTACK,No ,No,08-Jul-2025 11:00 AM,17-Jul-2025 11:00 AM,08-Jul-2025 11:00 AM,16-Jul-2025 05:00 PM,08-Jul-2025 11:00 AM ,16-Jul-2025 05:00 PM ,08-Jul-2025 11:00 AM,16-Jul-2025 05:00 PM,"4,000",0.0,Nil,Nil,No,"6,200",No,fixed,,Nil,Nil,"Superintending EngineerMechanicalDivision,Cuttack","OFFICE OF THE SUPERINTENDING ENGINEER, MECHANICAL DIVISION, JAGATPUR, CUTTACK",1.0,ICICI BANK,Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Cuttack,SE/MDC-08(01)/2025-26,2025_CEMWR_115175_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, GST, PAN, AFFIDAVIT AND ALL OTHER DOCUMENTS AS PER THE DTCN",AOC,"SUPERINTENDING ENGINEER, MECHANICAL DIVISION, JAGATPUR, CUTTACK",Internal,,BISHNU NARAYAN MOHAPATRA,01-Nov-2025 01:39 PM,finsummary_545250.pdf (1035.15 KB),Chief Engineer Mech - WR Bhubaneswar||SE Mechanical Circle Bhubaneswar||EE Mechanical Division Cuttack,2025_CEMWR_115175_1,SE/MDC-08(01)/2025-26,"Fabrication, supply, transportation and erection by dismantling old structure of sluice gate at RD 6.2 Km on Bati to Khandatari D/C near village Khandatari Under Drainage Divisoin, Jagatsinghpur for the year 2025-26",1.0,2996873.0,"Shree Jagannath Steel Industries, Prop. KRUSHNA CHANDRA SASMAL",INR,"519,196",Finance,All bid documents are downloaded successfully.,BISHNU NARAYAN MOHAPATRA,17-Jul-2025 01:45 PM,,BOQ Comparative Chart,01-Nov-2025,"INR 519,196",30.0,BISHNU NARAYAN MOHAPATRA,01-Nov-2025 05:51 PM,81A.pdf (834.00 KB),1,3000160,ABHISEKH ENTERPRISERS,15-Jul-2025 05:43 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 12:29 PM,"SUPERINTENDING ENGINEER, MECHANICAL DIVISION, JAGATPUR, CUTTACK",Internal,,BISHNU NARAYAN MOHAPATRA,01-Nov-2025 12:29 PM,techsummary_545250.pdf (859.52 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2997159,"ACHYUTA NANDA SWAIN ,PROPRIETOR M/S. ADITYA ENTERPRISER.",12-Jul-2025 09:30 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 12:29 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2999614,BANASHREE BHUYAN,16-Jul-2025 12:33 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 12:29 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2993711,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,15-Jul-2025 01:02 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 12:29 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2993725,M/s. BHAGABATI INDUSTRIES Prop. NIRANJAN PANDA,15-Jul-2025 01:08 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 12:29 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3000678,M/S JAGANNATH AGRICULTURAL IMPLEMENTS WORKSHOP,16-Jul-2025 12:44 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 12:29 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3000395,M/S KALINGA METAL PRODUCT (PROP. SMT BASANTILATA MOHANTY,15-Jul-2025 09:19 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 12:29 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3000308,"M/S MOHANTY INDUSTRIAL ENTERPRISERS -PROPRIETOR ,MALAYA KUMAR MOHANTY",15-Jul-2025 09:05 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 12:29 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2993812,M/S SAIKRUPA ENTERPRISERS (PROP.UMESH CHANDRA SWAIN),15-Jul-2025 06:58 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 12:29 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2996116,M/S SHREE INDUSTRIES,12-Jul-2025 12:45 PM,Rejected-Technical,LOSER OF LOTTERY,01-Nov-2025 12:29 PM,,,,,,,AOC
