Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
Purushottam Beniya,Internal,,Purushottam Benia,20-Nov-2025 05:26 PM,techsummary_531024.pdf (194.18 KB),1,2840684,CH SIMANCHALA,27-Feb-2025 04:50 PM,Accepted-AOC,Accept,20-Nov-2025 05:44 PM,20-Nov-2025,"INR 176,505",30.0,Purushottam Benia,20-Nov-2025 05:44 PM,Agreement.pdf (388.00 KB),1.0,2840684.0,CH SIMANCHALA,INR,"176,505",Finance,Two Bidders are Participated and all are accepted,Manajita Rath,03-Mar-2025 03:45 PM,,BOQ Comparative Chart,Purushottam Beniya,Internal,,Purushottam Benia,20-Nov-2025 05:36 PM,finsummary_531024.pdf (219.31 KB),Municipal Bodies||Gopalpur NAC,2025_ORULB_110992_3,GPN-NAC-04/2024-25,Construction of Paver Road at Southside of Community Center in Ward No 5 under Gopalpur NAC,AOC,"Executive Officer, Gopalpur NAC","Executive Officer, Gopalpur NAC","2,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Affidavit, RC, GST, PAN and all other Document as per DTCN",1,ICICI BANK,Construction of Paver Road at Southside of Community Center in Ward No 5 under Gopalpur NAC,Construction of Paver Road at Southside of Community Center in Ward No 5 under Gopalpur NAC,Please refer Tender documents. ,NA ,"1,76,505",Civil Works - Roads,NA ,Tender,30.0,NA ,Gopalpur,760010.0,NA ,NA ,NA ,"Executive Officer, Gopalpur NAC",No ,No,"1,770",Yes,fixed,,Nil,Nil,Municipal Bodies||Gopalpur NAC,GPN-NAC-04/2024-25,2025_ORULB_110992_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,21-Feb-2025 10:00 AM,03-Mar-2025 11:00 AM,21-Feb-2025 10:00 AM,28-Feb-2025 04:00 PM,NA ,NA ,21-Feb-2025 10:00 AM,28-Feb-2025 04:00 PM,AOC
,,,,,,2,2837065,DHIREN KUMAR SETHY,25-Feb-2025 12:11 PM,Rejected-AOC,Reject,20-Nov-2025 05:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,.xls,Bill of Quantity,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
