S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Tender Stage
1.0,3098407.0,Sk Mohammed Wajuddin,INR,"2,228,705",Finance,8 nos of bidder participated in the tender,Chudamani Sethi,03-Oct-2025 01:41 PM,finance_552772.pdf,BOQ Comparative Chart,"Executive Engineer, D.A.O-II, and Estimator of R.W EL.DIVN.BBSR",Internal,,Chudamani Sethi,14-Nov-2025 01:45 PM,finsummary_552772.pdf (1334.27 KB),CE RW I||RW Electrical Circle Bhubaneswar||RW Electrical Division Bhubaneswar,2025_CERWI_118096_2,EERWELBBSR- 13/2025-26,"SITC of DG set and Glow Sign Board to RW Division-I, Cuttack, RW Division-II, Cuttack and RW Circle office at Cuttack","Executive Engineer, D.A.O-II, and Estimator of R.W EL.DIVN.BBSR",Internal,,Chudamani Sethi,12-Nov-2025 04:17 PM,techsummary_552772.pdf (442.04 KB),15-Nov-2025,"INR 2,228,705",180.0,Chudamani Sethi,19-Nov-2025 12:15 PM,4120.pdf (392.00 KB),1,3096570,ABHILASH PRADHAN,23-Sep-2025 03:41 PM,Rejected-Finance,LOOSER ON LOTTERY,14-Nov-2025 01:45 PM,AOC,"SITC of DG set and Glow Sign Board to RW Division-I, Cuttack, RW Division-II, Cuttack and RW Circle office at Cuttack","SITC of DG set and Glow Sign Board to RW Division-I, Cuttack, RW Division-II, Cuttack and RW Circle office at Cuttack",Please refer Tender documents. ,NA ,"26,21,698",Electrical Works,NA ,Tender,90.0,180.0,Cuttack,753001.0,NA ,NA ,NA ,E. E. R.W EL.DIVN.BBSR At- Divn. Complex Rasulgarh,No ,No,17-Sep-2025 12:00 PM,26-Sep-2025 01:00 PM,17-Sep-2025 12:00 PM,25-Sep-2025 05:00 PM,NA ,NA ,17-Sep-2025 12:00 PM,25-Sep-2025 05:00 PM,"26,217",No,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,"6,000",0.0,Nil,Nil,No,CE RW I||RW Electrical Circle Bhubaneswar||RW Electrical Division Bhubaneswar,EERWELBBSR- 13/2025-26,2025_CERWI_118096_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,E. E. R.W EL.DIVN.BBSR At- Divn. Complex Rasulgarh,"Executive Engineer, R.W EL.DIVN.BBSR At- 1st floor of Divn. Complex, Rasulgarh Behind Explanade Mall. Dist. Khurda Odisha. Pincode-751010",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3100505,DEEPAK KUMAR KHATUA,25-Sep-2025 04:47 PM,Rejected-Finance,LOOSER ON LOTTERY,14-Nov-2025 01:45 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3097494,Dillip Ranjan Das,25-Sep-2025 08:31 AM,Rejected-Finance,LOOSER ON LOTTERY,14-Nov-2025 01:45 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3100201,Fusion Power,25-Sep-2025 03:39 PM,Rejected-Finance,LOOSER ON LOTTERY,14-Nov-2025 01:45 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3100108,M/S. BISWAJEET KANDI,25-Sep-2025 03:51 PM,Rejected-Finance,LOOSER ON LOTTERY,14-Nov-2025 01:45 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3099868,SASHANKA SEKHAR PRADHAN,25-Sep-2025 12:42 PM,Rejected-Finance,LOOSER ON LOTTERY,14-Nov-2025 01:45 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3100252,SBM ENTERPRISES,25-Sep-2025 02:35 PM,Rejected-Finance,LOOSER ON LOTTERY,14-Nov-2025 01:45 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3098407,Sk Mohammed Wajuddin,25-Sep-2025 11:57 AM,Accepted-AOC,Sk Mohammed Wajuddin deposited aps and isd,19-Nov-2025 12:15 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
