Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender Stage
"11,800",Nil,Nil,No,WATCO Bhubaneswar||Director (Operation) Watco||GM WATCO DIVISION-I BBSR,GMWATCO-I/25(12)/2025-26 Dt.10.06.2025,2025_GWCDB_114545_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"Provision towards laying of 250mm dia DI K-9 water supply rising main with fixing of flow meter and flow control valves etcs for loading to GSR at OSAP 7th Bn DMA in Ward No.-12 of BMC, Bhubaneswar","Provision towards laying of 250mm dia DI K-9 water supply rising main with fixing of flow meter and flow control valves etcs for loading to GSR at OSAP 7th Bn DMA in Ward No.-12 of BMC, Bhubaneswar",Please refer Tender documents. ,NA ,"89,66,000",Civil Works - Water Works,NA ,Tender,120.0,180.0,"OSAP 7th Bn DMA in Ward No.-12 of BMC, Bhubaneswar",751017.0,NA ,NA ,NA ,Bhubaneswar,No ,No,"90,000",Yes,fixed,,Nil,Nil,23-Jun-2025 06:50 PM,14-Jul-2025 12:30 PM,23-Jun-2025 06:50 PM,11-Jul-2025 05:00 PM,NA ,NA ,23-Jun-2025 06:50 PM,11-Jul-2025 05:00 PM,03-Sep-2025 04:30 PM,1.0,ICICI BANK,General Manager,"General Manager, WATCO Division-I, Vanivihar Square, Bhubaneswar, Odisha, Pin-751022, Phone (0674) -2542821",1.0,Corrigendum,Other,,1.0,Fee/PreQual/Technical,.pdf,"Copy of PAN, GST, Affidavits, as per DTCN",AOC,General Manager,Internal,,Basanta Kumar Behera,20-Nov-2025 01:06 PM,finsummary_543354.pdf (824.22 KB),WATCO Bhubaneswar||Director (Operation) Watco||GM WATCO DIVISION-I BBSR,2025_GWCDB_114545_1,GMWATCO-I/25(12)/2025-26 Dt.10.06.2025,"Provision towards laying of 250mm dia DI K-9 water supply rising main with fixing of flow meter and flow control valves etcs for loading to GSR at OSAP 7th Bn DMA in Ward No.-12 of BMC, Bhubaneswar",Technical,Ten no technical bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Basanta Kumar Behera,02-Sep-2025 04:59 PM,,1.0,2990060.0,DEBASH KUMAR SIA,INR,"7,621,891",20-Nov-2025,"INR 7,621,891",180.0,Basanta Kumar Behera,20-Nov-2025 01:09 PM,AOC.pdf (1471.00 KB),1,2989327,Biswajeet Sahoo,04-Jul-2025 06:32 PM,Rejected-AOC,Not a lowest bidder,20-Nov-2025 01:09 PM,Finance,Nine no financial bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Basanta Kumar Behera,03-Sep-2025 05:42 PM,,BOQ Comparative Chart,General Manager,Internal,,Basanta Kumar Behera,03-Sep-2025 12:35 PM,03-Sep-2025 04:30 PM,techsummary_543354.pdf (3708.09 KB),1.0,Corrigendum,Technical Bed Revokation,02-Sep-2025 04:03 PM,Revokation.pdf ,744.51,Technical Opening,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.pdf,"Certificates, Formats, Schedules and other documents if any as per DTCN",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2990060,DEBASH KUMAR SIA,07-Jul-2025 10:47 AM,Accepted-AOC,Lowest bidder in Lottery,20-Nov-2025 01:09 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2996250,FLOWTECH AUTOMATION PRIVATE LIMITED,11-Jul-2025 01:57 PM,Rejected-AOC,Not a lowest bidder,20-Nov-2025 01:09 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2995708,Ghanashyam Bhoi,11-Jul-2025 02:54 PM,Rejected-AOC,Not a lowest bidder,20-Nov-2025 01:09 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2994664,JAGANNATH ROUT,10-Jul-2025 10:01 AM,Rejected-AOC,Not a lowest bidder,20-Nov-2025 01:09 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2996129,RABINARAYAN SETHI,11-Jul-2025 01:36 PM,Rejected-AOC,Not a lowest bidder,20-Nov-2025 01:09 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2994927,SANJAYA KUMAR SAHOO,11-Jul-2025 02:29 PM,Rejected-AOC,Not a lowest bidder,20-Nov-2025 01:09 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2996302,SOUBHAGYA KUMAR JENA,11-Jul-2025 02:24 PM,Rejected-AOC,Not a lowest bidder,20-Nov-2025 01:09 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2996176,Sujata Mohapatra,11-Jul-2025 01:15 PM,Rejected-AOC,Not a lowest bidder,20-Nov-2025 01:09 PM,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2994462,TAPAS RANJAN MALLICK,09-Jul-2025 07:23 PM,Rejected-Technical,Technically disqualified,03-Sep-2025 12:35 PM,,,,,,,,,,,,,,,,,,,,,AOC
