Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"Superintending Engineer, Mahanadi Barrage Division","Superintending Engineer, Mahanadi Barrage Division ,Gandarpur,Cuttack,753003",1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,PAN, Affidavit, Bid Security,Undertakings , NRC, GSTIN and any other documents as per DTCN.","15,240",Yes,fixed,,Nil,Nil,24-Jul-2025 10:00 AM,04-Aug-2025 10:00 AM,24-Jul-2025 10:00 AM,02-Aug-2025 05:00 PM,24-Jul-2025 10:00 AM ,02-Aug-2025 04:00 PM ,24-Jul-2025 10:00 AM,02-Aug-2025 05:00 PM,"2)Engagement of Manpower through Service Provider under the Office of the Superintending Engineer, Mahanadi Barrage Division , Cuttack for the period from 10th August 2025 to 31st March 2026. (MBD54)","Engagement of Manpower through Service Provider under the Office of the Superintending Engineer, Mahanadi Barrage Division , Cuttack for the period from 10th August 2025 to 31st March 2026. (MBD54)",Please refer tender documents ,NA ,"15,23,824",Human Resources Supply,NA ,Tender,90.0,200.0,Cuttack,753003.0,NA ,NA ,NA ,"Superintending Engineer, Mahanadi Barrage Division",No ,No,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,"CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE Mahanadi Barrage Division Cuttack",e Procurement Notice No.12/2025-26,2025_CELBB_115885_2,Yes,Open Tender,Item Rate,Services,1.0,No,No,Online,No,No,No,AOC,SEMBD,Internal,DAO,Kartika Samal,18-Aug-2025 01:31 PM,finsummary_546942.pdf (492.37 KB),"CE-BM,LMB Basin,BBSR||SE, Eastern Circle,Cuttack||EE Mahanadi Barrage Division Cuttack",2025_CELBB_115885_2,e Procurement Notice No.12/2025-26,"2)Engagement of Manpower through Service Provider under the Office of the Superintending Engineer, Mahanadi Barrage Division , Cuttack for the period from 10th August 2025 to 31st March 2026. (MBD54)",1.0,3018746.0,M/s. Shantiram Agency,INR,"1,523,824",Finance,Total 11 nos bidder are participated,CHANDRA SEKHARA SETHY,06-Aug-2025 06:09 PM,,BOQ Comparative Chart,10-Sep-2025,"INR 1,523,824",200.0,Kartika Samal,12-Nov-2025 02:00 PM,Wo54.pdf (442.00 KB),"Work has been awarded to Laxmidhar Swain.The date of commencement/contract may please be recorded as dt.10.08.2025.The deposit towards EMD and ISD has been received in favour of SE MBD, Cuttack",1,3019462,ACTIVE SECURITY AND INTELLIGENCE SEVICES,31-Jul-2025 04:41 PM,Rejected-Finance,being unsuccessful tenderer on lottery system,18-Aug-2025 01:31 PM,SEMBD,Internal,DAO,CHANDRA SEKHARA SETHY,06-Aug-2025 07:07 PM,techsummary_546942.pdf (1608.09 KB),AOC
,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3020726,AP MANPOWER CONSULTANCY & SECURITY PRIVATE LIMITED,01-Aug-2025 06:03 PM,Rejected-Finance,being unsuccessful tenderer on lottery system,18-Aug-2025 01:31 PM,,,,,,,AOC
,,,,.pdf,Detailed Calculation Sheet as per page no.38 of DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3017145,G.MANJU SERVICES PRIVATE LIMITED,31-Jul-2025 07:54 PM,Rejected-Finance,being unsuccessful tenderer on lottery system,18-Aug-2025 01:31 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3020792,Hirekarma Private Limited,01-Aug-2025 11:15 PM,Rejected-Technical,Disqualified due to wrong name of work in Affidavit,06-Aug-2025 07:07 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3011704,METRO GUARDS INDIA PVT LTD,30-Jul-2025 06:09 PM,Rejected-Technical,Disqualified due to wrong name of work in Affidavit,06-Aug-2025 07:07 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3021191,M/s. KALINGA WARRIORS SECURITY SERVICES,02-Aug-2025 11:17 AM,Rejected-Technical,Disqualified due to wrong name of work in Affidavit,06-Aug-2025 07:07 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3018746,M/s. Shantiram Agency,30-Jul-2025 09:32 PM,Accepted-AOC,Lottery Winner,12-Nov-2025 02:00 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3021477,M/S SHRIYA SUBHAM AGENCIES,02-Aug-2025 02:57 PM,Rejected-Finance,being unsuccessful tenderer on lottery system,18-Aug-2025 01:31 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3021206,NIRAKAR SECURITY AND CONSULTANCY SERVICES PVT. LTD.,02-Aug-2025 10:49 AM,Rejected-Finance,being unsuccessful tenderer on lottery system,18-Aug-2025 01:31 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3021437,SURENDRA BARIK INFRASERVICE PRIVATE LIMITED,02-Aug-2025 03:40 PM,Rejected-Finance,being unsuccessful tenderer on lottery system,18-Aug-2025 01:31 PM,,,,,,,AOC
