Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"DFO, Bonai",AT-Bonai PO-Bonai Dist-Sundargarh,28-Jul-2025 11:00 AM,07-Aug-2025 11:30 AM,28-Jul-2025 11:00 AM,06-Aug-2025 05:30 PM,NA ,NA ,28-Jul-2025 11:00 AM,06-Aug-2025 05:30 PM,CONSTRUCTION OF BARRACK AT NAGARIA OF MAHULDIHA SECTION IN KULIPOSH RANGE UNDER BONAI FOREST DIVISION,CONSTRUCTION OF BARRACK AT NAGARIA OF MAHULDIHA SECTION IN KULIPOSH RANGE UNDER BONAI FOREST DIVISION,Please refer Tender documents. ,NA ,"33,90,954",Civil Works - Buildings,NA ,Tender,90.0,90.0,Bonai,770038.0,NA ,NA ,NA ,"Divisional Forest Office, Bonai",No ,No,"33,900",Yes,fixed,,Nil,Nil,"6,000",Nil,Nil,No,Forest Environment and Climate Change Department||RCCF Rourkela||DFO Bonai,1F-DFO BONAI /01(online)/2025-26,2025_DFOBN_116018_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,AOC,1,3023841,DHIRENDRA KUMAR NAYAK,04-Aug-2025 09:03 PM,Accepted-AOC,Find L1 Lottery System,24-Nov-2025 08:27 PM,18-Nov-2025,"INR 3,390,953.56",90.0,Lalit Kumar Patra,24-Nov-2025 08:26 PM,Nagaria.pdf (431.00 KB),CONSTRUCTION OF BARRACK AT NAGARIA OF MAHULDIHA SECTION IN KULIPOSH RANGE UNDER BONAI FOREST DIVISION,Sri Nalinikanta Behera,Internal,"Smt. Pramila Behera, Sri Trilochan Kishan, Miss Suchismita Das, Sri Debasish Nayak, Sri Pratik Das, Sri Duryadhan Jarai",Nalini Kanta Behera,08-Nov-2025 10:42 AM,techsummary_547183.pdf (1115.44 KB),Sri Nalinikanta Behera,Internal,"Smt. Pramila Behera, Sri Trilochan Kishan, Miss Suchismita Das, Sri Debasish Nayak, Sri Pratik Das, Sri Duryadhan Jarai",Nalini Kanta Behera,08-Nov-2025 10:57 AM,finsummary_547183.pdf (1115.44 KB),Forest Environment and Climate Change Department||RCCF Rourkela||DFO Bonai,2025_DFOBN_116018_3,1F-DFO BONAI /01(online)/2025-26,CONSTRUCTION OF BARRACK AT NAGARIA OF MAHULDIHA SECTION IN KULIPOSH RANGE UNDER BONAI FOREST DIVISION,1.0,3023841.0,DHIRENDRA KUMAR NAYAK,INR,"3,401,527",Finance,ok,Dillip Kumar Patra,07-Aug-2025 11:46 AM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BoQ,AOC,2,3023618,LALMA BARLA,05-Aug-2025 01:49 PM,Rejected-AOC,Rejected,24-Nov-2025 08:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3024707,M/S SHREE TECH,05-Aug-2025 03:19 PM,Rejected-AOC,Rejected,24-Nov-2025 08:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3022817,SAMIR NAYAK,04-Aug-2025 11:31 AM,Rejected-AOC,Rejected,24-Nov-2025 08:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
