Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage
COLLECTOR GAJAPATI,Mixed,"DSWO,RTO,DLO,ADM AND CSO CUM DM",Abinash Nayak,12-Aug-2025 07:44 PM,13-Aug-2025 11:00 AM,techsummary_546398.pdf (57.45 KB),Finance,TWO BIDDER FOUND,Anup Panda,31-Oct-2025 01:24 PM,,BOQ Comparative Chart,19-Nov-2025,"INR 3,797,217",730.0,Abinash Nayak,19-Nov-2025 12:47 PM,2927.pdf (676.00 KB),L1 TENDERER Sri Rautu Chiranjeevulu APPROVED RATE PER QTL 52.01,1.0,3004537.0,CHIRANJEEVULU RAUTU,27-Jul-2025 07:22 PM,Accepted-AOC,Selected tenderer as lowest bidder Sri Chiranjeevulu Rautu,19-Nov-2025 12:48 PM,1.0,3004537.0,CHIRANJEEVULU RAUTU,INR,52.01,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Gajapati,2025_OSCSC_115704_1,2312-Dt 17.07.2025-GOSANI,SELECTION OF Level-II Transport Contractor of Custom Milled Rice CMR from RRC to FPS under OSCSC Ltd in Gajapati for the biennial 2025-27-GOSANI,Technical,technical bid opened and original document has been verified and foudnd ok hence both the bidder successfully qualified in technical bid,LINGARAJ PANIGRHI,29-Jul-2025 12:34 PM,,COLLECTOR GAJAPATI,Internal,"ADM,DLO,RTO,DSWO",Anup Panda,19-Nov-2025 12:27 PM,finsummary_546398.pdf (675.63 KB),AOC,1.0,ICICI BANK,SELECTION OF Level-II Transport Contractor of Custom Milled Rice CMR from RRC to FPS under OSCSC Ltd in Gajapati for the biennial 2025-27-GOSANI,Transport of Custom Milled Rice CMR from RRC to FPS under OSCSC Ltd in Gajapati for the biennial 2025-27- GOSANI,AS PER DTCN ,NA ,"37,97,217",Handling and Transportation,NA ,Rate Contract,180.0,NA ,GAJAPTI,761200.0,"CSO cum District Manager , OSCSC Ltd., Gajapati, ","CSO cum District Manager , OSCSC Ltd., Gajapati, PARALAKHEMUNDI, COLLECTORATE BUILDING  ",18-Jul-2025 03:00 PM ,"CSO cum District Manager , OSCSC Ltd., Gajapati,",No ,No,"5,900",0.0,Nil,Nil,No,"1,89,861",No,percentage,5.0%,Nil,Nil,1.0,Security deposit (HO L.No-9674-16.07.2025),Financial Bid,,"CSO cum DM, Gajapati","CSO cum District Manager , OSCSC Ltd., Gajapati, PARALAKHEMUNDI, COLLECTORATE BUILDING",18-Jul-2025 09:00 AM,29-Jul-2025 11:00 AM,18-Jul-2025 09:00 AM,28-Jul-2025 05:30 PM,18-Jul-2025 09:00 AM ,18-Jul-2025 05:00 PM ,18-Jul-2025 09:00 AM,28-Jul-2025 05:30 PM,13-Aug-2025 11:00 AM,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Gajapati,2312-Dt 17.07.2025-GOSANI,2025_OSCSC_115704_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,NOTIFICATION OF TENDER FOR GOSANI BLOCK,AOC
,,,,,,,,,,,,,,,,,,,,2.0,3004517.0,KAPPLA TRINATH,27-Jul-2025 06:05 PM,Rejected-Finance,due to hight rate,19-Nov-2025 12:27 PM,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SAMPLE TENDER PAPER Level-II Transport Contractor of CMR from RRC to FPS OF GOSANI BLOCK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ OF TENDER FINANCIAL BID- GOSANI BLOCK,AOC
