Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
26-Jun-2025 06:00 PM,19-Jul-2025 11:00 AM,27-Jun-2025 10:00 AM,18-Jul-2025 06:00 PM,NA ,NA ,27-Jun-2025 11:00 AM,18-Jul-2025 06:00 PM,15-Sep-2025 11:00 AM,Supply of Furniture in New Boys Hostel (Number-03) at OUTR,"e-tender from reputed Manufacturers /Suppliers/Agencies/ registered firms for supply, installation of Furniture in New Boys Hostel (Number-03), OUTR, Bhubaneswar.",Details available in Tender Document ,NA ,,Miscellaneous Goods,Furniture ,Tender,365.0,30.0,OUTR Bhubaneswar,751029.0,NA ,NA ,NA ,Bhubaneswar,No ,No,Odisha University of Technology and Research,OUTR/Furniture/2025-26/09,2025_OUTR_114863_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Offline,No,No,No,"5,000",Odisha University of Technology and Research,Bhubaneswar,Yes,1.0,Fee/PreQual/Technical,.pdf,Supply of Furniture in New Boys Hostel (Number-03) at OUTR,1.0,DD - Demand Draft,"Registrar, OUTR","Odisha University of Technology and Research, Techno campus, Mahalaxmi Vihar, Bhubaneswar, PIN- 751 029","4,00,000",Yes,fixed,,Odisha University of Technology and Research,Bhubaneswar,AOC,Odisha University of Technology and Research,2025_OUTR_114863_1,OUTR/Furniture/2025-26/09,Supply of Furniture in New Boys Hostel (Number-03) at OUTR,1.0,2988027.0,M/S NILRAJ.FABRICATION,INR,"9,756,000",DR. D R Swain,Internal,"Mr. Pramod Kumar Behera, Mr. B N Mohapatra, Ms. Swapna S. Swain, Dr. N Guru",Anjan Kumar Sahoo,13-Sep-2025 04:35 PM,15-Sep-2025 11:00 AM,techsummary_544504.pdf (1541.12 KB),Dr. D. R. Swain,Internal,"Mr. P.K. Behera, Mr. B. N. Mahapatra, Ms. S. S. Swain, Dr. N. Guru",Anjan Kumar Sahoo,26-Sep-2025 02:10 PM,finsummary_544504.pdf (1408.23 KB),11-Nov-2025,"INR 9,756,000",150.0,Ashish Kumar Jena,12-Nov-2025 04:13 PM,POFurniture.pdf (1584.00 KB),Finance,The Finance bid of the 8 bidders were opened in due time.,Anjan Kumar Sahoo,15-Sep-2025 04:30 PM,finance_544504.pdf,BOQ Comparative Chart,Technical,14 No. of bids are opened.,Anjan Kumar Sahoo,19-Jul-2025 06:02 PM,technical_544504.pdf,1,3003288,4S INTERIORS,18-Jul-2025 04:00 PM,Rejected-Technical,Delivered sample products for display were not as per the design and specification of the Tender document and have not secured the minimum qualifying score to be eligible for opening of its financial bid.,13-Sep-2025 04:35 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Item Rate of Furniture,2.0,BC - Bankers Cheque,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3002910,DECOR MODULAR SYSTEMS PVT LTD,18-Jul-2025 11:29 AM,Rejected-Technical,Did not deliver the sample products for technical evaluation and have not secured the minimum qualifying score to be eligible for opening of its financial bid.,13-Sep-2025 04:35 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3002567,IMPRESSION FURNITURE INDUSTRIES PRIVATE LIMITED,18-Jul-2025 09:59 AM,Rejected-Technical,Did not deliver the sample products for technical evaluation and have not secured the minimum qualifying score to be eligible for opening of its financial bid.,13-Sep-2025 04:35 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3002960,KANIKA FURNITURE PRIVATE LIMITED,18-Jul-2025 02:28 PM,Rejected-Finance,"Quoted price for 3 items including Tax, Single Bed(H2), Study Table(H4), Study Chair (H4).",26-Sep-2025 02:10 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3000672,KGMI SERVICES PRIVATE LIMITED,17-Jul-2025 05:04 PM,Rejected-Finance,"Quoted price for 3 items including Tax, Single Bed(H7), Study Table(H7), Cupboard(H6).",26-Sep-2025 02:10 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2988027,M/S NILRAJ.FABRICATION,17-Jul-2025 08:59 PM,Accepted-AOC,L1 bidder,12-Nov-2025 04:13 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3000215,M/S ROYAL SAFE COMPANY KB,17-Jul-2025 07:27 PM,Rejected-Finance,"Quoted price for 4 items including Tax, Single Bed(H5), Study Table(H3), Study Chair (H2), Cupboard(H3).",26-Sep-2025 02:10 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3003381,M/s. SARTHAK UDYOG,18-Jul-2025 05:26 PM,Rejected-Finance,"Quoted price for 3 items including Tax, Single Bed(H4), Study Table(H5), Cupboard(H7).",26-Sep-2025 02:10 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3002707,M/S TARINI ENTERPRISES,17-Jul-2025 09:29 PM,Rejected-Technical,"Disqualified in prebid qualification stage due to not meeting the eligibility criteria as per clause 1.2(b), 1.4, and 1.1.2 (Not submitted all certifications) as per the tender document.",13-Sep-2025 04:35 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3002947,M/S WOOD ART,18-Jul-2025 03:47 PM,Rejected-Finance,"Quoted price for 4 items including Tax, Single Bed(H6), Study Table(H8), Study Chair (H5), Cupboard(H5).",26-Sep-2025 02:10 PM,AOC
