S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage
1.0,3072504.0,TUSHAAR NANDAN PATI,INR,"720,282.97",Finance,6 NOS ARE BIDDER PARTICIPATED IN THIS TENDER,Simachala Satapathy,28-Nov-2025 07:10 PM,,BOQ Comparative Chart,simachala satapathy,Internal,,Simachala Satapathy,28-Nov-2025 07:17 PM,finsummary_550776.pdf (38.50 KB),"CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||GAJAPATI",2025_CEMIB_117482_8,MIDGJP-03/2025-26,Improvement to Suaghai MIP in Mohana Block of Gajapati District under Critical Scheme-2025-26,simachala satapathy,Internal,,Simachala Satapathy,28-Nov-2025 07:14 PM,techsummary_550776.pdf (20.08 KB),1,3074585,Karanda Bisoyi,10-Sep-2025 04:51 PM,Rejected-AOC,UN SUCCESSFUY,28-Nov-2025 07:22 PM,28-Nov-2025,"INR 847,292.05",60.0,Simachala Satapathy,28-Nov-2025 07:22 PM,AOC8.pdf (954.00 KB),AOC,Improvement to Suaghai MIP in Mohana Block of Gajapati District under Critical Scheme-2025-26,Improvement to Suaghai MIP in Mohana Block of Gajapati District under Critical Scheme-2025-26,Please refer tender documents ,NA ,"8,47,292",Civil Works - Others,NA ,Tender,90.0,60.0,MOHANA,761015.0,NA ,NA ,NA ,SE M I Division Gajapati paralakhemundi,No ,No,SUPERINTENDING ENGINEER,"O/O SUPERINTENDING ENGINEER, MI.DIVISION, GAJAPATI PARALAKHEMUNDI","CE,Minor Irrigation,BBSR||SESMIC-BERHAMPUR||GAJAPATI",MIDGJP-03/2025-26,2025_CEMIB_117482_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost EMD (Online) RC, PAN, active GSTN, affidavit other documents and forms as per DTCN","8,500",Yes,fixed,,Nil,Nil,"4,000",0.0,Nil,Nil,No,01-Sep-2025 10:00 AM,11-Sep-2025 11:00 AM,01-Sep-2025 10:00 AM,10-Sep-2025 05:30 PM,01-Sep-2025 10:00 AM ,10-Sep-2025 05:30 PM ,01-Sep-2025 10:00 AM,10-Sep-2025 05:30 PM,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3074041,RADHA KRUSHNA SAHU,10-Sep-2025 02:08 PM,Rejected-AOC,UN SUCCESSFUY,28-Nov-2025 07:22 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3067836,RAMA KRUSHNA MOHANTY,07-Sep-2025 08:48 PM,Rejected-AOC,UN SUCCESSFUY,28-Nov-2025 07:22 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3069726,RAMESH CHANDRA SAHU,08-Sep-2025 08:13 PM,Rejected-AOC,UN SUCCESSFUY,28-Nov-2025 07:22 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3073817,SRINIBAS PATRO,10-Sep-2025 01:03 PM,Rejected-AOC,UN SUCCESSFUY,28-Nov-2025 07:22 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3072504,TUSHAAR NANDAN PATI,09-Sep-2025 05:59 PM,Accepted-AOC,SELECTED THROUGH LOTTERY SYSTEM AS A 1ST LOWEST,28-Nov-2025 07:22 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
