Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,7 Nos. of bidders have participated.,Sanjay Kumar Mohanty,08-Jul-2025 01:55 PM,,BOQ Comparative Chart,1.0,2990467.0,SARJAN KUMAR ACHARYA,INR,"575,177.41",Municipal Bodies||Balangir Municipality,2025_ORULB_114708_8,BLGRMPTY/05(01-14)/2025-26,"Construction of Drain with Cover Slab From Gopal Budek res to Ashok Majhi Kirana res,W.No-18","SMT LIKA SAHU,CHAIRPERSON",Internal,"Chairperson,Executive Officer,Municipal Engineer, Asst.Engineer,Junior Engineer,Balangir Municipality",Rojalisa Rout,20-Aug-2025 12:43 PM,finsummary_543986.pdf (195.77 KB),"SMT LIKA SAHU,CHAIRPERSON",Internal,"Chairperson,Executive Officer,Municipal Engineer, Asst.Engineer,Junior Engineer,Balangir Municipality",Rojalisa Rout,11-Aug-2025 06:08 PM,techsummary_543986.pdf (443.78 KB),1,2989736,ALOK KUMAR SINGH,05-Jul-2025 01:44 AM,Rejected-Finance,other then L1 Bidder,20-Aug-2025 12:43 PM,14-Nov-2025,"INR 575,177.41",90.0,Sanjay Kumar Mohanty,14-Nov-2025 02:18 PM,WO0520252608.pdf (92.00 KB),After approval of the tender Committee contractor Sri Sarjan Kumar Acharya is awarded the work. vide W/O No.3904 Dt.13.08.2025,AOC,23-Jun-2025 11:00 AM,07-Jul-2025 11:00 AM,23-Jun-2025 11:00 AM,05-Jul-2025 05:00 PM,NA ,NA ,23-Jun-2025 11:00 AM,05-Jul-2025 05:00 PM,Municipal Bodies||Balangir Municipality,BLGRMPTY/05(01-14)/2025-26,2025_ORULB_114708_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Executive Officer, Balangir Municipality","Office of the Municipal Council, Balangir",1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,"Construction of Drain with Cover Slab From Gopal Budek res to Ashok Majhi Kirana res,W.No-18",Drain work,Please refer tender Documents  ,NA ,"6,76,600",Civil Works - Others,NA ,Tender,180.0,90.0,Balangir,767001.0,NA ,NA ,NA ,"Office of the Municipal Council, Balangir",No ,No,1.0,ICICI BANK,"6,766",Yes,percentage,1.0%,Nil,Nil,"4,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2990113,CHANDRAKANTA MISHRA,05-Jul-2025 01:14 PM,Rejected-Finance,other then L1 Bidder,20-Aug-2025 12:43 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Online proof of tender paper cost, EMD,GSTIN,PAN,RC,Affidavit and any others documents as per DTCN",,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2988649,RAM KUMAR JATI,04-Jul-2025 12:37 PM,Rejected-Finance,other then L1 Bidder,20-Aug-2025 12:43 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2990467,SARJAN KUMAR ACHARYA,05-Jul-2025 02:45 PM,Accepted-AOC,L1,14-Nov-2025 02:18 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2986910,SHIBA PRASAD BEHERA,02-Jul-2025 06:28 PM,Rejected-Finance,other then L1 Bidder,20-Aug-2025 12:43 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2989944,SUJIT KUMAR KHUAS,05-Jul-2025 11:23 AM,Rejected-Finance,other then L1 Bidder,20-Aug-2025 12:43 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2990670,SUSMITA TRIPATHY,05-Jul-2025 03:53 PM,Rejected-Finance,other then L1 Bidder,20-Aug-2025 12:43 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
