Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
21-Nov-2025,"INR 192,648",45.0,ASHWINI KUMAR DAS,21-Nov-2025 04:48 PM,AOC20JULY2025.pdf (244.00 KB),1,3002639,Aruna Kumar Dalei,17-Jul-2025 07:27 PM,Rejected-Finance,2ND LOWEST BIDDER,21-Nov-2025 04:34 PM,Municipal Bodies||Dhenkanal Municipality,2025_ORULB_115242_20,DKL MPLTY/03 /2025-26,Construction of Paver road from Hota Babu res. To Sanitary Gali In ward no. 07,1.0,3003192.0,SABITRI SAHOO,INR,"188,766",Finance,L1 Bidder will finalised after scrutiny of all documents,ASHWINI KUMAR DAS,21-Jul-2025 04:31 PM,,BOQ Comparative Chart,CHAIRPERSON,Internal,"EO,JE,ME,AEE",ASHWINI KUMAR DAS,21-Nov-2025 04:34 PM,finsummary_545444.pdf (341.94 KB),CHAIRPERSON,Internal,"AEE,JE,ME,EO",ASHWINI KUMAR DAS,07-Nov-2025 06:02 PM,techsummary_545444.pdf (341.94 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,"1,930",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,600.0,0.0,Nil,Nil,No,Construction of Paver road from Hota Babu res. To Sanitary Gali In ward no. 07,AS per DTCN,Please refer Tender documents. ,NA ,"1,92,648",Civil Works - Others,NA ,Tender,120.0,45.0,Dhenkanal,759001.0,NA ,NA ,NA ,Dhenkanal Municipality,No ,No,09-Jul-2025 11:00 AM,19-Jul-2025 11:00 AM,09-Jul-2025 11:00 AM,18-Jul-2025 05:00 PM,NA ,NA ,09-Jul-2025 11:00 AM,18-Jul-2025 05:00 PM,Executive Officer,"Executive Officer, Dhenkanal Municipality",Municipal Bodies||Dhenkanal Municipality,DKL MPLTY/03 /2025-26,2025_ORULB_115242_20,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,2,3002717,Biswabashinee Mohanty,17-Jul-2025 09:43 PM,Rejected-Finance,2ND LOWEST BIDDER,21-Nov-2025 04:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,DTCN,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3002659,Dipak Kumar Bastia,17-Jul-2025 08:04 PM,Rejected-Finance,2ND LOWEST BIDDER,21-Nov-2025 04:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,2999568,Gyananranjan Pradhan,16-Jul-2025 11:27 AM,Rejected-Finance,2ND LOWEST BIDDER,21-Nov-2025 04:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3002263,JYOTIRMAYEE PRIYADARSHINI MOHANTY,17-Jul-2025 02:07 PM,Rejected-Finance,2ND LOWEST BIDDER,21-Nov-2025 04:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3002167,Parag Mohanty,17-Jul-2025 01:22 PM,Rejected-Finance,2ND LOWEST BIDDER,21-Nov-2025 04:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3000764,Prasanna Kumar Samal,16-Jul-2025 12:29 PM,Rejected-Finance,2ND LOWEST BIDDER,21-Nov-2025 04:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3001492,PRITI PADMA PATRA,16-Jul-2025 08:28 PM,Rejected-Finance,2ND LOWEST BIDDER,21-Nov-2025 04:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3002779,RANJEET KUMAR SINGHSAMANT,18-Jul-2025 07:37 AM,Rejected-Finance,2ND LOWEST BIDDER,21-Nov-2025 04:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3003192,SABITRI SAHOO,18-Jul-2025 02:53 PM,Accepted-AOC,LOWEST BIDDER,21-Nov-2025 04:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,11,3003232,Sandip Kumar Pattanaik,18-Jul-2025 02:49 PM,Rejected-Finance,2ND LOWEST BIDDER,21-Nov-2025 04:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
