Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Construction of RCC drain with cover slabs from Paria Mallick house to Rudra Hospital side main drain at Badheisahi in Ward No.58.,Construction of RCC drain with cover slabs from Paria Mallick house to Rudra Hospital side main drain at Badheisahi in Ward No.58.,Please refer Tender documents. ,NA ,"41,93,252",Civil Works - Others,NA ,Tender,120.0,90.0,CMC,753012.0,NA ,NA ,NA ,"Bikash Bhawan,Jagannath Lane,Badambadi-753012",No ,No,"7,080",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online.",Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-IIINo11/2025-26,2025_ORULB_114240_14,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"Executive Engineer,Div-III","Bikash Bhawan,Jagannath Lane,Badambadi-753012",1.0,ICICI BANK,"42,000",Yes,fixed,,Nil,Nil,26-Jun-2025 06:30 PM,09-Jul-2025 10:00 AM,26-Jun-2025 06:30 PM,05-Jul-2025 05:00 PM,NA ,NA ,26-Jun-2025 06:30 PM,05-Jul-2025 05:00 PM,AOC,Deputy Executive Engineer,Internal,Executive Engineer,Antarjyamee Patra,15-Nov-2025 06:18 PM,finsummary_544631.pdf (84.82 KB),Deputy Executive Engineer,Internal,Executive Engineer,Antarjyamee Patra,15-Nov-2025 06:11 PM,techsummary_544631.pdf (84.82 KB),Municipal Bodies||Cuttack Municipal Corporation,2025_ORULB_114240_14,MC(CMC)CTC_Div-IIINo11/2025-26,Construction of RCC drain with cover slabs from Paria Mallick house to Rudra Hospital side main drain at Badheisahi in Ward No.58.,1.0,2990541.0,BIJAYANANDA KAHALI,INR,"3,029,319",1,2990541,BIJAYANANDA KAHALI,05-Jul-2025 03:00 PM,Accepted-AOC,Accepted,15-Nov-2025 06:25 PM,15-Nov-2025,"INR 3,029,319",90.0,Antarjyamee Patra,15-Nov-2025 06:25 PM,2307.pdf (1122.00 KB),WO,Finance,Twelve bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified.,Sanjukta Sa,11-Jul-2025 10:56 AM,finance_544631.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2986792,BISWAJIT ROUT,02-Jul-2025 04:32 PM,Rejected-AOC,Rejected,15-Nov-2025 06:25 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,2989226,LALITENDU PARIDA,04-Jul-2025 05:49 PM,Rejected-AOC,Rejected,15-Nov-2025 06:25 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,2988906,NITIN KUMAR PRADHAN,04-Jul-2025 01:33 PM,Rejected-AOC,Rejected,15-Nov-2025 06:25 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2990290,SAMEER RANJAN SAHOO,05-Jul-2025 01:23 PM,Rejected-AOC,Rejected,15-Nov-2025 06:25 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,6,2985849,SAMIR PRASAD SETHI,03-Jul-2025 03:25 PM,Rejected-AOC,Rejected,15-Nov-2025 06:25 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,2988110,Saroj Kumar Mallick,03-Jul-2025 07:18 PM,Rejected-AOC,Rejected,15-Nov-2025 06:25 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,2989137,SATYA PRAKASH SUNDARAY,05-Jul-2025 12:18 PM,Rejected-AOC,Rejected,15-Nov-2025 06:25 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,2990571,SOMAJIT LENKA,05-Jul-2025 03:10 PM,Rejected-AOC,Rejected,15-Nov-2025 06:25 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,2989074,SOUMYARANJAN LENKA,04-Jul-2025 03:27 PM,Rejected-AOC,Rejected,15-Nov-2025 06:25 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,11,2990552,SUNIL KUMAR MOHANTY,05-Jul-2025 03:03 PM,Rejected-AOC,Rejected,15-Nov-2025 06:25 PM,,,,,,,,,,,,,,AOC
