Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Khordha||JATNI Block,25/PSJ/2025-26,2025_PRJAT_115401_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",Nil,Nil,No,"22,003",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,11-Jul-2025 11:00 AM,28-Jul-2025 11:00 AM,11-Jul-2025 11:00 AM,25-Jul-2025 05:00 PM,11-Jul-2025 11:00 AM ,21-Jul-2025 05:00 PM ,11-Jul-2025 11:00 AM,25-Jul-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,Construction of GPLF building with market complex at Gangapada,AS PER DTCN,Please refer Tender documents. ,NA ,"22,00,278",Civil Works - Buildings,NA ,Tender,180.0,180.0,GANGAPADA,752050.0,NA ,NA ,NA ,PANCHAYAT SAMITI JATNI,No ,No,BDO JATNI,PANCHAYAT SAMITI OFFICE,AOC,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Khordha||JATNI Block,2025_PRJAT_115401_1,25/PSJ/2025-26,Construction of GPLF building with market complex at Gangapada,BDO,Internal,"BDO,AEE,BFO,SO,AE,JE,CP",DEBASMITA DHAL,11-Nov-2025 04:51 PM,finsummary_545658.pdf (805.86 KB),Finance,tender opening,DEBASMITA DHAL,11-Nov-2025 04:35 PM,finance_545658.pdf,BOQ Comparative Chart,1.0,3008681.0,KALYAN KUMAR SAHOO,INR,"1,870,456",1,3011216,CHANDRAKANTA PAHANTASINGH,24-Jul-2025 07:15 PM,Rejected-AOC,L2,11-Nov-2025 05:01 PM,11-Nov-2025,"INR 1,870,456.855",180.0,DEBASMITA DHAL,11-Nov-2025 05:00 PM,GPLFGangapada.pdf (806.00 KB),AOC,BDO,Internal,"BDO,AEE,BFO,SO,AE,JE,CP",DEBASMITA DHAL,11-Nov-2025 04:41 PM,techsummary_545658.pdf (805.86 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3008681,KALYAN KUMAR SAHOO,22-Jul-2025 02:36 PM,Accepted-AOC,L1,11-Nov-2025 05:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3009643,MAHENDRA KUMAR BEHERA,23-Jul-2025 11:38 AM,Rejected-AOC,L2,11-Nov-2025 05:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,4,3008628,NARENDRA KUMAR PRADHAN,22-Jul-2025 02:12 PM,Rejected-AOC,L2,11-Nov-2025 05:01 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,5,2999824,SAROJ KUMAR NAYAK,16-Jul-2025 05:23 PM,Rejected-AOC,L2,11-Nov-2025 05:01 PM,,,,,,,,,,,,,,AOC
