EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"68,600",Yes,fixed,,Nil,Nil,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||M I Division Anandapur",Bid Identification No- 10/MIDA/2025-26,2025_CEMIB_118357_7,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Construction Of Black Toping Road On Canal Service Road In Kalimati MIP In Ghatagaon Block Under CAPEX Grant For The Year 2025-26,Construction Of Black Toping Road On Canal Service Road In Kalimati MIP In Ghatagaon Block Under CAPEX Grant For The Year 2025-26,Please refer Tender documents. ,NA ,"68,59,000",Civil Works - Others,NA ,Rate Contract,90.0,180.0,GHATAGAON,758020.0,NA ,NA ,NA ,"O/O THE S.E. M.I.DIVISION,ANANDAPUR, AT/PO-SALAPAD",No ,No,1.0,ICICI BANK,SUPERINTENDING ENGINEER,"O/O THE S.E. M.I.DIVISION,ANANDAPUR, AT/PO-SALAPAD","10,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,"License, PAN, GST, EMD, Affidavits,Other relevant documents as per DTCN",23-Sep-2025 10:00 AM,13-Oct-2025 10:00 AM,23-Sep-2025 10:05 AM,10-Oct-2025 05:00 PM,NA ,NA ,23-Sep-2025 10:10 AM,10-Oct-2025 05:00 PM,31-Oct-2025 09:00 AM,AOC,SE,Internal,,Ashok Kumar Sethi,20-Nov-2025 05:05 AM,finsummary_553398.pdf (248.38 KB),Technical,summary,Ashok Kumar Sethi,30-Oct-2025 06:58 PM,technical_553398.pdf,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||M I Division Anandapur",2025_CEMIB_118357_7,Bid Identification No- 10/MIDA/2025-26,Construction Of Black Toping Road On Canal Service Road In Kalimati MIP In Ghatagaon Block Under CAPEX Grant For The Year 2025-26,1.0,3111344.0,SATYAPRIYA BEHERA,INR,"5,830,510.21",1,3102766,ABHILIPSA PRIYADARSINI JENA,29-Sep-2025 02:51 PM,Rejected-Finance,lOTTERY,20-Nov-2025 05:05 AM,20-Nov-2025,"INR 5,830,510.21",180.0,Ashok Kumar Sethi,20-Nov-2025 05:11 AM,KALIMATICAPEX.pdf (248.00 KB),Finance,SUMMARY,Ashok Kumar Sethi,20-Nov-2025 04:53 AM,finance_553398.pdf,BOQ Comparative Chart,SE,Internal,,Ashok Kumar Sethi,30-Oct-2025 07:04 PM,31-Oct-2025 09:00 AM,techsummary_553398.pdf (813.43 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,2.0,Finance,.xls,Bill of Quantities,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,3122490,AJAY KUMAR ROUT,10-Oct-2025 04:07 PM,Rejected-Finance,LOTTERY,20-Nov-2025 05:05 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,3,3118099,ANIL KUMAR SAHOO,08-Oct-2025 09:52 PM,Rejected-Finance,LOTTERY,20-Nov-2025 05:05 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,4,3122221,ASHIS KUMAR ROUT,10-Oct-2025 02:38 PM,Rejected-Finance,LOTTERY,20-Nov-2025 05:05 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,5,3118432,ASIN KUMAR JENA,09-Oct-2025 09:02 AM,Rejected-Finance,LOTTERY,20-Nov-2025 05:05 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,6,3119223,BADRI NARAYAN JENA,09-Oct-2025 12:36 PM,Rejected-Finance,LOTTERY,20-Nov-2025 05:05 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,7,3121056,BASANTA KUMAR JENA,09-Oct-2025 09:29 PM,Rejected-Finance,LOTTERY,20-Nov-2025 05:05 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,8,3118376,BHARAT BHUSAN JENA,09-Oct-2025 11:43 AM,Rejected-Finance,LOTTERY,20-Nov-2025 05:05 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,9,3106208,BHIMASEN SETHI,02-Oct-2025 09:17 PM,Rejected-Finance,LOTTERY,20-Nov-2025 05:05 AM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,10,3121715,BHUBANANANDA OJHA,10-Oct-2025 12:36 PM,Rejected-Finance,LOTTERY,20-Nov-2025 05:05 AM,,,,,,,,,,,,,,,,,,,,AOC
