Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,tender opened,Vedbhushan .,25-Apr-2025 10:37 AM,finance_534255.pdf,BOQ Comparative Chart,1.0,2878721.0,M/s Jayasri Pradhan,INR,"2,717,768",Municipal Bodies||Sambalpur Municipal Corporation,2025_ORULB_111805_2,36/SMC_SBP/2024-25,"Construction of Paver Block Platform at Kirba Chowk Food Court in WNo.07, Burla, SMC, Sambalpur","Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",Dhananjaya Panda,10-Oct-2025 01:31 PM,finsummary_534255.pdf (1177.27 KB),"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",Dhananjaya Panda,10-Oct-2025 01:29 PM,techsummary_534255.pdf (1177.27 KB),03-Nov-2025,"INR 2,717,768",90.0,Rehan Khatri,03-Nov-2025 12:39 PM,36SMC2.pdf (741.00 KB),SUCCESSFUL,1,2878305,ASHOK SINGH,07-Apr-2025 06:02 PM,Rejected-Technical,UNSUCCESSFUL,10-Oct-2025 01:29 PM,AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor license, Tender Fees, EMD, GST, PAN, Affidavits, Appendix etc. as per DTCN","COMMISSIONER, SMC","SAMBALPUR MUNICIPAL CORPORATION, DURGAPALI, SAMBALPUR, 768006",1.0,ICICI BANK,"27,178",Yes,percentage,1.0%,Nil,Nil,"Construction of Paver Block Platform at Kirba Chowk Food Court in WNo.07, Burla, SMC, Sambalpur","Construction of Paver Block Platform at Kirba Chowk Food Court in WNo.07, Burla, SMC, Sambalpur",Please refer Tender documents. ,NA ,"27,17,768",Civil Works - Others,NA ,Tender,120.0,90.0,SAMBALPUR MUNICIPAL CORPORATION,768006.0,NA ,NA ,NA ,SAMBALPUR MUNICIPAL CORPORATION,No ,No,Municipal Bodies||Sambalpur Municipal Corporation,36/SMC_SBP/2024-25,2025_ORULB_111805_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,26-Mar-2025 11:00 AM,15-Apr-2025 11:00 AM,26-Mar-2025 11:00 AM,11-Apr-2025 05:00 PM,NA ,NA ,26-Mar-2025 11:00 AM,11-Apr-2025 05:00 PM,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2880774,DEEPAK VEDI,10-Apr-2025 02:04 PM,Rejected-Technical,UNSUCCESSFUL,10-Oct-2025 01:29 PM,AOC,,,.xls,Boq,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2877101,HEMANTA KUMAR AMAT,05-Apr-2025 10:41 PM,Rejected-Technical,UNSUCCESSFUL,10-Oct-2025 01:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2874984,JASLEEN KABLI,04-Apr-2025 07:44 PM,Rejected-Technical,UNSUCCESSFUL,10-Oct-2025 01:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2878721,M/s Jayasri Pradhan,08-Apr-2025 11:32 AM,Accepted-AOC,SUCCESSFUL,03-Nov-2025 12:39 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2873861,RAJAT KUMAR KAR,31-Mar-2025 06:27 PM,Rejected-Technical,UNSUCCESSFUL,10-Oct-2025 01:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2878805,SUDHANSHU SEKHAR BASTIA,09-Apr-2025 07:23 PM,Rejected-Technical,UNSUCCESSFUL,10-Oct-2025 01:29 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
