Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Block Development Officer Cuttack Sadar,Block Office Cuttack Sadar,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"6,000",Nil,Nil,No,1,ICICI BANK,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Cuttack||CUTTACK SADAR Block,BLKCUTTACK SADAR-03/2025-26,2025_PRBCS_115917_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,23-Jul-2025 09:00 AM,02-Aug-2025 11:00 AM,23-Jul-2025 09:00 AM,01-Aug-2025 05:00 PM,23-Jul-2025 09:00 AM ,01-Aug-2025 05:00 PM ,23-Jul-2025 09:00 AM,01-Aug-2025 05:00 PM,"9,990",Yes,percentage,1.0%,Nil,Nil,Construction of Dinning Hall with separate toilet for Girls at Saraswati Sishu Vidya Mandira at Tulasipur,Civil Construction work,Please refer Tender documents. ,NA ,"9,98,998",Civil Works - Buildings,NA ,Rate Contract,90.0,150.0,Block office Cuttack Sadar,753004.0,Block office Cuttack Sadar ,Block Office Cuttack Sadar ,31-Jul-2025 09:00 AM ,Block office Cuttack Sadar,No ,No,AOC,02-Nov-2025,"INR 1,119,995",150.0,PRATIK SAHOO,02-Nov-2025 12:24 AM,6896.pdf (633.00 KB),L1 Contract amount including 18%GST,1,3019821,JAGANNATH SWAIN,31-Jul-2025 09:25 PM,Accepted-AOC,Loswest Bidder,02-Nov-2025 12:24 AM,Pratik Sahoo,Internal,Subhasmita Nath Sarichika Biswal Sasmita Das Rasmita Satpathy Kamlakanta Sethy,PRATIK SAHOO,05-Aug-2025 04:01 PM,techsummary_546963.pdf (363.66 KB),Pratik Sahoo,Internal,Subhasmita Nath Sarichika Biswal Sasmita Das Rasmita Satpathy Kamlakanta sethy,PRATIK SAHOO,06-Aug-2025 08:02 AM,finsummary_546963.pdf (363.66 KB),Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Cuttack||CUTTACK SADAR Block,2025_PRBCS_115917_1,BLKCUTTACK SADAR-03/2025-26,Construction of Dinning Hall with separate toilet for Girls at Saraswati Sishu Vidya Mandira at Tulasipur,1.0,3019821.0,JAGANNATH SWAIN,INR,"1,119,995",Finance,ADMITTED,PRATIK SAHOO,05-Aug-2025 03:30 PM,finance_546963.pdf,BOQ Comparative Chart,AOC
,,,,.xls,BOQ,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,3019903,TUSAR KANTI HARICHANDAN,31-Jul-2025 10:56 PM,Rejected-AOC,Second Bidder,02-Nov-2025 12:24 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
