EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"2,800",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,As per DTCN,19-Aug-2025 11:00 AM,03-Sep-2025 11:00 AM,19-Aug-2025 11:00 AM,02-Sep-2025 05:00 PM,NA ,NA ,19-Aug-2025 11:00 AM,02-Sep-2025 05:00 PM,"2,360",0.0,Nil,Nil,No,1.0,ICICI BANK,EXECUTIVE OFFICER,ATHGARH NAC,Construction of CC drain with RCC precast cover slabs from Kuna Rana house to Bhagirathi Behera house in ward no.09,Construction of CC drain with RCC precast cover slabs from Kuna Rana house to Bhagirathi Behera house in ward no.09,Please refer Tender documents. ,NA ,"2,78,638",Civil Works - Canal,NA ,Tender,30.0,NA ,Athgarh NAC,754029.0,NA ,NA ,NA ,Athgarh NAC,No ,No,Municipal Bodies||Athgarh NAC,ATH-NAC-01/2025-26,2025_ORULB_116989_23,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,Executive Officer,Internal,Assistant Engineer,BALAYA DEHURY,18-Nov-2025 04:51 PM,techsummary_549681.pdf (399.19 KB),Executive Officer,Internal,Assistant Engineer,BALAYA DEHURY,18-Nov-2025 04:55 PM,finsummary_549681.pdf (399.19 KB),Finance,Three bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidder to be verified,BALAYA DEHURY,04-Sep-2025 12:16 PM,finance_549681.pdf,BOQ Comparative Chart,18-Nov-2025,"INR 236,870.39",30.0,BALAYA DEHURY,18-Nov-2025 04:58 PM,workorder23.pdf (1558.00 KB),workorder,1,3056887,DEBADATTA SAHOO,30-Aug-2025 08:53 PM,Rejected-AOC,Rejected,18-Nov-2025 04:58 PM,Municipal Bodies||Athgarh NAC,2025_ORULB_116989_23,ATH-NAC-01/2025-26,Construction of CC drain with RCC precast cover slabs from Kuna Rana house to Bhagirathi Behera house in ward no.09,1.0,3045039.0,NARESH KUMAR ROUT,INR,"236,870.39",AOC
,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2,3045187,GYANARANJAN SAHANI,22-Aug-2025 10:17 PM,Rejected-AOC,Rejected,18-Nov-2025 04:58 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3,3045039,NARESH KUMAR ROUT,22-Aug-2025 07:43 PM,Accepted-AOC,Accepted,18-Nov-2025 04:58 PM,,,,,,,,,,AOC
