S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1,ICICI BANK,1,Fee/PreQual/Technical,.pdf,"Licence,Pan,Gst,Affidavit,Work Exp,Turnover,and other Documents as per DTCN",Construction of shop room 40 Nos (GF) and 10 Nos (FF) at Barapur MY under RMC Bhadrak.,Construction of shop room 40 Nos (GF) and 10 Nos (FF) at Barapur MY under RMC Bhadrak.,Please refer Tender documents. ,NA ,"1,77,65,958",Civil Works - Others,NA ,Tender,90.0,280.0,Bhadrak,756100.0,NA ,NA ,NA ,"OFFICE OF THE REGULATED MARKET COMMITTEE,BHADRAK",No ,No,28-May-2025 11:00 AM,13-Jun-2025 11:00 AM,28-May-2025 11:00 AM,12-Jun-2025 05:00 PM,NA ,NA ,28-May-2025 11:00 AM,12-Jun-2025 05:00 PM,02-Jul-2025 03:30 PM,Odisha State Agricultural Marketing Board||RMC Bhadrak,BID IDENTIFICATION NO. 02 /RMC/Bhadrak/2024-2025,2025_OSAMB_113879_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"1,77,700",Yes,fixed,,Nil,Nil,"10,000",Nil,Nil,No,"Sub-Collector -Cum- Chairman, R.M.C Bhadrak","Sub-Collector -Cum- Chairman,e,R.M.C Bhadrak",AOC,1,2960096,Bhimsen Mallik,12-Jun-2025 10:32 AM,Accepted-AOC,Quoted 1st lowest amount,13-Nov-2025 04:15 PM,13-Nov-2025,"INR 17,765,958.38",280.0,Sourav Chakrabarty,13-Nov-2025 04:14 PM,Bhim.pdf (797.00 KB),Tender Awarded,Sourav Chakrabarty,Internal,Details Attached below,Mrutyunjay Panda,02-Jul-2025 01:19 PM,02-Jul-2025 03:30 PM,techsummary_541213.pdf (1673.18 KB),Finance,Technical Bid opening,Sourav Chakrabarty,13-Nov-2025 03:32 PM,finance_541213.pdf,BOQ Comparative Chart,Technical,Technical Evaluation,Mrutyunjay Panda,02-Jul-2025 01:08 PM,technical_541213.pdf,Odisha State Agricultural Marketing Board||RMC Bhadrak,2025_OSAMB_113879_5,BID IDENTIFICATION NO. 02 /RMC/Bhadrak/2024-2025,Construction of shop room 40 Nos (GF) and 10 Nos (FF) at Barapur MY under RMC Bhadrak.,Sourav Chakrabarty,Internal,Details attached below,Sourav Chakrabarty,13-Nov-2025 03:35 PM,finsummary_541213.pdf (797.39 KB),1.0,2960096.0,Bhimsen Mallik,INR,"15,102,841.22",AOC
2,ICICI NEFT/RTGS,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2958310,PRAKASH KUMAR PANDA,12-Jun-2025 03:47 PM,Rejected-AOC,Quoted 2nd lowest amount,13-Nov-2025 04:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
