Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Municipal Bodies||Vyasanagar Municipality,2/VNM/2025-26,2025_ORULB_117995_42,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,15-Sep-2025 10:00 AM,03-Oct-2025 11:00 AM,15-Sep-2025 10:00 AM,26-Sep-2025 05:00 PM,NA ,NA ,15-Sep-2025 10:00 AM,26-Sep-2025 05:00 PM,"4,240",Yes,fixed,,Nil,Nil,EXECUTIVE OFFICER,vyasanagar Municipality,1.0,ICICI BANK,"Construction of RCC slab of in ward No-1,6,11,18,19,22,25 Vyasanagar Municipality","Construction of RCC slab of in ward No-1,6,11,18,19,22,25 Vyasanagar Municipality",Please refer Tender documents. ,NA ,"4,23,530",Civil Works - Others,NA ,Tender,30.0,30.0,VYASANAGAR MUNICIPALITY,755019.0,NA ,NA ,NA ,EXECUTIVE OFFICER CHAMMBER VYASANAGAR MUNICIPALITY,No ,No,"2,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,AOC,Eo,Internal,"Me, Je, Accountant",Manas Ranjan Sahoo,29-Nov-2025 11:34 AM,techsummary_552405.pdf (407.65 KB),Eo,Internal,"me,je, accountant",Manas Ranjan Sahoo,29-Nov-2025 11:38 AM,finsummary_552405.pdf (407.65 KB),Finance,ok,Manas Ranjan Sahoo,29-Nov-2025 11:32 AM,finance_552405.pdf,BOQ Comparative Chart,29-Nov-2025,"INR 381,230.61",30.0,Manas Ranjan Sahoo,29-Nov-2025 11:52 AM,kw.pdf (248.00 KB),due to l1,1.0,3099116.0,DIPENDRA KUMAR JENA,INR,"381,230.61",Municipal Bodies||Vyasanagar Municipality,2025_ORULB_117995_42,2/VNM/2025-26,"Construction of RCC slab of in ward No-1,6,11,18,19,22,25 Vyasanagar Municipality",1,3099116,DIPENDRA KUMAR JENA,24-Sep-2025 05:37 PM,Accepted-AOC,due to l1,29-Nov-2025 11:52 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,NIT,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3099884,KALANDI MALIK,25-Sep-2025 01:06 PM,Rejected-Finance,due to l4,29-Nov-2025 11:38 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3098619,RANJAN KUMAR SETHY,24-Sep-2025 02:01 PM,Rejected-Finance,due to l3,29-Nov-2025 11:38 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3097978,RASHMITA PRADHAN,24-Sep-2025 08:53 AM,Rejected-Finance,due to l2,29-Nov-2025 11:38 AM,AOC
