Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Executive Officer,Umerkote Municipality,"4,000",0.0,Nil,Nil,No,Municipal Bodies||Umerkote Municipality,UKTM-MUN- 01/2025-26(39),2025_ORULB_112065_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"9,739",Yes,fixed,,Nil,Nil,02-Apr-2025 10:00 AM,15-Apr-2025 11:00 AM,02-Apr-2025 10:00 AM,11-Apr-2025 05:00 PM,NA ,NA ,02-Apr-2025 10:00 AM,11-Apr-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"DTCN,Regd Certificates,GSTIN,PAN etc...",1.0,ICICI BANK,Construction of Paver Block road Mission Shakti to Canal Road in Ward No 09,Civil Work,Please refer to Tender Documents ,NA ,,Civil Works - Roads,NA ,Tender,180.0,60.0,Umerkote Municipality,764073.0,NA ,NA ,NA ,Umerkote Municipality,No ,No,AOC,1,2882426,BABULU DALAI,11-Apr-2025 03:37 PM,Rejected-Finance,L2 bidder,16-Oct-2025 12:11 PM,29-Oct-2025,"INR 827,892",60.0,Aswini Kumar Patnaik,21-Nov-2025 11:53 AM,AOC.pdf (415.00 KB),LOA issued in favour of SUDHANSHU KUMAR BISWAL as he is qualified as L1 bidder......,Smt. Radha Bhatra,Internal,Chairperson Umerkote Municipality BDO Umerkote E.O Umerkote Municipality M.E Umerkote Municipality J.E Umerkote Municipality Accountant Umerkote Municipality,ALAK KUMAR ANUGULIA,26-Jul-2025 04:55 PM,techsummary_534809.pdf (14371.10 KB),Municipal Bodies||Umerkote Municipality,2025_ORULB_112065_1,UKTM-MUN- 01/2025-26(39),Construction of Paver Block road Mission Shakti to Canal Road in Ward No 09,Smt. RADHA BHATRA,Internal,Chairperson Umerkote Municipality BDO Umerkote E.O Umerkote Municipality M.E Umerkote Municipality A.E Umerkote Municipality Accountant Umerkote Municipality,Aswini Kumar Patnaik,16-Oct-2025 12:11 PM,finsummary_534809.pdf (1713.72 KB),Finance,total thirteen nos of bidders found in bidding.............,ALAK KUMAR ANUGULIA,25-Jul-2025 11:52 PM,,BOQ Comparative Chart,1.0,2880273.0,SUDHANSU KUMAR BISWAL,INR,"827,892",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC,2,2877059,KUSHA SAHU,06-Apr-2025 12:01 PM,Rejected-Finance,L2 bidder,16-Oct-2025 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2881563,MAHAMMAD SARUK,11-Apr-2025 03:54 AM,Rejected-Finance,L2 bidder,16-Oct-2025 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2881577,MOHAMMAD WASHIQ LATHIYA,11-Apr-2025 02:43 AM,Rejected-Finance,L2 bidder,16-Oct-2025 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2881768,NAGESWAR NAYAK,11-Apr-2025 10:52 AM,Rejected-Finance,L2 bidder,16-Oct-2025 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2881161,NARAYAN PANIGRAHI,10-Apr-2025 08:42 PM,Rejected-Finance,L2 bidder,16-Oct-2025 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2880446,PARITOSH MANDAL,10-Apr-2025 10:52 AM,Rejected-Finance,L2 bidder,16-Oct-2025 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2879836,PRASANTA KUMAR PARIDA,09-Apr-2025 05:46 PM,Rejected-Finance,L2 bidder,16-Oct-2025 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2878311,SATRUGHAN LENKA,07-Apr-2025 08:34 PM,Rejected-Finance,L2 bidder,16-Oct-2025 12:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2877449,SEBIKA SARKAR,08-Apr-2025 11:10 PM,Rejected-Technical,Invalid PAN and GST,26-Jul-2025 04:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
