Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage
,,,,,,11,2967228,Kunja Bihari Sahu,15-Jun-2025 11:21 AM,Rejected-Finance,Rejected in Lottery System,01-Jul-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,12,2962039,MADHUSMITA SINGH,13-Jun-2025 01:12 PM,Rejected-Finance,Rejected in Lottery System,01-Jul-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,13,2967484,MAHENDRA NAIK,15-Jun-2025 01:25 PM,Rejected-Finance,Rejected in Lottery System,01-Jul-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,14,2962131,MAHENDRA NIAL,12-Jun-2025 05:12 PM,Rejected-Finance,Rejected in Lottery System,01-Jul-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,15,2968048,Manaranjan Behera,16-Jun-2025 09:29 AM,Rejected-Finance,Rejected in Lottery System,01-Jul-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,16,2968384,MANOJ KUMAR AGRAWAL,16-Jun-2025 12:09 PM,Rejected-Finance,Rejected in Lottery System,01-Jul-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,17,2969051,M/S PAYAL INFRA,16-Jun-2025 03:52 PM,Accepted-AOC,Awarded,26-Nov-2025 12:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,18,2964611,M/S SHREE SHYAM REALCON,12-Jun-2025 06:03 PM,Rejected-Finance,Rejected in Lottery System,01-Jul-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,19,2968768,NABIN KUMAR AGRAWAL,16-Jun-2025 01:56 PM,Rejected-Finance,Rejected in Lottery System,01-Jul-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,20,2969417,PRABHJOT SINGH GANDHI,16-Jun-2025 04:08 PM,Rejected-Finance,Rejected in Lottery System,01-Jul-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,21,2969708,PRINCE KUMAR GUPTA,16-Jun-2025 04:52 PM,Rejected-Finance,Rejected in Lottery System,01-Jul-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,22,2968212,Priyabrata Patra,16-Jun-2025 12:58 PM,Rejected-Finance,Rejected in Lottery System,01-Jul-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,23,2969318,RAJESH KUMAR BARIK,16-Jun-2025 03:50 PM,Rejected-Finance,Rejected in Lottery System,01-Jul-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,24,2965415,Ramesh Sahu,15-Jun-2025 11:47 AM,Rejected-Finance,Rejected in Lottery System,01-Jul-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,25,2969351,RASHMI RANJAN JENA,16-Jun-2025 03:25 PM,Rejected-Finance,Rejected in Lottery System,01-Jul-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,26,2963593,RATHA MEHER,12-Jun-2025 01:28 PM,Rejected-Finance,Rejected in Lottery System,01-Jul-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,27,2968433,RINKU AGRAWAL,16-Jun-2025 12:25 PM,Rejected-Finance,Rejected in Lottery System,01-Jul-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,28,2965474,ROHAN KUMAR NAG,13-Jun-2025 01:20 PM,Rejected-Finance,Rejected in Lottery System,01-Jul-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,29,2968259,SANJAY KUMAR AGRAWAL,16-Jun-2025 02:43 PM,Rejected-Finance,Rejected in Lottery System,01-Jul-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,30,2964636,SHASHIRAM MANGARAJ,13-Jun-2025 11:10 AM,Rejected-Finance,Rejected in Lottery System,01-Jul-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,31,2954837,SHREE BHAGWATI INFRA,06-Jun-2025 07:19 PM,Rejected-Finance,Rejected in Lottery System,01-Jul-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,32,2969098,S K DEVELOPERS,16-Jun-2025 03:30 PM,Rejected-Finance,Rejected in Lottery System,01-Jul-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,33,2956845,SKG COMBINES PRIVATE LIMITED,09-Jun-2025 09:10 PM,Rejected-Finance,Rejected in Lottery System,01-Jul-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,34,2968037,Sobhabati Meher,16-Jun-2025 08:24 AM,Rejected-Finance,Rejected in Lottery System,01-Jul-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,35,2960268,SUBASH CHANDRA SAHU,10-Jun-2025 09:01 PM,Rejected-Finance,Rejected in Lottery System,01-Jul-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,36,2967686,SUBHASHREE PADHI,16-Jun-2025 03:24 PM,Rejected-Finance,Rejected in Lottery System,01-Jul-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,37,2968801,SUBRAT KUMAR GOPAL,16-Jun-2025 01:28 PM,Rejected-Finance,Rejected in Lottery System,01-Jul-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,38,2969487,SUSANTA KUMAR BODKIA,16-Jun-2025 04:06 PM,Rejected-Finance,Rejected in Lottery System,01-Jul-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,39,2954646,TAPAN KUMAR NAIK,06-Jun-2025 04:32 PM,Rejected-Finance,Rejected in Lottery System,01-Jul-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,40,2969640,UPENDRA NAIK,16-Jun-2025 04:30 PM,Rejected-Finance,Rejected in Lottery System,01-Jul-2025 01:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
