S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,3045584.0,RASHMI RANJAN PANDA,INR,"477,918.97",Municipal Bodies||Athgarh NAC,2025_ORULB_116989_14,ATH-NAC-01/2025-26,Construction of RCC drain with cover slab from Excise Office to Trinath temple in w.no.14,1,3060855,BISWAJIT SETHY,02-Sep-2025 12:18 PM,Rejected-AOC,Rejected,03-Nov-2025 12:28 PM,03-Nov-2025,"INR 477,918.97",30.0,BALAYA DEHURY,03-Nov-2025 12:28 PM,workorder14.pdf (1159.00 KB),work order,Finance,Seven bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidder to be verified,BALAYA DEHURY,03-Sep-2025 03:39 PM,finance_549671.pdf,BOQ Comparative Chart,Executive Officer,Internal,ASSISTANT ENGINEER,BALAYA DEHURY,03-Nov-2025 12:21 PM,finsummary_549671.pdf (394.73 KB),Executive Officer,Internal,Assistant engineer,BALAYA DEHURY,03-Nov-2025 12:11 PM,techsummary_549671.pdf (394.74 KB),AOC,1.0,ICICI BANK,Municipal Bodies||Athgarh NAC,ATH-NAC-01/2025-26,2025_ORULB_116989_14,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Construction of RCC drain with cover slab from Excise Office to Trinath temple in w.no.14,Construction of RCC drain with cover slab from Excise Office to Trinath temple in w.no.14,Please refer Tender documents. ,NA ,"5,62,191",Civil Works - Canal,NA ,Tender,30.0,NA ,Athgarh NAC,754029.0,NA ,NA ,NA ,Athgarh NAC,No ,No,19-Aug-2025 11:00 AM,03-Sep-2025 11:00 AM,19-Aug-2025 11:00 AM,02-Sep-2025 05:00 PM,NA ,NA ,19-Aug-2025 11:00 AM,02-Sep-2025 05:00 PM,EXECUTIVE OFFICER,ATHGARH NAC,"4,720",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,As per DTCN,"5,700",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,2,3045157,GYANARANJAN SAHANI,22-Aug-2025 09:59 PM,Rejected-AOC,Rejected,03-Nov-2025 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,AOC
,,,,,,,,,3,3051256,MINATI JENA,27-Aug-2025 01:56 PM,Rejected-AOC,Rejected,03-Nov-2025 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,3057455,M/S SHREE BALAJI INTERNATIONAL,31-Aug-2025 12:04 PM,Rejected-AOC,Rejected,03-Nov-2025 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,3044978,NARESH KUMAR ROUT,22-Aug-2025 07:03 PM,Rejected-AOC,Rejected,03-Nov-2025 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,3060346,Pradyumna Mohanty,02-Sep-2025 12:11 PM,Rejected-AOC,Rejected,03-Nov-2025 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,7,3045584,RASHMI RANJAN PANDA,23-Aug-2025 03:35 PM,Accepted-AOC,Accepted,03-Nov-2025 12:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
