EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"7,228",Yes,fixed,,Nil,Nil,Municipal Bodies||Sonepur Municipal Council,SNP-MUN-30/2025-26,2025_ORULB_116406_16,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,As Per DTCN,"4,000",0.0,Nil,Nil,No,05-Aug-2025 11:00 AM,19-Aug-2025 11:00 AM,05-Aug-2025 11:00 AM,18-Aug-2025 05:00 PM,05-Aug-2025 11:00 AM ,18-Aug-2025 05:00 PM ,05-Aug-2025 11:00 AM,18-Aug-2025 05:00 PM,Imp of Weekly market road in w.no.15,Imp of Weekly market road in w.no.15,Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,45.0,NA ,Sonepur Municipality,767017.0,NA ,NA ,NA ,Sonepur Municipality,No ,No,Executive Officer,Sonepur Municipality,1.0,ICICI BANK,AOC,Tamasi Tamasmita Nayak,Internal,Executive Officer Municipal Engineer APD Finance Accountant,RUSI MAJHI,02-Nov-2025 05:16 PM,techsummary_548242.pdf (1489.53 KB),Tamasi Tamasmita Nayak,Internal,Executive Officer Municipal Engineer APD Finance Accountant,RUSI MAJHI,02-Nov-2025 05:31 PM,finsummary_548242.pdf (899.63 KB),Finance,As Per Tender Commitee,RUSI MAJHI,02-Nov-2025 05:10 PM,finance_548242.pdf,BOQ Comparative Chart,Municipal Bodies||Sonepur Municipal Council,2025_ORULB_116406_16,SNP-MUN-30/2025-26,Imp of Weekly market road in w.no.15,1.0,3029111.0,DHARMARAJ MAHALIK,INR,"649,838.7",1,3039122,ASHOK KUMAR PATRA,17-Aug-2025 02:06 PM,Rejected-Finance,Lost the lottery,02-Nov-2025 05:31 PM,02-Nov-2025,"INR 649,838.7",45.0,RUSI MAJHI,02-Nov-2025 05:36 PM,16WorkOrder.pdf (729.00 KB),As Per Tender Commitee,AOC
,,,,,,,,,,,,,,,,,,,,,,.xls,As Per BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3030729,BENU NAIK,13-Aug-2025 07:42 PM,Rejected-Finance,Lost the lottery,02-Nov-2025 05:31 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3029111,DHARMARAJ MAHALIK,08-Aug-2025 08:05 PM,Accepted-AOC,won the lottery,02-Nov-2025 05:37 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3039923,NARADA DANDASENA,18-Aug-2025 12:41 PM,Rejected-Finance,Lost the lottery,02-Nov-2025 05:31 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3038991,PABITRA SINGH BHITIRIA,18-Aug-2025 01:21 PM,Rejected-Finance,Lost the lottery,02-Nov-2025 05:31 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3033211,PRAMOD PRADHAN,13-Aug-2025 01:20 PM,Rejected-Finance,Lost the lottery,02-Nov-2025 05:31 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3038990,REKHA AGRAWAL,18-Aug-2025 01:00 PM,Rejected-Finance,Lost the lottery,02-Nov-2025 05:31 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3039081,SARJAN BARIK,17-Aug-2025 01:03 PM,Rejected-Finance,Lost the lottery,02-Nov-2025 05:31 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3035811,Satyanarayan Tripathy,16-Aug-2025 07:35 PM,Rejected-Finance,Lost the lottery,02-Nov-2025 05:31 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3032265,SHASHI BHUSAN PRAHARAJ,13-Aug-2025 06:33 PM,Rejected-Finance,Lost the lottery,02-Nov-2025 05:31 PM,,,,,,,,AOC
