Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"Executive Officer, Pipli NAC","Office of the Executive Officer, Pipli NAC",1.0,Fee/PreQual/Technical/Finance,.pdf,"Regist. of licence, GST, Regd, PAN, Paper cost, Affidavit, Decl and otfer doc as per DTCN",Construction of CC road from main road towards Barik Res towards pramod Sahu Res via Canal Bandha IN W no 13,Construction of CC road from main road towards Barik Res towards pramod Sahu Res via Canal Bandha IN W no 13,Please refer Tender documents. ,NA ,"1,68,900",Civil Works - Roads,NA ,Tender,90.0,60.0,"Pipli NAC, ward no-13",752104.0,NA ,NA ,NA ,"Office of the Executive officer, Pipli NAC",No ,No,"1,690",No,fixed,,Nil,Nil,600.0,0.0,Nil,Nil,No,1,ICICI BANK,Municipal Bodies||Pipli NAC,PIPILI-NAC-2(78-II)/2023-24,2023_ORULB_93224_54,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,29-Aug-2023 12:00 PM,13-Sep-2023 11:00 AM,29-Aug-2023 12:00 PM,12-Sep-2023 05:00 PM,NA ,NA ,29-Aug-2023 12:00 PM,12-Sep-2023 05:00 PM,AOC,13-Nov-2025,"INR 168,899.43",60.0,Kadambini Jena,13-Nov-2025 04:02 PM,WO.pdf (213.00 KB),1,2247742,BISWARANJAN PRADHAN,12-Sep-2023 12:09 PM,Rejected-AOC,As per quoted rate,13-Nov-2025 04:02 PM,Chairperson,Internal,,Nalini ranjan Sahoo,12-Nov-2025 02:33 PM,techsummary_455884.pdf (113.41 KB),Chairperson,Internal,,Nalini ranjan Sahoo,12-Nov-2025 02:35 PM,finsummary_455884.pdf (113.41 KB),Municipal Bodies||Pipli NAC,2023_ORULB_93224_54,PIPILI-NAC-2(78-II)/2023-24,Construction of CC road from main road towards Barik Res towards pramod Sahu Res via Canal Bandha IN W no 13,1.0,2247568.0,Sagar Majhi,INR,"168,899.43",Finance,2 nos. of bidder have participated in bidding process,Nalini ranjan Sahoo,12-Nov-2025 02:30 PM,,BOQ Comparative Chart,AOC
,,,,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2,2247568,Sagar Majhi,12-Sep-2023 10:02 AM,Accepted-AOC,As per quoted rate,13-Nov-2025 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
