Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
25-Jun-2025 11:00 AM,18-Jul-2025 11:00 AM,25-Jun-2025 11:00 AM,17-Jul-2025 05:00 PM,NA ,NA ,25-Jun-2025 11:00 AM,17-Jul-2025 05:00 PM,31-Jul-2025 04:00 PM,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Deogarh,1736/20.06.2025 (Level-II Reamal Unit),2025_OSCSC_114759_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,"5,900",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,NIT,1.0,ICICI BANK,"2,63,916",No,fixed,,Nil,Nil,1.0,MODIFICATION OF CLAUSE,Other,,"District Manager, OSCSC Ltd., Deogarh","District Manager, OSCSC Ltd., Deogarh, New Baliroi, Deogarh",Selection and appointment of Level-II Contractor for transportation of Custom Milled Rice (CMR) from Rice Receiving Center (RRC) to Retail Center(FPS) in Reamal Block,Selection and appointment of Level-II Contractor for transportation of Custom Milled Rice (CMR) from Rice Receiving Center (RRC) to Retail Center(FPS) in Reamal Block,Please refer Tender Document ,NA ,,Handling and Transportation,NA ,Tender,120.0,638.0,Reamal,768109.0,"O/o- District Manager, OSCSC Ltd., Deogarh ","O/o- District Manager, OSCSC Ltd., Deogarh, New Baliroi, Deogarh ",01-Jul-2025 11:00 AM ,"Collectorate Conference Hall, Deogarh",No ,No,AOC,1,2997811,KHITISWAR SAHU,17-Jul-2025 01:46 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,30-Jul-2025 12:20 PM,11-Nov-2025,"INR 5,278,328",638.0,Kishore Chandra Maharana,11-Nov-2025 02:15 PM,AOC.pdf (1631.00 KB),"THE AWARD OF CONTRACT IS HEREBY ACCORDED IN FAVOUR OF MEGHNA MINES AND MINERALS RESOURCES PRIVATE LIMITED, THE L1 BIDDER TO ACT AS LEVEL-II TC","Collector, Deogarh",Internal,"DLO, Deogarh, DSWO, Deogarh, RTO, Deogarh and CSO-cum-District Manager, OSCSC Ltd., Deogarh",Kedarnath Nayak,30-Jul-2025 12:50 PM,31-Jul-2025 04:00 PM,techsummary_544063.pdf (964.02 KB),Finance,M/S BATA KRUSHNA MOHAPATRA QUOTED 30 PERCENT ASoR AND MEGHNA MINES AND MINERALS RESOURCES PRIVATE LIMITED QUOTED 27.99 PERCENT ASoR. SO MEGHNA MINES AND MINERALS RESOURCES PRIVATE LIMITED SELECTED AS L1 BIDDER BY DLTC.,Kedarnath Nayak,11-Nov-2025 01:18 PM,finance_544063.pdf,BOQ Comparative Chart,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Deogarh,2025_OSCSC_114759_1,1736/20.06.2025 (Level-II Reamal Unit),Selection and appointment of Level-II Contractor for transportation of Custom Milled Rice (CMR) from Rice Receiving Center (RRC) to Retail Center(FPS) in Reamal Block,Technical,There were participated three bidders in tender process. One bidder disqualified and another two bidders are qualified by the DLTC,Kedarnath Nayak,30-Jul-2025 12:20 PM,technical_544063.pdf,"Collector, Deogarh",Internal,"DLO, DSWO, RTO, CSO-CUM-DM",Kedarnath Nayak,11-Nov-2025 01:37 PM,finsummary_544063.pdf (884.12 KB),1.0,3001344.0,MEGHNA MINES AND MINERALS RESOURCES PRIVATE LIMITED,INR,51.67,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3001344,MEGHNA MINES AND MINERALS RESOURCES PRIVATE LIMITED,17-Jul-2025 03:14 PM,Accepted-AOC,"QUOTED 60.15, BUT THE CHAIRMAN OF THE DLTC REQUESTED TO NEGOTIATED. SO THE MANAGING DIRECTOR OF MEGHNA MINES AND MINERALS RESOURCES PRIVATE LIMITED NEGOTIATED ON 51.67",11-Nov-2025 02:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3001666,M/S BATA KRUSHNA MOHAPATRA,17-Jul-2025 03:58 PM,Rejected-Finance,HIGHEST BID (QUOTED 61.10),11-Nov-2025 01:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
