S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage
1.0,3108448.0,SHAKTI SWARUPINI,INR,"15,043,114",Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_117944_20,12/OPHWC/2025-26,"Construction Of 06 Nos. E Type Qtrs At Parjang PS, Dhenkanal",1,3107278,BINAYA BHUSAN MAHUNTA,03-Oct-2025 02:26 PM,Rejected-Finance,DUE TO L2 BIDDER,21-Nov-2025 05:47 PM,21-Nov-2025,"INR 15,043,114",365.0,Bikram Keshari Malla,21-Nov-2025 05:52 PM,PARJ.pdf (77.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 19.11.2025,AS PER AS ACCEPTANCE,Internal,AS PER AS ACCEPTANCE,Bikram Keshari Malla,21-Nov-2025 05:47 PM,finsummary_552300.pdf (715.45 KB),Technical,FOUR BIDDER HAVE PARTICIPATED,MONALISHA PADHY,06-Oct-2025 01:40 PM,,AS PER AS TC MINUTES,Internal,AS PER AS TC MINUTES,ANANDA CHANDRA PANDA,01-Nov-2025 05:56 PM,03-Nov-2025 10:30 AM,techsummary_552300.pdf (345.87 KB),Finance,Financial bid opened,MONALISHA PADHY,03-Nov-2025 11:27 AM,,BOQ Comparative Chart,AOC,Orissa State Police Housing and Welfare Corporation Ltd,12/OPHWC/2025-26,2025_OSPHW_117944_20,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"Construction Of 06 Nos. E Type Qtrs At Parjang PS, Dhenkanal",Building Work,Please refer Tender documents. ,NA ,"1,76,95,700",Civil Works - Buildings,NA ,Tender,90.0,365.0,Dhenkanal,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,"11,800",0.0,Nil,Nil,No,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,"1,77,000",Yes,fixed,,Nil,Nil,12-Sep-2025 06:55 PM,06-Oct-2025 10:30 AM,12-Sep-2025 06:55 PM,04-Oct-2025 05:00 PM,NA ,NA ,12-Sep-2025 06:55 PM,04-Oct-2025 05:00 PM,03-Nov-2025 10:30 AM,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit",1.0,ICICI BANK,AOC
,,,,,,,,,2,3109500,M/s ULLASH CHANDRA TARAI,04-Oct-2025 03:13 PM,Rejected-Technical,Non securing qualifying marks in the Point of Presentation as per DTCN Cl.110(m).,01-Nov-2025 05:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,3,3108402,NIRANJAN DALEI,04-Oct-2025 04:20 PM,Rejected-Finance,DUE TO L3 BIDDER,21-Nov-2025 05:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,AOC
,,,,,,,,,4,3108448,SHAKTI SWARUPINI,04-Oct-2025 01:50 PM,Accepted-AOC,QUALIFIED BIDDER,21-Nov-2025 05:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
