S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,"62,600",Yes,percentage,1.0%,Nil,Nil,"O/o EE R.W.DIVISION-II,BHADRAK","O/o EE R.W.DIVISION-II,BHADRAK",1.0,Fee/PreQual/Technical,.pdf,"TENDER PAPER COST, EMD, CONTRACTOR REGISTRATION CERTIFICATE, PAN, GSTIN, AFFIDAVIT, ETC",Construction of Dispensary building and boundary wall at Government Homeopathy Dispensary at Chhatrapada under Chandbali Block for the year 2023-24 in the Dist. of Bhadrak.,Construction of Dispensary building and boundary wall at Government Homeopathy Dispensary at Chhatrapada under Chandbali Block for the year 2023-24 in the Dist. of Bhadrak.,Please refer Tender documents. ,NA ,"62,60,000",Civil Works - Buildings,NA ,Tender,90.0,270.0,Bhadrak,756100.0,NA ,NA ,NA ,"O/o The EE R.W.DIVISION-II,BHADRAK",No ,No,12-Jun-2025 02:00 PM,21-Jun-2025 11:00 AM,12-Jun-2025 02:00 PM,20-Jun-2025 05:00 PM,12-Jun-2025 02:00 PM ,19-Jun-2025 03:00 PM ,12-Jun-2025 02:00 PM,20-Jun-2025 05:00 PM,19-Jul-2025 04:00 PM,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK-II,SE/BDK-II/TCN-03/2025-26,2025_CERWI_114414_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,1,2973657,ABHINANDAN MOHANTY,19-Jun-2025 02:29 PM,Rejected-AOC,rejected,06-Nov-2025 11:43 AM,06-Nov-2025,"INR 5,321,993",270.0,Lambodar Naik,06-Nov-2025 11:43 AM,4700.pdf (606.00 KB),Finance,total 15 bidders accepted,Saraseebala Behera,19-Jul-2025 04:10 PM,,BOQ Comparative Chart,1.0,Corrigendum,Due to some technical error this tender is revoked,19-Jul-2025 01:01 PM,revok.pdf ,359.54,Technical Opening,Executive Engineer,Internal,"EE,DAO,Estimator",Saraseebala Behera,19-Jul-2025 02:01 PM,19-Jul-2025 04:00 PM,techsummary_542937.pdf (748.72 KB),Executive Engineer,Internal,,Lambodar Naik,06-Nov-2025 11:40 AM,finsummary_542937.pdf (282.23 KB),CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BHADRAK-II,2025_CERWI_114414_1,SE/BDK-II/TCN-03/2025-26,Construction of Dispensary building and boundary wall at Government Homeopathy Dispensary at Chhatrapada under Chandbali Block for the year 2023-24 in the Dist. of Bhadrak.,Technical,Total 19 bidders,Saraseebala Behera,19-Jul-2025 01:50 PM,,1.0,2972427.0,LALA RANJIT RAY,INR,"5,321,993",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,.pdf,OTHER DOCUMENTS AS PER DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2973543,ABINASH BARIK,19-Jun-2025 01:34 PM,Rejected-AOC,rejected,06-Nov-2025 11:43 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2975373,ANIYA KUMAR MALIK,20-Jun-2025 02:51 PM,Rejected-AOC,rejected,06-Nov-2025 11:43 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2975268,ASHADEEP MALLICK,20-Jun-2025 01:57 PM,Rejected-Technical,Not Qualified,19-Jul-2025 02:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2975111,GAUTAM BAL,20-Jun-2025 01:29 PM,Rejected-Technical,Not Qualified,19-Jul-2025 02:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2975400,JAYPRAKASH MOHAPATRA,20-Jun-2025 03:16 PM,Rejected-AOC,rejected,06-Nov-2025 11:43 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2975412,Jitendra Kumar Kabi,20-Jun-2025 03:38 PM,Rejected-AOC,rejected,06-Nov-2025 11:43 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2974389,JITENDRA NARAYAN JENA,20-Jun-2025 08:25 AM,Rejected-Technical,Not Qualified,19-Jul-2025 02:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2973698,Kamala Kanta Puri,19-Jun-2025 02:50 PM,Rejected-AOC,rejected,06-Nov-2025 11:43 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2972427,LALA RANJIT RAY,18-Jun-2025 05:20 PM,Accepted-AOC,selected through transparent lottery system,06-Nov-2025 11:43 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
