Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
ARUN KUMAR PANDEY,Internal,,Arun Kumar Pandey,28-Oct-2025 01:52 PM,30-Oct-2025 09:00 AM,techsummary_555004.pdf (238.23 KB),Finance,Total No. of 2 nos bidder accepted for financial evaluation process.,Umesh Chandra Bhoi,30-Oct-2025 10:53 AM,,BOQ Comparative Chart,15-Nov-2025,"INR 7,595,991",180.0,Arun Kumar Pandey,15-Nov-2025 06:16 PM,AOCDSSO.pdf (353.00 KB),1,3130571,KAMAL LOCHAN NAIK,16-Oct-2025 10:37 AM,Rejected-AOC,2nd lowest,15-Nov-2025 06:17 PM,1.0,3129326.0,NARESH BHOSAGAR,INR,"7,595,991",EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EERNB-DIVN-BARGARH,2025_EICCL_119092_2,IFB-SE PWD-14 OF 2025-26,Construction of District Social Security Officer Administrative Building at Bargarh for the year 2025-26,Technical,Total No. of 2 nos bidder accepted for technical evaluation process.,Arun Kumar Pandey,17-Oct-2025 12:17 PM,,ARUN KUMAR PANDEY,Internal,,Arun Kumar Pandey,15-Nov-2025 06:13 PM,finsummary_555004.pdf (352.59 KB),AOC,09-Oct-2025 02:00 PM,17-Oct-2025 11:30 AM,09-Oct-2025 02:00 PM,16-Oct-2025 05:00 PM,09-Oct-2025 02:00 PM ,16-Oct-2025 05:00 PM ,09-Oct-2025 02:00 PM,16-Oct-2025 05:00 PM,30-Oct-2025 09:00 AM,"84,391",Yes,fixed,,Nil,Nil,Construction of District Social Security Officer Administrative Building at Bargarh for the year 2025-26,"BUILDING WORK (CIVIL, EI AND PH)",PLEASE REFER THE TENDER DOCUMENTS ,NA ,"84,39,052",Civil Works - Buildings,NA ,Tender,90.0,180.0,BARGARH,768028.0,NA ,NA ,NA ,O/O THE SUPERINTENDING ENGINEER (R AND B) DIVISION,No ,No,1,Fee/PreQual/Technical,.pdf,"Tender Cost, EMD, Bid Declaration Form, GSTIN, PAN, EPF, ESI, Affidavit and other DOC as per DTCN",1,ICICI BANK,EIC-CIVIL||SERNB-CIRCLE-NORTHERN||EERNB-DIVN-BARGARH,IFB-SE PWD-14 OF 2025-26,2025_EICCL_119092_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,O/O THE SUPERINTENDING ENGINEER (R AND B) DIVISION,"O/O THE SUPERINTENDING ENGINEER (R AND B) DIVISION BARGARH, AT-NEAR GOVT BUS STAND INFRONT OF WOMENS COLLEGE BARGARH",1.0,1ST CORRIGENDUM,Other,,AOC
,,,,,,,,,,,,,,,,,,,2,3129326,NARESH BHOSAGAR,16-Oct-2025 12:12 PM,Accepted-AOC,1st lowest,15-Nov-2025 06:17 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Bill of quantity,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
