S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
1.0,3065056.0,M/S KALINGA METAL PRODUCT (PROP. SMT BASANTILATA MOHANTY,INR,"3,387,997",CE MECHANICAL,Internal,,JITENDRA KUMAR ORAM,17-Nov-2025 12:11 PM,finsummary_550282.pdf (1533.20 KB),Technical,All documents downloaded successfully,JITENDRA KUMAR ORAM,09-Sep-2025 01:56 PM,,Chief Engineer Mech - WR Bhubaneswar,2025_CEMWR_117245_1,CEM/MDS-08/2025-26,Supply Fabrication Erection Testing Commissioning of 04 Nos CR Gate at 28395m on Kanpur Main Canal under Kanpur Canal DivisionI Jhumpura,Finance,Documents downloaded successfully.,JITENDRA KUMAR ORAM,23-Sep-2025 01:06 PM,,BOQ Comparative Chart,CE MECHANICAL,Internal,,JITENDRA KUMAR ORAM,22-Sep-2025 06:04 PM,23-Sep-2025 12:00 PM,techsummary_550282.pdf (1533.20 KB),17-Nov-2025,"INR 3,387,997",90.0,JITENDRA KUMAR ORAM,17-Nov-2025 01:26 PM,WorkoderMDS08.pdf (679.00 KB),1,3060664,LAXMIDHRA BHUYAN,08-Sep-2025 08:34 AM,Rejected-AOC,Not Winner of lottery process,17-Nov-2025 01:26 PM,AOC,1.0,ICICI BANK,Chief Engineer Mech - WR Bhubaneswar,CEM/MDS-08/2025-26,2025_CEMWR_117245_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Supply Fabrication Erection Testing Commissioning of 04 Nos CR Gate at 28395m on Kanpur Main Canal under Kanpur Canal DivisionI Jhumpura,Supply Fabrication Erection Testing Commissioning of 04 Nos CR Gate at 28395m on Kanpur Main Canal under Kanpur Canal DivisionI Jhumpura,As per DTCN ,NA ,"39,85,410",Mechanical Works,NA ,Tender,90.0,90.0,Jhumpura Block,758031.0,NA ,NA ,NA ,BHUBANESWAR,No ,No,Chief Engineer Mechanical,Office of the EIC WR,"39,854",Yes,percentage,1.0%,Nil,Nil,25-Aug-2025 10:00 AM,09-Sep-2025 12:00 PM,25-Aug-2025 10:00 AM,08-Sep-2025 05:30 PM,25-Aug-2025 10:00 AM ,03-Sep-2025 05:30 PM ,25-Aug-2025 10:00 AM,08-Sep-2025 05:30 PM,23-Sep-2025 12:00 PM,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Bid Documents,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3058578,M/S Abirvab Steel Product,06-Sep-2025 12:05 PM,Rejected-AOC,Not Winner of lottery process,17-Nov-2025 01:26 PM,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3057402,M/s. ASHIRBAD INDUSTRIES Prp. PRAKASH CHANDRA LENKA,07-Sep-2025 12:46 PM,Rejected-AOC,Not Winner of lottery process,17-Nov-2025 01:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3058704,M/S Ashreebad Fabricators,06-Sep-2025 01:15 PM,Rejected-AOC,Not Winner of lottery process,17-Nov-2025 01:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3068897,M/S JANTA ENGINEERING WORKS,08-Sep-2025 01:40 PM,Rejected-Technical,Technically rejected,22-Sep-2025 06:04 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3065056,M/S KALINGA METAL PRODUCT (PROP. SMT BASANTILATA MOHANTY,05-Sep-2025 09:32 PM,Accepted-AOC,Winner of lottery process,17-Nov-2025 01:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3064986,"M/S MOHANTY INDUSTRIAL ENTERPRISERS -PROPRIETOR ,MALAYA KUMAR MOHANTY",05-Sep-2025 09:17 PM,Rejected-AOC,Not Winner of lottery process,17-Nov-2025 01:26 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3060048,SUSHIL KUMAR DAS,07-Sep-2025 08:36 PM,Rejected-Technical,Technically rejected,22-Sep-2025 06:04 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
