Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
Municipal Bodies||Sambalpur Municipal Corporation,32/SMC_SBP/2024-25,2025_ORULB_111170_16,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Contractor license, Tender Fees, EMD, GST, PAN, Affidavits, Appendix etc. as per DTCN","Construction of paver block road from Mansoor Alam house to MD Mohnawar, Motijharan Sonapali in ward No. 33","Construction of paver block road from Mansoor Alam house to MD Mohnawar, Motijharan Sonapali in ward No. 33",Please refer Tender documents. ,NA ,"4,90,302",Civil Works - Others,NA ,Tender,120.0,60.0,SAMBALPUR MUNICIPAL CORPORATION,768006.0,NA ,NA ,NA ,SAMBALPUR MUNICIPAL CORPORATION,No ,No,"2,000",0.0,Nil,Nil,No,"4,903",Yes,percentage,1.0%,Nil,Nil,06-Mar-2025 11:00 AM,18-Mar-2025 11:00 AM,06-Mar-2025 11:00 AM,17-Mar-2025 05:00 PM,NA ,NA ,06-Mar-2025 11:00 AM,17-Mar-2025 05:00 PM,1,ICICI BANK,"COMMISSIONER, SMC","New Office Building, SMC Durgapali,Sambalpur",AOC,"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",Rehan Khatri,03-Nov-2025 01:07 PM,finsummary_532057.pdf (1800.39 KB),"Siddheshwar Baliram Bondar,IAS",Internal,"DEE,EE,AO,DC,COMMISSIONER,SMC",Rehan Khatri,03-Nov-2025 01:05 PM,techsummary_532057.pdf (1800.39 KB),03-Nov-2025,"INR 490,302",60.0,Rehan Khatri,03-Nov-2025 01:09 PM,32SMC16.pdf (1800.00 KB),SUCCESSFUL,1,2854316,BIJAYA KUMAR SAHOO,14-Mar-2025 11:22 PM,Rejected-Technical,UNSUCCESSFUL,03-Nov-2025 01:05 PM,1.0,2856796.0,Bipin Bihari Banchhor,INR,"490,302",Municipal Bodies||Sambalpur Municipal Corporation,2025_ORULB_111170_16,32/SMC_SBP/2024-25,"Construction of paver block road from Mansoor Alam house to MD Mohnawar, Motijharan Sonapali in ward No. 33",Finance,TENDER OPENED,PADMINI MEHER,19-Mar-2025 03:09 PM,finance_532057.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,AOC,,,,,,,,,,,,,,,,,,,,2,2856796,Bipin Bihari Banchhor,17-Mar-2025 05:52 AM,Accepted-AOC,SUCCESSFUL,03-Nov-2025 01:09 PM,,,,,,,,,,,,,,,,AOC
