S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Stage
1.0,2708157.0,PRADIPTA KUMAR RAY,INR,"68,087,960.59",Sarat Kumar Rout,Internal,Puspanjali Bangsingh Monalisha Hembram Monalisa Behera,Monalisa Behera,08-May-2025 09:43 AM,finsummary_520235.pdf (495.26 KB),CE RW I||RWCIRCLE-KEONJHAR,2024_CERWI_108005_2,NCB-16/RWCKJR/2024-25,Construction of Pancham Dhipa Sahi to Dangadhar from 0/000 Km. to 7/200 Km. under DMF in the District of Keonjhar.,Technical,Total 5 Nos. bidder participated.,Puspanjali Bangsingh,27-Dec-2024 06:58 PM,technical_520235.pdf,Finance,COVER-II,Monalisa Behera,19-Mar-2025 05:56 PM,finance_520235.pdf,BOQ Comparative Chart,Sarat Kumar Rout,Internal,Puspanjali Bangsingh Monalisha Hembram Monalisa Behera,Sarat Kumar Rout,12-Mar-2025 07:04 PM,18-Mar-2025 05:00 PM,techsummary_520235.pdf (626.72 KB),1,2704905,Laxminarayan Construction,23-Dec-2024 04:48 PM,Rejected-Finance,L4,08-May-2025 09:43 AM,20-Jun-2025,"INR 68,087,960.59",360.0,Puspanjali Bangsingh,17-Nov-2025 06:35 PM,AGTPANCHAMDHIPASAHI.pdf (1757.00 KB),Award of Contract.,AOC,Construction of Pancham Dhipa Sahi to Dangadhar from 0/000 Km. to 7/200 Km. under DMF in the District of Keonjhar.,Construction of Pancham Dhipa Sahi to Dangadhar from 0/000 Km. to 7/200 Km. under DMF in the District of Keonjhar.,Please refer Tender documents. ,NA ,"7,74,87,152",Civil Works - Roads,NA ,Tender,90.0,360.0,Keonjhar,758001.0,NA ,NA ,NA ,"O/o C.C.E., R.W. Circle, Keonjhar",No ,No,CE RW I||RWCIRCLE-KEONJHAR,NCB-16/RWCKJR/2024-25,2024_CERWI_108005_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",0.0,Nil,Nil,No,1.0,ICICI BANK,11-Dec-2024 06:00 PM,24-Dec-2024 11:00 AM,11-Dec-2024 06:00 PM,23-Dec-2024 05:00 PM,11-Dec-2024 06:00 PM ,21-Dec-2024 05:00 PM ,11-Dec-2024 06:00 PM,23-Dec-2024 05:00 PM,18-Mar-2025 05:00 PM,"7,74,872",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper Cost, EMD, Registration Certificate, GSTIN, PAN, Affidavits etc.",1.0,Extension of Date,Date,,"Chief Construction Engineer, R.W. Circle, Keonjhar","Chief Construction Engineer, R.W. Circle, Keonjhar",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2699633,MAA SANTOSHI CONSTRUCTION,16-Dec-2024 08:58 PM,Rejected-AOC,L2,17-Nov-2025 06:35 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,.pdf,"Profit Loss statement, List of similar nature of work, Work in hand and other documents as per DTCN.",,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2706195,Mr. Sanjay Kumar Mishra,23-Dec-2024 11:52 AM,Rejected-Finance,L5,08-May-2025 09:43 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machineries and all other documents required as per DTCN.,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2708157,PRADIPTA KUMAR RAY,23-Dec-2024 04:40 PM,Accepted-AOC,L1,17-Nov-2025 06:35 PM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2707656,RANJAN KUMAR SWAIN,23-Dec-2024 12:19 PM,Rejected-Finance,L3,08-May-2025 09:43 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
