Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,S.No,Bank Name,Tender Stage
Finance,2 BIDDERS PARTICIPATION,GATIKRISHNA MALLICK,10-Dec-2023 01:30 PM,,BOQ Comparative Chart,EE LI NAYAGARH,Internal,EE LI NAYAGARH AND OTHERS,GATIKRISHNA MALLICK,17-Nov-2025 03:02 PM,finsummary_476340.pdf (1154.87 KB),17-Nov-2025,"INR 2,397,640",90.0,GATIKRISHNA MALLICK,17-Nov-2025 03:06 PM,PAIKAPANTIKSHYARI.pdf (1155.00 KB),COMPLETED WORK,1,2346011,Dillip Ranjan Das,06-Dec-2023 12:19 PM,Accepted-AOC,OK,17-Nov-2025 03:06 PM,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Nayagarh",2023_OLIC_97506_49,BID ID NO. 04/23-24 Dt.4.11.23,INSTALLATION AND ENERGISATION OF PAIKAPANTHIKHARI LIP,1.0,2346011.0,Dillip Ranjan Das,INR,"2,397,640",EE LI NAYAGARH,Internal,EE LI NAYAGARH AND OTHERS,GATIKRISHNA MALLICK,08-Apr-2024 04:01 PM,techsummary_476340.pdf (665.88 KB),AOC,"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Nayagarh",BID ID NO. 04/23-24 Dt.4.11.23,2023_OLIC_97506_49,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"23,976",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER CALL NOTICE, EMD AND ALL OTHER DOCUMENTS AS PER DTCN",INSTALLATION AND ENERGISATION OF PAIKAPANTHIKHARI LIP,INSTALLATION AND ENERGISATION OF PAIKAPANTHIKHARI LIP,Please refer Tender documents. ,NA ,,Civil Works - Lift Irrigation Schemes,NA ,Rate Contract,90.0,365.0,ODAGAON BLOCK,752069.0,NA ,NA ,NA ,"EE LI DIVISION, NAYAGARH",No ,No,"6,000",0.0,Nil,Nil,Yes,29-Nov-2023 10:00 AM,08-Dec-2023 10:00 AM,29-Nov-2023 10:00 AM,07-Dec-2023 05:00 PM,29-Nov-2023 10:00 AM ,05-Dec-2023 05:00 PM ,29-Nov-2023 10:00 AM,07-Dec-2023 05:00 PM,"EE LI DIVISION, NAYAGARH","O/O EE LI DIVISION, NAYAGARH",1,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,,,2,2347036,MADAN MOHAN BASTIA,07-Dec-2023 11:50 AM,Rejected-Technical,OK,08-Apr-2024 04:01 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,AOC
