Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Orissa Lift Irrigation Corporation,2023_OLIC_94364_1,6483 Dt-14.09.2023,Procurement of Control Panel with DOL Starter suitable for 5.00 HP Submersible Pump set IT 16(E),MD OLIC LTD,Internal,"FA-CUM-SPL. SECRETARY DOWR, FA AND CAO OLIC, EXECUTIVE DIRECTOR (TECH) OLIC",Sudarsan Sadangi,27-Nov-2025 04:06 PM,finsummary_461739.pdf,Technical,Two nos of Bidders participated,Sudarsan Sadangi,07-Oct-2023 12:13 PM,,27-Nov-2025,"INR 53,899,048.8",60.0,Sudarsan Sadangi,27-Nov-2025 04:45 PM,ORDER9114.pdf,ORDER,Finance,Two (2) nos of Bidders participated,Sudarsan Sadangi,08-Nov-2023 04:12 PM,,CE MECH DOWR,External,ED TECH OLIC FA CAO OLIC SE ELECT EIC ADDL CE RWSS SE CUM DY ELECT INSPECTOR EIC AEE MECH GWD EE MP OLIC,Sudarsan Sadangi,08-Nov-2023 03:26 PM,08-Nov-2023 03:45 PM,techsummary_461739.pdf,AOC,"10,000",0.0,Nil,Nil,Yes,MD OLIC BBSR,OFFICE OF MD OLIC N 17 2 NAYAPALLI BHUBANESWAR,"5,54,178",Yes,fixed,,Nil,Nil,Procurement of Control Panel with DOL Starter suitable for 5.00 HP Submersible Pump set IT 16(E),Procurement of Control Panel with DOL Starter suitable for 5.00 HP Submersible Pump set IT 16(E),Please refer Tender Documents ,NA ,"5,54,17,800",Miscellaneous Goods,NA ,Tender,365.0,60.0,BHUBANESWAR,751012.0,NA ,NA ,NA ,OFFICE OF MD OLIC N 17 2 NAYAPALLI BHUBANESWAR,No ,No,1,ICICI BANK,15-Sep-2023 09:00 AM,07-Oct-2023 11:00 AM,15-Sep-2023 09:00 AM,05-Oct-2023 05:00 PM,15-Sep-2023 09:00 AM ,25-Sep-2023 05:00 PM ,15-Sep-2023 09:00 AM,05-Oct-2023 05:00 PM,08-Nov-2023 03:45 PM,1,Fee/PreQual/Technical,.pdf,"TENDER COST, EMD, GST, PAN AND ALL OTHER DOCUMENTS AS PER DTCN",Orissa Lift Irrigation Corporation,6483 Dt-14.09.2023,2023_OLIC_94364_1,Yes,National Competitive Bid,Item Rate,Goods,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,AOC
