Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
Finance,The 2 bidders have participated and the documents will be placed before the Tender Committee.,JADABENDRA MOHAPATRA,01-Jul-2025 04:04 PM,,BOQ Comparative Chart,07-Nov-2025,"INR 609,002",60.0,Debiprasad Rout,07-Nov-2025 12:47 PM,AG.pdf (9697.00 KB),1.0,2977236.0,PURNA CHANDRA TRIPATHI,21-Jun-2025 07:13 PM,Rejected-Finance,As L2,07-Nov-2025 12:43 PM,Municipal Bodies||Baripada Municipality,2025_ORULB_114263_11,BPDM-4 OF 2025/2026,Constn. Of C.C. Road and Drain from Jadumani Barik house to Babu Mohanta house at Madhuban Talasahi in Ward No.07,1.0,2977222.0,SUBIR KUMAR MISTRY,INR,"609,002","Executive Officer, Baripada Municipality",Internal,"Municipal Engineer, Baripada Municipality, Asst CT and GST Officer,Baripada Tahasildar Baripada Executive Officer, Baripada Municipality Chairperson, Baripada Municipality",Debiprasad Rout,07-Nov-2025 12:39 PM,techsummary_542518.pdf (1488.35 KB),"Executive Officer, Baripada Municipality",Internal,"Municipal Engineer, Baripada Municipality, Asst CT and GST Officer,Baripada Tahasildar Baripada Executive Officer, Baripada Municipality Chairperson, Baripada Municipality",Debiprasad Rout,07-Nov-2025 12:43 PM,finsummary_542518.pdf (1193.86 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender cost, EMD remitted on line mode, GST, PAN,Contractor valid R.C and Labour license as per DTCN",Municipal Bodies||Baripada Municipality,BPDM-4 OF 2025/2026,2025_ORULB_114263_11,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,09-Jun-2025 01:00 PM,24-Jun-2025 11:30 AM,09-Jun-2025 01:00 PM,23-Jun-2025 05:00 PM,NA ,NA ,09-Jun-2025 01:00 PM,23-Jun-2025 05:00 PM,"4,720",0.0,Nil,Nil,No,1.0,ICICI BANK,"5,200",Yes,fixed,,Nil,Nil,Constn. Of C.C. Road and Drain from Jadumani Barik house to Babu Mohanta house at Madhuban Talasahi in Ward No.07,Constn. Of C.C. Road and Drain from Jadumani Barik house to Babu Mohanta house at Madhuban Talasahi in Ward No.07,Please refer Tender documents. ,NA ,"5,18,644",Civil Works - Others,NA ,Tender,120.0,60.0,Baripada Municipality,757001.0,NA ,NA ,NA ,Baripada Municipality,No ,No,"Executive Officer,Baripada Municipality","Executive Officer, Baripada Municipality, Baripada.",AOC
,,,,,,,,,,,,2.0,2977222.0,SUBIR KUMAR MISTRY,21-Jun-2025 07:00 PM,Accepted-AOC,As L1,07-Nov-2025 12:47 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,"Affidavits,undertakings and any other documents as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
