Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Divisional Officer,"RURAL WORKS DIVISION NO.II, SUNDARGARH",1.0,Fee/PreQual/Technical/Finance,.pdf,Affidavit Towards Authenticity of Documents,1.0,ICICI BANK,"2,000",0.0,Nil,Nil,No,CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Sundargarh II,OnlineEERKL 06/2025-26,2025_CERWI_117534_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"4,450",Yes,fixed,,Nil,Nil,03-Sep-2025 11:00 AM,11-Sep-2025 11:00 AM,03-Sep-2025 11:00 AM,10-Sep-2025 05:00 PM,03-Sep-2025 11:00 AM ,09-Sep-2025 05:00 PM ,03-Sep-2025 11:00 AM,10-Sep-2025 05:00 PM,Maintenance and repair of R.I office building at Raiboga for the year 2025-26.,Maintenance and repair of R.I office building at Raiboga for the year 2025-26.,NA ,NA ,"4,44,943",Civil Works - Buildings,NA ,Tender,90.0,90.0,ROURKELA,769004.0,NA ,NA ,NA ,"RURAL WORKS DIVISION NO.II, SUNDARGARH",No ,No,AOC,CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Sundargarh II,2025_CERWI_117534_1,OnlineEERKL 06/2025-26,Maintenance and repair of R.I office building at Raiboga for the year 2025-26.,"AE Estt, DAO, SE",Internal,"AE Estt, DAO, SE",Dasharathi Sethy,17-Nov-2025 02:52 PM,finsummary_550881.pdf (616.36 KB),Finance,16 bidders applied,Dasharathi Sethy,17-Nov-2025 02:45 PM,,BOQ Comparative Chart,1.0,3072467.0,SUBHASH CHANDRA,INR,"378,246",17-Nov-2025,"INR 378,246",90.0,Dasharathi Sethy,17-Nov-2025 02:56 PM,AOC.pdf (616.00 KB),Awarded Cost,1,3074494,ARJUN SINGHI,10-Sep-2025 04:22 PM,Rejected-AOC,Rejected by the committee,17-Nov-2025 02:56 PM,"AE Estt, DAO, SE",Internal,"AE Estt, DAO, SE",Dasharathi Sethy,17-Nov-2025 02:49 PM,techsummary_550881.pdf (616.36 KB),AOC
,,,,.pdf,"PAN Card, GSTN, Regestration Certificate another as per DTCN, Contact No",2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3069840,BARMA HESS,09-Sep-2025 08:31 PM,Rejected-AOC,Rejected by the committee,17-Nov-2025 02:56 PM,,,,,,,AOC
,,,,.pdf,Affidavit Regarding norelation certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3064801,BINOD SAHOO,05-Sep-2025 07:01 PM,Rejected-AOC,Rejected by the committee,17-Nov-2025 02:56 PM,,,,,,,AOC
,,,,.pdf,Affidavit Regarding correctness of information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3074231,BRAHMANAND SAMASI,10-Sep-2025 02:57 PM,Rejected-AOC,Rejected by the committee,17-Nov-2025 02:56 PM,,,,,,,AOC
,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3073325,DEEPAK KUMAR THAKUR,10-Sep-2025 11:26 AM,Rejected-AOC,Rejected by the committee,17-Nov-2025 02:56 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3074275,GOPAL SAHOO,10-Sep-2025 03:11 PM,Rejected-AOC,Rejected by the committee,17-Nov-2025 02:56 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3074507,NIRAJ KUMAR MISHRA,10-Sep-2025 04:33 PM,Rejected-AOC,Rejected by the committee,17-Nov-2025 02:56 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3074299,PUSPALATA BARIK,10-Sep-2025 03:24 PM,Rejected-AOC,Rejected by the committee,17-Nov-2025 02:56 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3067607,RABI PRASAD,07-Sep-2025 05:41 PM,Rejected-AOC,Rejected by the committee,17-Nov-2025 02:56 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3072902,RAJAN BUDA(S.C),10-Sep-2025 01:15 PM,Rejected-AOC,Rejected by the committee,17-Nov-2025 02:56 PM,,,,,,,AOC
