Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage
"CCERWCIRCLE, BARIPADA",Internal,,Akshaya Kumar Naik,01-Sep-2025 01:26 PM,04-Sep-2025 11:00 AM,techsummary_547049.pdf (437.99 KB),Finance,14 Nos of Bidders admitted,Akshaya Kumar Naik,08-Nov-2025 12:52 PM,,BOQ Comparative Chart,1,3016900,AMBIKA PRASAD SINGH,29-Jul-2025 05:14 PM,Rejected-AOC,L3,26-Nov-2025 01:56 PM,21-Nov-2025,"INR 39,410,868",365.0,Akshaya Kumar Naik,26-Nov-2025 01:56 PM,Karamghutu.pdf (920.00 KB),1.0,3025877.0,MANOJ KUMAR MOHANTY,INR,"39,410,868",Technical,15 Nos of Bidders Participated,Akshaya Kumar Naik,31-Aug-2025 10:29 AM,technical_547049.pdf,CE RW I||RWCIRCLE-BARIPADA,2025_CERWI_115963_1,NCB 382,Construction of Bridge over Local nallah at 1st km on PWD road to Karamghutu in the District of Mayurbhanj under BSY for the year 2023-24,"CCERWCIRCLE, BARIPADA",Internal,,Akshaya Kumar Naik,11-Nov-2025 12:12 PM,finsummary_547049.pdf (447.48 KB),AOC,23-Jul-2025 05:00 PM,07-Aug-2025 11:00 AM,23-Jul-2025 05:00 PM,06-Aug-2025 05:00 PM,23-Jul-2025 05:00 PM ,05-Aug-2025 05:00 PM ,23-Jul-2025 05:00 PM,06-Aug-2025 05:00 PM,04-Sep-2025 11:00 AM,"10,000",0.0,Nil,Nil,No,Construction of Bridge over Local nallah at 1st km on PWD road to Karamghutu in the District of Mayurbhanj under BSY for the year 2023-24,Construction of Bridge over Local nallah at 1st km on PWD road to Karamghutu in the District of Mayurbhanj under BSY for the year 2023-24,NA ,NA ,"4,63,61,000",Civil Works - Bridges,NA ,Tender,90.0,365.0,Mayurbhanj,757105.0,NA ,NA ,NA ,"RURAL WORKS CIRCLE, BARIPADA",No ,No,Circle Officer,"RURAL WORKS CIRCLE, BARIPADA",1.0,Fee/PreQual/Technical,.pdf,"Paper cost, RC, PAN, GSTIN and EMD etc as per DTCN",CE RW I||RWCIRCLE-BARIPADA,NCB 382,2025_CERWI_115963_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,"4,63,610",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,2,3025413,ASIM KUMAR MOULIK,06-Aug-2025 10:54 AM,Rejected-AOC,L1,26-Nov-2025 01:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"ATO, similar nature of work experience etc as per DTCN",,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,3,3020281,BIJAYA NANDA MANDAL,05-Aug-2025 08:11 PM,Rejected-AOC,L1,26-Nov-2025 01:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machineries, Affidavit etc as per DTCN",,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3023330,CHINMAYANANDA GIRI,04-Aug-2025 04:10 PM,Rejected-AOC,L1,26-Nov-2025 01:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantity,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3013800,JASHOBANTA SAHU,27-Jul-2025 06:59 PM,Rejected-AOC,L1,26-Nov-2025 01:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3022907,JEETESH RANJAN BEHERA,04-Aug-2025 12:41 PM,Rejected-AOC,L1,26-Nov-2025 01:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3025877,MANOJ KUMAR MOHANTY,06-Aug-2025 03:44 PM,Accepted-AOC,L1,26-Nov-2025 01:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3023805,M/S AKASH INFRATECH PROP. AKASHDEEP SINGH SANDHU,04-Aug-2025 08:25 PM,Rejected-Technical,Insufficient smilar nature of work experience.,01-Sep-2025 01:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3022749,Nanda Kishore Bindhani,05-Aug-2025 01:27 PM,Rejected-AOC,L1,26-Nov-2025 01:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3024504,RAKESH KUMAR SAHU,05-Aug-2025 04:11 PM,Rejected-AOC,L2,26-Nov-2025 01:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
