S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,3061970.0,JYOTI RANJAN NANDA,INR,"821,525",Municipal Bodies||Kesinga NAC,2025_ORULB_115144_10,KSNG-NAC-1/2025-26,IMPROVEMENT OF ROAD AND EXTENSION OF DRAIN FROM YBPS BOUNDARY WALL TO KHANDELWAL HOUSE IN WARD NO 05,1,3059603,AKSHAY KUMAR MAHAPATRA,03-Sep-2025 01:01 PM,Rejected-Finance,As per tender committee,08-Nov-2025 12:59 PM,08-Nov-2025,"INR 821,525",60.0,Chinmaya Acharya,08-Nov-2025 01:03 PM,WO.pdf (1335.00 KB),As per tender committee,Finance,As per tender committee,Chinmaya Acharya,08-Nov-2025 07:53 AM,finance_549213.pdf,BOQ Comparative Chart,Nruparaj yadav,Internal,"Chairperson,NAC,Keisnga,STO,Keisnga,Additional Tahasildar,kesinga,ME,Bhawanipatna Municipality,EO,NAC,Kesinga",Chinmaya Acharya,08-Nov-2025 12:59 PM,finsummary_549213.pdf (2944.29 KB),Nruparaj yadav,Internal,"Chairperson,NAC,Keisnga,STO,Keisnga,Additional Tahasildar,kesinga,ME,Bhawanipatna Municipality,EO,NAC,Kesinga",Chinmaya Acharya,08-Nov-2025 07:57 AM,techsummary_549213.pdf (2944.29 KB),AOC,"9,670",Yes,fixed,,Nil,Nil,"EXECUTIVE OFFICER,NAC,KESINGA","NAC,Kesinga,Dist-Kalahandi",16-Aug-2025 10:00 AM,04-Sep-2025 11:00 AM,16-Aug-2025 10:00 AM,03-Sep-2025 05:00 PM,NA ,NA ,16-Aug-2025 10:00 AM,03-Sep-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,IMPROVEMENT OF ROAD AND EXTENSION OF DRAIN FROM YBPS BOUNDARY WALL TO KHANDELWAL HOUSE IN WARD NO 05,IMPROVEMENT OF ROAD AND EXTENSION OF DRAIN FROM YBPS BOUNDARY WALL TO KHANDELWAL HOUSE IN WARD NO 05,Please refer Tender documents. ,NA ,"9,66,387",Civil Works - Roads,NA ,Rate Contract,90.0,60.0,KESINGA NAC,766012.0,NA ,NA ,NA ,"OFFICE OF THE NOTIFIED AREA COUNCIL,KESINGA",No ,No,1.0,ICICI BANK,1.0,Modification of Date,Date,,Municipal Bodies||Kesinga NAC,KSNG-NAC-1/2025-26,2025_ORULB_115144_10,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,2,3049830,BIKRAM SAGAR,26-Aug-2025 05:56 PM,Rejected-Finance,As per tender committee,08-Nov-2025 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,3050531,BIMAL BAG,26-Aug-2025 07:54 PM,Rejected-Finance,As per tender committee,08-Nov-2025 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,3061686,DHANANJAYA MAHANANDA,03-Sep-2025 12:26 PM,Rejected-Finance,As per tender committee,08-Nov-2025 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,3061970,JYOTI RANJAN NANDA,03-Sep-2025 08:15 AM,Accepted-AOC,As per tender committee,08-Nov-2025 01:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,3061577,RAJU DEEP,02-Sep-2025 06:23 PM,Rejected-Finance,As per tender committee,08-Nov-2025 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,7,3062642,TRINATHA SAHU,03-Sep-2025 04:40 PM,Rejected-Finance,As per tender committee,08-Nov-2025 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
